"site_code","date_index","one_week_date","Log10_NoV_norm","Easting","Northing","carehome_density","school_density","BAME","prop_urb","lockdown_lifting","lockdown_step3","lockdown_step4","lockdown_planB","mobility","imd_score","rain_rolling_7day","temp_rolling_7day","nov_3week"
"UKENNW_UU_TP000078",14,"23/08/2021",5.321917157,365809,399001,19.83374556,101.0049782,0.075965733,0.828263962,0,0,1,0,-30.02286258,35.70555393,0.003132258,282.059174,5.0980547905
"UKENNW_UU_TP000084",14,"23/08/2021",5.721441179,389609,378201,32.42667519,95.44834765,0.059435681,0.740240744,0,0,1,0,-32.57833956,15.42683177,0.00324293,281.6232467,5.5785656355
"UKENNW_UU_TP000095",14,"23/08/2021",5.981031724,324149,390251,18.57355125,44.13428391,0.038481044,0.725003006,0,0,1,0,-30.14285714,18.80501512,0.003393142,282.7307036,5.966952031
"UKENNW_UU_TP000102",14,"23/08/2021",4.407943832,345709,427931,31.63143734,65.55612434,0.223568053,0.772015586,0,0,1,0,-22.3649638,26.05545481,0.003503511,282.4145183,4.2303741725
"UKENNW_UU_TP000103",14,"23/08/2021",3.900147425,388287,412525,23.03766971,99.04953898,0.381939411,0.857273363,0,0,1,0,-20.64436307,35.46486782,0.003100778,281.0516143,4.11955024
"UKENNW_UU_TP000110",14,"23/08/2021",NA,333486,392845,18.35554824,95.17845068,0.154762792,0.723849142,0,0,1,0,-34.21920585,41.44665061,0.003337339,282.6876195,5.00530478
"UKENNW_UU_TP000115",14,"23/08/2021",NA,353579,395921,17.56151325,76.01529161,0.034405887,0.703612933,0,0,1,0,-34.64819023,36.6581355,0.003098134,282.3866906,NA
"UKENNW_UU_TP000116",14,"23/08/2021",5.430331953,386519,389821,19.13609618,80.70499951,0.12413202,0.759224889,0,0,1,0,-36.56866954,26.20030235,0.003152965,281.8855586,5.430331953
"UKENNW_UU_TP000124",14,"23/08/2021",5.050265314,358039,386891,22.22504954,76.32446156,0.06249303,0.452000349,0,0,1,0,-33.16342317,22.40770823,0.003018604,282.3017031,5.057780836
"UKENNW_UU_TP000133",14,"23/08/2021",4.901531387,348172,411615,17.89103329,79.12641303,0.048377177,0.719892626,0,0,1,0,-30.02824815,26.49283309,0.003205302,281.7984528,4.9053091465
"UKENSO_SW_TP000001",14,"23/08/2021",3.669032815,438718,112480,18.16627664,64.69570578,0.227606805,0.660992934,0,0,1,0,-38.94657447,26.75554973,0.002439162,283.5905415,3.669032815
"UKENSO_SW_TP000004",14,"23/08/2021",5.279031743,470951,105443,25.67033162,69.20846075,0.109334991,0.720707144,0,0,1,0,-32.61813965,24.72363925,0.002265587,283.6207237,5.6648863185
"UKENSO_SW_TP000008",14,"23/08/2021",5.429472977,456846,103242,42.815509,56.10564394,0.046614608,0.706103673,0,0,1,0,-26.62164082,12.52756056,0.002341769,283.6854648,5.567394358
"UKENSO_SW_TP000011",14,"23/08/2021",5.762977505,438275,111125,31.8124667,62.32985533,0.033491989,0.701473425,0,0,1,0,-23.67387428,13.44123806,0.002391224,283.6047242,5.907468769
"UKENSO_SW_TP000013",14,"23/08/2021",5.626877128,446839,117931,19.46507649,52.97234878,0.097281132,0.712492093,0,0,1,0,-29.58838953,8.471673034,0.002452371,283.5063181,5.7071196045
"UKENSO_SW_TP000016",14,"23/08/2021",NA,460200,85191,56.23934958,64.41800583,0.034052693,0.681747261,0,0,1,0,-12.14285714,25.15371657,0.002095316,283.9573995,4.740921451
"UKENSO_SW_TP000022",14,"23/08/2021",5.89332731,633188,162889,36.2643919,82.06788553,0.0498214,0.678763326,0,0,1,0,-23.62562389,27.55420198,0.00217644,284.0010014,5.845507507
"UKENSO_SW_TP000025",14,"23/08/2021",5.304800985,582959,168491,28.62277426,85.70369464,0.169174301,0.748946586,0,0,1,0,-32.95127221,24.00624434,0.002125521,283.8331013,5.483851863
"UKENSO_SW_TP000026",14,"23/08/2021",5.145081404,601950,143308,16.32618969,71.6084954,0.174048418,0.606874146,0,0,1,0,-32.55252469,20.22551456,0.002407965,283.8685903,5.6474756305
"UKENSO_SW_TP000028",14,"23/08/2021",5.343827869,628575,139968,65.73609311,91.19786413,0.093625145,0.802384959,0,0,1,0,-22.6871829,29.1904811,0.002307592,283.8631862,5.541168673
"UKENSO_SW_TP000030",14,"23/08/2021",5.571206214,571975,159382,24.63628297,74.11567871,0.131573272,0.733799324,0,0,1,0,-19.78264479,15.32938011,0.002316729,283.7779201,5.7148761705
"UKENSO_SW_TP000033",14,"23/08/2021",5.071730273,616939,159720,28.50974372,75.76764319,0.192190397,0.678834476,0,0,1,0,-33.41463203,17.75721962,0.002150446,283.9869827,5.5493246025
"UKENSO_SW_TP000083",14,"23/08/2021",NA,517007,103642,63.79057584,56.31075228,0.081170918,0.868833815,0,0,1,0,-34.04515059,16.40866184,0.002015371,283.6880161,5.747931953
"UKENSO_SW_TP000090",14,"23/08/2021",4.569344473,499695,103145,66.60622689,40.59785187,0.043204862,0.876368079,0,0,1,0,-20.22565166,18.61415076,0.002027438,283.7220493,5.040293064
"UKENSO_SW_TP000091",14,"23/08/2021",NA,576559,109381,81.15717443,76.62792096,0.079992777,0.890135096,0,0,1,0,-24.56682397,31.02549193,0.002278225,283.7761194,5.726347341
"UKENSW_SWS_TP000002",14,"23/08/2021",5.070881611,253327,134309,11.39169901,83.17305734,0.043230992,0.165435642,0,0,1,0,-20.14277999,14.0977672,0.003445774,282.7427855,5.294334725
"UKENSW_SWS_TP000016",14,"23/08/2021",NA,242167,127655,65.62563421,45.28331723,0.023478715,0.161483265,0,0,1,0,-19.42857143,17.34440991,0.003636103,282.8377453,NA
"UKENSW_SWS_TP000024",14,"23/08/2021",6.16433052,302457,80397,98.72085087,79.67223473,0.021223695,0.275705475,0,0,1,0,-18,16.71968736,0.002543913,283.1688534,6.062961644
"UKENSW_SWS_TP000025",14,"23/08/2021",5.765275567,182302,32206,25.19992798,64.9366016,0.056941565,0.160352459,0,0,1,0,-25.57142857,17.81605719,0.00335496,283.5057046,6.056489175
"UKENSW_SWS_TP000051",14,"23/08/2021",5.07197101,288249,72051,21.91719086,76.08673067,0.025144749,0.296720651,0,0,1,0,-25.56929041,21.26890853,0.002521442,283.1375625,5.5860199975
"UKENSW_SWS_TP000055",14,"23/08/2021",4.996416455,206629,52671,23.76032285,89.83786086,0.022707192,0.133924393,0,0,1,0,-25.57142857,18.52628281,0.003565178,282.9980186,5.378191364
"UKENSW_SWS_TP000058",14,"23/08/2021",NA,249776,54024,47.95896107,64.58372519,0.08208899,0.383226955,0,0,1,0,-24.28710025,25.96361977,0.002995015,282.8717843,5.788407324
"UKENSW_SWS_TP000059",14,"23/08/2021",4.430097705,252334,56403,48.23486509,98.32878747,0.030580701,0.329239604,0,0,1,0,-24.33162556,17.1654902,0.002967339,282.9914641,5.0782049115
"UKENSW_SWS_TP000064",14,"23/08/2021",NA,313655,90455,52.88361232,65.44115532,0.028092557,0.062514116,0,0,1,0,-18,9.609910077,0.002436991,282.9322471,6.294237383
"UKENSW_SWS_TP000075",14,"23/08/2021",5.35760533,289699,56301,46.23947442,90.78423722,0.019052173,0.226355616,0,0,1,0,-17.87940646,15.4222214,0.002473822,283.3600273,5.5374881395
"UKENSW_WXW_TP000004",14,"23/08/2021",3.783023381,353294,179291,23.90338264,73.83802273,0.158243197,0.526753283,0,0,1,0,-35.4578414,20.74330278,0.002843656,282.9077187,4.3130296855
"UKENSW_WXW_TP000005",14,"23/08/2021",5.073329736,369299,168221,27.93000449,94.67806788,0.114375757,0.362178982,0,0,1,0,-36.98530168,11.20360495,0.002827595,282.7214607,5.4923584035
"UKENSW_WXW_TP000038",14,"23/08/2021",5.478608073,413049,95051,51.93960973,50.4341812,0.132446991,0.742000784,0,0,1,0,-27.2852229,18.19633482,0.002369479,283.8527213,5.2937071915
"UKENSW_WXW_TP000086",14,"23/08/2021",4.651739623,328049,124551,55.54077305,95.28373679,0.065639049,0.342431832,0,0,1,0,-29.60522094,18.5112774,0.002392365,282.6355513,5.053008363
"UKENSW_WXW_TP000100",14,"23/08/2021",5.839593124,331469,156981,69.48926036,77.78287164,0.05115726,0.416207534,0,0,1,0,-26.66726515,24.53700684,0.002489934,282.9582523,5.5586707575
"UKENSW_WXW_TP000101",14,"23/08/2021",5.844773009,366380,76721,28.62341014,72.89197315,0.031522824,0.325453079,0,0,1,0,-27,24.92772066,0.002297783,283.2541665,5.838817789
"UKENTH_TWU_TP000010",14,"23/08/2021",NA,478989,214851,23.27941367,70.12439078,0.264505353,0.735761871,0,0,1,0,-34.4126925,13.93140103,0.002202752,282.8567829,NA
"UKENTH_TWU_TP000013",14,"23/08/2021",5.69956858,467999,155201,23.44098768,62.73306022,0.156108497,0.791821887,0,0,1,0,-28.58386701,13.92360851,0.002289853,282.9834798,5.484214039
"UKENTH_TWU_TP000014",14,"23/08/2021",4.465498942,545469,181671,9.464183122,64.94317982,0.509022684,0.875831265,0,0,1,0,-40.58419761,23.16305619,0.00185285,283.7708229,4.2163202355
"UKENTH_TWU_TP000015",14,"23/08/2021",5.275729652,529519,166319,40.72029785,72.76643395,0.464031435,0.849904064,0,0,1,0,-37.23304271,18.23138955,0.002015653,283.2967528,5.1749318155
"UKENTH_TWU_TP000021",14,"23/08/2021",4.795964852,513709,201061,12.54569357,223.3562202,0.183579657,0.55324555,0,0,1,0,-38.73803343,10.2373044,0.001935186,283.1243709,4.2702048135
"UKENTH_TWU_TP000033",14,"23/08/2021",5.684627108,485799,159501,30.27859777,82.77463122,0.18968676,0.801930264,0,0,1,0,-34.99466027,11.73723456,0.002293587,283.2970037,5.1240608415
"UKENTH_TWU_TP000050",14,"23/08/2021",5.463779994,528799,140201,16.74763108,69.39823275,0.261445044,0.636349415,0,0,1,0,-32.82728963,18.19928226,0.002139943,283.4720375,4.957185807
"UKENTH_TWU_TP000052",14,"23/08/2021",NA,549086,180831,13.44305168,62.07304034,0.432375089,0.894834363,0,0,1,0,-38.52995919,21.60172905,0.00190191,283.676091,2.955008199
"UKENTH_TWU_TP000054",14,"23/08/2021",4.813184644,535659,193171,22.46209163,61.60313955,0.430827056,0.849371326,0,0,1,0,-39.0896546,23.42225619,0.001870031,283.5590234,4.5197657365
"UKENTH_TWU_TP000073",14,"23/08/2021",5.355109107,500299,151601,12.63547958,83.84984465,0.173205722,0.775603647,0,0,1,0,-36.99930427,9.323554294,0.002225235,283.316575,4.864946601
"UKENTH_TWU_TP000084",14,"23/08/2021",4.481871984,518999,168301,31.49243428,60.42297686,0.28198129,0.905564263,0,0,1,0,-40.60231028,10.23108229,0.002026773,283.458727,5.0544265715
"UKENTH_TWU_TP000100",14,"23/08/2021",5.595764655,487709,186961,21.05584884,83.81769089,0.317894519,0.796702861,0,0,1,0,-29.67942571,11.66121026,0.002027581,282.9033043,4.492666763
"UKENTH_TWU_TP000102",14,"23/08/2021",4.996455125,555599,176701,13.84880611,77.12504071,0.266113414,0.81206824,0,0,1,0,-37.82781332,15.1661647,0.001932671,283.4365409,4.9020154
"UKENTH_TWU_TP000103",14,"23/08/2021",6.375010694,512349,217841,20.98499163,64.4358235,0.561249242,0.732447363,0,0,1,0,-23.6909357,23.3740027,0.002003913,282.9725407,6.189042944
"UKENTH_TWU_TP000106",14,"23/08/2021",4.412976581,504199,191941,22.37315793,73.99824538,0.248720018,0.748721552,0,0,1,0,-37.79852415,12.24026653,0.001988851,283.0641689,4.3730509215
"UKENTH_TWU_TP000113",14,"23/08/2021",4.3671804,515409,174721,16.80980936,54.48857478,0.528084325,0.883315056,0,0,1,0,-35.83686261,16.69808937,0.001921312,283.6080348,4.4320779005
"UKENTH_TWU_TP000116",14,"23/08/2021",5.959989231,449859,166721,22.1903779,74.14343554,0.090767033,0.813267166,0,0,1,0,-31.69750715,10.08892107,0.002277589,282.798397,5.749506599
"UKENTH_TWU_TP000122",14,"23/08/2021",5.239990137,471099,170701,17.5154388,66.93101732,0.310344486,0.799659728,0,0,1,0,-37.04532573,17.45112448,0.002250247,283.0900806,5.5118182895
"UKENTH_TWU_TP000125",14,"23/08/2021",4.545987757,551499,181901,15.63180654,56.77327485,0.339466233,0.807401904,0,0,1,0,-36.32844963,22.19109421,0.001684221,283.9034279,3.73900408
"UKENTH_TWU_TP000126",14,"23/08/2021",4.905365145,539251,209766,17.23426215,84.11387013,0.148800414,0.649178884,0,0,1,0,-31.60722656,15.93624707,0.00178734,283.4041448,4.5232568525
"UKENTH_TWU_TP000133",14,"23/08/2021",5.097482857,494299,179201,11.56692842,73.17819721,0.599255095,0.799166776,0,0,1,0,-34.67860085,19.86362344,0.001986456,283.3857691,5.0516468285
"UKENTH_TWU_TP000139",14,"23/08/2021",5.54201606,412709,185801,19.88512036,84.14556437,0.203856895,0.721517436,0,0,1,0,-33.77958527,19.14917238,0.002610455,282.7296221,5.216350012
"UKENTH_TWU_TP000155",14,"23/08/2021",5.490921983,503199,157401,19.90377711,91.08205398,0.238345571,0.846195369,0,0,1,0,-36.73456621,10.05066597,0.002246809,283.3475229,5.463511811
"UKENTH_TWU_TP000159",14,"23/08/2021",5.732579766,454389,202231,13.9469609,87.13691138,0.289125761,0.783006083,0,0,1,0,-41.60922641,16.35319025,0.002190009,283.0641374,5.08065305
"UKENAN_AW_TP000016",15,"30/08/2021",NA,508487,249332,45.63787047,76.56114328,0.285790427,0.451289326,0,0,1,0,-32.22387891,18.32439455,0.000194713,285.105771,6.306866468
"UKENAN_AW_TP000023",15,"30/08/2021",NA,535699,340996,22.61205765,83.9619918,0.063382687,0.442780283,0,0,1,0,-17.75564369,18.41974316,0.000556712,284.3483769,5.743155964
"UKENAN_AW_TP000037",15,"30/08/2021",NA,493847,268578,46.12113427,102.1467812,0.130760913,0.469652264,0,0,1,0,-32.43932162,19.14621772,0.000333373,284.8123296,5.630214491
"UKENAN_AW_TP000050",15,"30/08/2021",NA,547187,261751,14.67441713,65.0998724,0.239571149,0.535729004,0,0,1,0,-39.31716789,11.24341364,0.000202381,285.0501751,5.88115928
"UKENAN_AW_TP000051",15,"30/08/2021",NA,502806,226864,18.14535083,67.29204992,0.542072957,0.608235937,0,0,1,0,-27.33147028,23.97501893,0.00022655,284.9514807,5.779262099
"UKENAN_AW_TP000055",15,"30/08/2021",NA,573806,206725,12.74058882,77.71768832,0.139765582,0.435855358,0,0,1,0,-34.42756137,11.3906665,0.000255316,284.8942778,6.105286922
"UKENAN_AW_TP000063",15,"30/08/2021",NA,602226,223615,34.05130865,65.95441606,0.158600042,0.612357018,0,0,1,0,-37.6799553,14.96512843,0.000201145,284.6898453,5.320283
"UKENAN_AW_TP000069",15,"30/08/2021",NA,488411,240500,15.45343649,76.13040354,0.305273651,0.525628928,0,0,1,0,-34.06493273,17.34084719,0.000251644,285.0696784,4.713552074
"UKENAN_AW_TP000082",15,"30/08/2021",NA,560459,304206,36.21294161,57.64317517,0.041253024,0.272486924,0,0,1,0,-21.7519404,12.6477287,0.000430261,284.7428645,5.86529696
"UKENAN_AW_TP000107",15,"30/08/2021",NA,481616,261993,31.49815503,76.52056923,0.202039383,0.417050818,0,0,1,0,-36.58076876,21.61834343,0.000320156,284.8657601,5.111161561
"UKENAN_AW_TP000115",15,"30/08/2021",NA,651859,311135,32.33836004,88.76567746,0.061750419,0.421688203,0,0,1,0,-25.46339354,36.38426429,0.000403764,283.6177201,5.258356764
"UKENAN_AW_TP000116",15,"30/08/2021",NA,526212,410959,31.9885858,112.6653252,0.042778563,0.358140253,0,0,1,0,-24.86101419,34.02040488,0.000946844,283.759363,5.853857174
"UKENAN_AW_TP000144",15,"30/08/2021",NA,617466,241968,17.97323439,72.82368322,0.150367322,0.577459918,0,0,1,0,-33.07138873,22.38813909,0.000214624,284.4190521,5.798863048
"UKENAN_AW_TP000148",15,"30/08/2021",NA,614064,214273,58.93404344,70.75299363,0.044758141,0.615104284,0,0,1,0,-26.85714286,48.06123054,0.000215647,284.6177501,6.566738285
"UKENAN_AW_TP000154",15,"30/08/2021",NA,560275,322372,27.64497595,104.3875734,0.078896291,0.309586587,0,0,1,0,-21.71608871,26.29407357,0.000481704,284.5543647,6.663339287
"UKENAN_AW_TP000161",15,"30/08/2021",NA,499884,370410,28.62810223,84.00575171,0.075070962,0.457699687,0,0,1,0,-29.71566267,23.87582972,0.000746875,284.4243842,4.95131098
"UKENAN_AW_TP000170",15,"30/08/2021",NA,653429,297861,33.34557169,84.17819043,0.032604228,0.598076701,0,0,1,0,-25.31114044,31.33795197,0.000337219,283.6479563,5.628079069
"UKENAN_AW_TP000200",15,"30/08/2021",NA,627841,307418,26.920842,82.05283526,0.100182769,0.50101945,0,0,1,0,-30.92369472,20.44192056,0.000477965,283.891601,4.739364091
"UKENAN_AW_TP000210",15,"30/08/2021",NA,521980,298342,18.38256274,78.84396117,0.252795595,0.412568134,0,0,1,0,-33.01820887,25.00839697,0.00038362,284.9866082,5.552313735
"UKENAN_AW_TP000293",15,"30/08/2021",NA,545869,314163,21.97797277,114.6164594,0.03949554,0.158708474,0,0,1,0,-29.90663535,31.67848747,0.000434553,284.7873706,4.380722236
"UKENAN_AW_TP000303",15,"30/08/2021",NA,573699,190651,15.73206641,82.0684527,0.15687991,0.51126442,0,0,1,0,-37.45707532,26.99593904,0.000303812,285.2040297,5.632566769
"UKENAN_AW_TP000307",15,"30/08/2021",NA,587999,187601,41.56452959,74.82617199,0.120586396,0.67156331,0,0,1,0,-36.58318789,20.80071851,0.000295514,285.2226984,4.974525631
"UKENAN_AW_TP000308",15,"30/08/2021",NA,565353,175767,18.31969555,73.94341845,0.248688563,0.356055849,0,0,1,0,-38.55956969,20.20759936,0.000306716,285.4032239,5.583964744
"UKENMI_ST_TP000018",15,"30/08/2021",NA,389999,301651,27.69265998,93.31342415,0.453468539,0.809827642,0,0,1,0,-31.77478194,32.77506914,0.000528963,284.7680244,5.182321535
"UKENMI_ST_TP000036",15,"30/08/2021",NA,395499,322271,20.28596632,90.33221484,0.094489334,0.756142584,0,0,1,0,-26.75787505,15.48175127,0.000620939,284.5998454,5.739287456
"UKENMI_ST_TP000056",15,"30/08/2021",NA,426849,325511,37.87951795,69.6147878,0.189702336,0.609457963,0,0,1,0,-32.53834831,22.36936924,0.000571842,284.6811566,5.008418521
"UKENMI_ST_TP000060",15,"30/08/2021",NA,370979,301401,16.17136515,92.96884927,0.109037124,0.593580794,0,0,1,0,-22.44855776,33.63402921,0.000688796,284.6980903,5.839366627
"UKENMI_ST_TP000062",15,"30/08/2021",NA,419379,291391,25.44194012,80.86253104,0.279113689,0.764340381,0,0,1,0,-32.68562198,33.48915907,0.000446986,284.7572743,5.300184298
"UKENMI_ST_TP000068",15,"30/08/2021",NA,433599,273701,20.08644881,81.27678916,0.32835739,0.686185216,0,0,1,0,-42.73521905,22.88142864,0.000398962,284.8896179,4.786244627
"UKENMI_ST_TP000074",15,"30/08/2021",NA,439359,334491,26.5439936,84.44360893,0.265382349,0.697851396,0,0,1,0,-36.41605121,26.00331414,0.00056503,284.7488541,4.381582998
"UKENMI_ST_TP000099",15,"30/08/2021",NA,380829,216121,37.75378364,76.76092957,0.146457353,0.777991378,0,0,1,0,-39.81479242,19.2770059,0.000265157,285.2500883,4.809722973
"UKENMI_ST_TP000100",15,"30/08/2021",NA,402189,301921,24.58189221,74.54533577,0.101197532,0.736690835,0,0,1,0,-29.8731439,27.79143129,0.000520015,284.7121213,5.625477246
"UKENMI_ST_TP000120",15,"30/08/2021",NA,382559,273751,42.80642602,113.3826078,0.045531848,0.784991153,0,0,1,0,-33.45116181,21.21502751,0.000501699,284.8407576,4.510285674
"UKENMI_ST_TP000137",15,"30/08/2021",NA,453099,321301,23.02902524,89.1323871,0.232123889,0.780747525,0,0,1,0,-33.98827489,16.31667635,0.000476634,284.7613451,5.597865602
"UKENMI_ST_TP000143",15,"30/08/2021",6.358289703,454829,362421,37.01791612,111.4440314,0.057636341,0.865019712,0,0,1,0,-23.36349213,27.11781991,0.000677499,284.2873655,5.6052251915
"UKENMI_ST_TP000156",15,"30/08/2021",3.947557312,416499,292356,23.15393084,79.82544548,0.505334449,0.81418656,0,0,1,0,-33.77237137,34.51764515,0.000461436,284.6746556,4.384415128
"UKENMI_ST_TP000163",15,"30/08/2021",NA,464729,342221,28.27584543,85.52683583,0.27076085,0.750149967,0,0,1,0,-36.23910009,26.61473169,0.000604214,284.5052371,5.121295017
"UKENMI_ST_TP000164",15,"30/08/2021",NA,433479,295881,28.83707718,85.05225586,0.144513656,0.849140815,0,0,1,0,-26.49695208,21.84931771,0.000428205,284.8379611,5.163621307
"UKENMI_ST_TP000180",15,"30/08/2021",5.013383862,387079,283821,30.36242433,60.26653227,0.134517971,0.793096634,0,0,1,0,-33.31336861,23.27839976,0.000475728,284.7595387,5.3784230475
"UKENMI_ST_TP000182",15,"30/08/2021",NA,449419,276351,31.11038588,84.88878384,0.159309719,0.66357527,0,0,1,0,-33.71020084,13.40961034,0.00037177,284.7689087,5.821166509
"UKENMI_ST_TP000184",15,"30/08/2021",NA,361299,313701,19.36051848,83.34458742,0.146895087,0.642414434,0,0,1,0,-21.60379923,21.29450982,0.000752471,284.7668417,5.734932436
"UKENMI_ST_TP000186",15,"30/08/2021",NA,487449,405991,23.87223826,87.77239449,0.098029807,0.566019949,0,0,1,0,-27.71418679,27.76673718,0.000978907,284.3372726,5.656420517
"UKENMI_ST_TP000199",15,"30/08/2021",NA,408459,262631,10.80261936,93.15851398,0.112988148,0.641652822,0,0,1,0,-39.32392249,25.17995281,0.000424094,284.8697524,5.349157698
"UKENMI_ST_TP000207",15,"30/08/2021",NA,387819,339051,33.58413389,99.83288142,0.162642919,0.745100282,0,0,1,0,-30.97583263,30.25986529,0.000797582,284.4850349,4.903281359
"UKENMI_ST_TP000208",15,"30/08/2021",NA,378889,204891,40.49691626,94.09822892,0.041111923,0.67220826,0,0,1,0,-36.07877933,11.16219394,0.000266861,285.0306189,5.660383944
"UKENMI_ST_TP000222",15,"30/08/2021",NA,459849,311851,26.99785375,64.98088126,0.511242664,0.74366312,0,0,1,0,-26.77158424,24.82584562,0.000421242,284.740226,5.067319162
"UKENMI_ST_TP000225",15,"30/08/2021",NA,427569,262891,32.14149949,67.60618569,0.18714589,0.740567288,0,0,1,0,-38.51767232,13.7782833,0.000412165,284.9419649,5.858231726
"UKENMI_ST_TP000241",15,"30/08/2021",5.722883847,384619,253411,16.20805302,92.10629725,0.105121294,0.772422145,0,0,1,0,-32.3212035,22.07057022,0.000401718,285.200919,5.7997592325
"UKENMI_ST_TP000256",15,"30/08/2021",NA,389929,224861,32.4472099,66.64988604,0.088558517,0.836925383,0,0,1,0,-41.36692959,14.76559589,0.000288149,284.897216,5.118588623
"UKENNE_NU_TP000012",15,"30/08/2021",NA,456119,524091,28.04400493,125.3276117,0.159081443,0.46985392,0,0,1,0,-25.06795409,42.69570983,0.001930843,283.8792746,5.13552313
"UKENNE_NU_TP000028",15,"30/08/2021",5.349799075,441059,556121,34.72551418,96.39890473,0.071321755,0.602225168,0,0,1,0,-34.700835,30.05836305,0.001857365,283.9117177,5.326548251
"UKENNE_NU_TP000030",15,"30/08/2021",NA,444099,542631,30.99986792,97.01617634,0.016936579,0.506388658,0,0,1,0,-28.28164241,42.26841588,0.001792316,283.8710849,5.999008611
"UKENNE_NU_TP000031",15,"30/08/2021",NA,433599,566401,23.58419266,77.99183756,0.121222771,0.48925131,0,0,1,0,-35.12393551,24.72358066,0.001927937,283.9775981,5.058078574
"UKENNE_NU_TP000039",15,"30/08/2021",NA,462098,522827,39.66580328,108.4029442,0.01942675,0.412538233,0,0,1,0,-27.42241087,26.4983974,0.002164857,283.5022505,NA
"UKENNE_NU_TP000046",15,"30/08/2021",NA,451989,527651,28.29083829,83.84728559,0.035568216,0.500926927,0,0,1,0,-26.08861373,34.36476834,0.001938181,283.9089906,5.916166551
"UKENNE_NU_TP000048",15,"30/08/2021",NA,432099,550801,29.54646399,85.592695,0.024057559,0.424661591,0,0,1,0,-33.43617865,27.12245823,0.001849165,283.8137908,NA
"UKENNE_NU_TP000051",15,"30/08/2021",NA,428919,511531,31.93132179,104.4386365,0.060483288,0.462740355,0,0,1,0,-32.52011816,25.27531857,0.001642876,284.3033255,6.208434329
"UKENNE_NU_TP000055",15,"30/08/2021",NA,432799,555701,13.14090019,109.9959099,0.028360277,0.57870398,0,0,1,0,-33.96456961,25.69684192,0.001871188,283.883919,6.065852159
"UKENNE_YW_TP000029",15,"30/08/2021",NA,460089,447151,16.59852124,80.06870015,0.083404073,0.624515425,0,0,1,0,-40.41905778,14.24008091,0.001274748,284.1671827,5.000376582
"UKENNE_YW_TP000054",15,"30/08/2021",NA,444556,394415,41.93055737,103.7663167,0.180678185,0.652855444,0,0,1,0,-28.37769717,39.79301246,0.000925691,284.5229389,NA
"UKENNE_YW_TP000057",15,"30/08/2021",NA,439589,391567,19.92055596,81.87066955,0.251070927,0.657363729,0,0,1,0,-35.87910349,28.83307337,0.000926615,284.3690267,4.223190057
"UKENNE_YW_TP000063",15,"30/08/2021",NA,435069,420411,19.64387808,93.45485541,0.168152946,0.58220391,0,0,1,0,-31.74619547,26.5010782,0.001106475,284.4301322,3.875241512
"UKENNE_YW_TP000082",15,"30/08/2021",4.864541747,418979,438751,17.59225869,99.04151872,0.509862881,0.691790419,0,0,1,0,-34.79055166,39.24685492,0.001225713,284.1200652,4.927825037
"UKENNE_YW_TP000086",15,"30/08/2021",NA,409249,422391,28.14318447,95.98403096,0.233704159,0.649524627,0,0,1,0,-31.68054254,31.93961396,0.001210867,283.8675806,NA
"UKENNE_YW_TP000094",15,"30/08/2021",NA,418099,420701,35.31851041,71.83900201,0.295316122,0.507159654,0,0,1,0,-27.62924041,26.74627319,0.001144613,283.896569,5.16124394
"UKENNE_YW_TP000095",15,"30/08/2021",4.768407066,516284,429068,33.47798658,82.82710856,0.074934863,0.676162975,0,0,1,0,-29.93616883,33.64078702,0.001106979,283.780321,5.096681341
"UKENNE_YW_TP000096",15,"30/08/2021",NA,408519,441231,25.59651376,84.12565535,0.292178441,0.658096123,0,0,1,0,-34.82072441,34.8960631,0.001205126,283.8704645,5.566660413
"UKENNE_YW_TP000098",15,"30/08/2021",NA,434649,430711,18.03331756,94.80408727,0.261876444,0.588059706,0,0,1,0,-39.61057855,31.55478997,0.001184216,284.2779932,4.340065144
"UKENNE_YW_TP000102",15,"30/08/2021",NA,437799,407001,27.54150513,114.0337553,0.043859437,0.741665189,0,0,1,0,-30.00967727,33.55902994,0.001007164,284.4279102,6.16801252
"UKENNE_YW_TP000107",15,"30/08/2021",3.469890863,426089,419971,26.39082639,85.26897318,0.305480682,0.667097562,0,0,1,0,-29.23701546,30.03544021,0.001157071,284.3076267,3.8446320675
"UKENNE_YW_TP000112",15,"30/08/2021",NA,439229,374651,38.08772816,73.4677087,0.049250312,0.687599643,0,0,1,0,-32.58563833,22.83924006,0.000835886,284.2620548,5.01641415
"UKENNE_YW_TP000119",15,"30/08/2021",NA,460189,405981,27.68401004,109.5926609,0.145964938,0.63248618,0,0,1,0,-31.99999909,26.30188061,0.000919949,284.5416193,6.209534826
"UKENNE_YW_TP000141",15,"30/08/2021",NA,443369,385781,20.60183198,65.25759826,0.060349222,0.611187226,0,0,1,0,-34.90569818,22.46170091,0.000869444,284.4111847,6.085007043
"UKENNW_UU_TP000012",15,"30/08/2021",NA,321942,468543,18.20250303,94.63954148,0.033265353,0.681724888,0,0,1,0,-31.52093449,32.81771507,0.001104897,284.6752893,4.77881928
"UKENNW_UU_TP000017",15,"30/08/2021",NA,332919,389491,37.33959771,73.43888537,0.056700133,0.715868092,0,0,1,0,-33.28571759,35.39243476,0.001289663,285.2410448,NA
