"site_code","one_week_date","Log10_NoV_norm","Easting","Northing","weighted_carehome_density","weighted_school_density","weighted_prop_non_white","prop_urb","lockdown_lifting","lockdown_step3","lockdown_step4","lockdown_planB","weighted_mobility","weighted_imd_score","weighted_imd_rank","rain_rolling_7day","temp_rolling_7day"
"UKENAN_AW_TP000307","2021-05-24",NA,587999,187601,41.5645295854291,74.8261719889946,0.120586396325046,0.671563310297342,0,1,0,0,-25.5340749347768,20.8007185108674,16456.7365979888,1.51553285714285e-05,282.634724942857
"UKENAN_AW_TP000308","2021-05-24",NA,565353,175767,18.319695552656,73.9434184533847,0.248688563437652,0.356055848896482,0,1,0,0,-23.8705763039592,20.2075993558755,14686.4541212248,1.69881857142858e-05,282.629141671429
"UKENMI_ST_TP000018","2021-05-24",NA,389999,301651,27.6926599832963,93.3134241537044,0.453468538973117,0.809827641679781,0,1,0,0,-19.6689636803135,32.7750691379434,8171.29654283264,8.17170428571428e-05,282.247343371429
"UKENMI_ST_TP000036","2021-05-24",NA,395499,322271,20.2859663240383,90.3322148415984,0.0944893341995487,0.756142584235456,0,1,0,0,-17.2733261441979,15.4817512656672,18543.5932359443,6.58899000000001e-05,282.228744328571
"UKENMI_ST_TP000056","2021-05-24",NA,426849,325511,37.8795179490067,69.6147878026589,0.189702336216906,0.609457962618115,0,1,0,0,-20.4198245328319,22.3693692375112,15336.9310486289,3.92588999999999e-05,282.405034528571
"UKENMI_ST_TP000060","2021-05-24",NA,370979,301401,16.1713651521949,92.9688492661336,0.109037123835724,0.593580793551615,0,1,0,0,-5.32857916026266,33.6340292077853,9357.67794182544,6.53250428571429e-05,282.249108271429
"UKENMI_ST_TP000062","2021-05-24",NA,419379,291391,25.4419401219462,80.8625310365722,0.279113688632157,0.764340381386189,0,1,0,0,-20.762776599477,33.4891590714083,9938.51366247695,5.21586142857142e-05,282.328407528571
"UKENMI_ST_TP000068","2021-05-24",NA,433599,273701,20.0864488100887,81.2767891596299,0.328357390409686,0.686185216352544,0,1,0,0,-30.4778753291348,22.8814286389062,13014.9428407549,4.23256142857142e-05,282.529679628571
"UKENMI_ST_TP000074","2021-05-24",NA,439359,334491,26.5439935952424,84.4436089252271,0.265382349185125,0.697851395751535,0,1,0,0,-24.0129529089628,26.0033141365003,13484.7521843685,2.13061857142856e-05,282.456437242857
"UKENMI_ST_TP000099","2021-05-24",NA,380829,216121,37.7537836405574,76.7609295733595,0.146457352965828,0.777991377846483,0,1,0,0,-26.6346835142162,19.2770059026963,15037.5278251287,1.27196142857144e-05,282.575300128571
"UKENMI_ST_TP000100","2021-05-24",NA,402189,301921,24.5818922116301,74.5453357723651,0.101197531839208,0.736690835016096,0,1,0,0,-14.6568446956475,27.7914312946198,11913.7973662639,9.31733285714287e-05,282.238034385714
"UKENMI_ST_TP000120","2021-05-24",NA,382559,273751,42.806426017736,113.382607847637,0.0455318475860565,0.784991152925661,0,1,0,0,-18.4133367409909,21.2150275093084,13915.2041346874,3.68918999999999e-05,282.141529557143
"UKENMI_ST_TP000137","2021-05-24",NA,453099,321301,23.0290252367472,89.1323871019496,0.232123888821632,0.780747525295158,0,1,0,0,-26.665105246523,16.3166763510348,17055.3957227534,2.0099757142857e-05,282.342886442857
"UKENMI_ST_TP000143","2021-05-24",NA,454829,362421,37.0179161196341,111.444031440685,0.0576363407135185,0.86501971206657,0,1,0,0,-9.14718594411182,27.1178199076777,11792.4098113576,1.52944714285714e-05,281.950333985714
"UKENMI_ST_TP000156","2021-05-24",3.116048427,416499,292356,23.1539308368688,79.8254454831287,0.505334448908675,0.814186559797671,0,1,0,0,-21.6444783587037,34.5176451466836,7416.04610230706,5.72037571428572e-05,282.173120557143
"UKENMI_ST_TP000163","2021-05-24",NA,464729,342221,28.2758454339568,85.5268358307172,0.270760850333493,0.750149967293488,0,1,0,0,-26.2744595079647,26.6147316930719,11772.2586061417,1.61759e-05,282.119537271429
"UKENMI_ST_TP000164","2021-05-24",NA,433479,295881,28.8370771770993,85.0522558615388,0.144513656185764,0.849140814712654,0,1,0,0,-11.9658819674833,21.8493177060369,12871.9041320023,4.10331857142857e-05,282.401033714286
"UKENMI_ST_TP000180","2021-05-24",3.791614865,387079,283821,30.3624243329691,60.2665322688549,0.134517971037134,0.79309663436715,0,1,0,0,-20.9133667907974,23.2783997578702,15027.7388008095,6.01114714285714e-05,282.145821885714
"UKENMI_ST_TP000182","2021-05-24",NA,449419,276351,31.1103858813034,84.8887838361704,0.159309719430344,0.663575270370385,0,1,0,0,-19.0113164893028,13.4096103389098,18648.503602818,3.0566757142857e-05,282.3129742
"UKENMI_ST_TP000184","2021-05-24",NA,361299,313701,19.3605184794849,83.3445874171841,0.146895087493799,0.642414433690171,0,1,0,0,-4.18661764921605,21.2945098232724,11635.8524224244,6.25916142857142e-05,282.351376057143
"UKENMI_ST_TP000186","2021-05-24",NA,487449,405991,23.8722382594721,87.7723944944622,0.0980298068943339,0.566019948960127,0,1,0,0,-14.4284089121674,27.766737178368,11493.0287917189,1.56738999999999e-05,282.096906757143
"UKENMI_ST_TP000199","2021-05-24",NA,408459,262631,10.8026193580152,93.1585139811139,0.112988147865587,0.641652821571633,0,1,0,0,-27.2797271557359,25.1799528101292,11896.9731696045,3.52601857142857e-05,282.363972257143
"UKENMI_ST_TP000207","2021-05-24",NA,387819,339051,33.5841338909346,99.8328814157208,0.162642918990627,0.745100282391586,0,1,0,0,-17.9430693979945,30.2598652888125,10121.5375279356,2.89076142857143e-05,282.244014014286
"UKENMI_ST_TP000208","2021-05-24",NA,378889,204891,40.4969162583277,94.0982289247483,0.0411119229942354,0.672208260447716,0,1,0,0,-19.2161869293315,11.1621939392842,21691.8375395103,6.6076142857143e-06,282.403741214286
"UKENMI_ST_TP000222","2021-05-24",NA,459849,311851,26.9978537545094,64.9808812649048,0.511242664130212,0.743663119711887,0,1,0,0,-21.1079838463447,24.8258456222063,12058.2268586283,1.93569e-05,282.305691671429
"UKENMI_ST_TP000225","2021-05-24",NA,427569,262891,32.1414994854887,67.6061856850993,0.187145890268358,0.740567287997028,0,1,0,0,-29.0848226131582,13.7782833000904,19810.652870446,2.76400428571427e-05,282.520946957143
"UKENMI_ST_TP000241","2021-05-24",4.270533488,384619,253411,16.2080530157709,92.1062972511474,0.105121294357547,0.772422144588185,0,1,0,0,-19.5452237695035,22.0705702230369,15496.4022851938,2.94043285714285e-05,282.499152957143
"UKENMI_ST_TP000256","2021-05-24",NA,389929,224861,32.4472098957616,66.64988603533,0.0885585169127542,0.836925382837203,0,1,0,0,-27.2861519369636,14.7655958910366,19985.5942055737,1.40024714285715e-05,282.305929128571
"UKENNE_NU_TP000012","2021-05-24",NA,456119,524091,28.0440049281107,125.327611739943,0.159081442767797,0.469853920231757,0,1,0,0,-13.5673448647679,42.6957098282159,6337.0552695272,6.13000000000001e-06,282.009998328571
"UKENNE_NU_TP000028","2021-05-24",NA,441059,556121,34.7255141779574,96.3989047255145,0.0713217552414158,0.602225168408285,0,1,0,0,-23.4917150033928,30.0583630496391,10429.6815027319,2.42104285714285e-05,281.895140885714
"UKENNE_NU_TP000030","2021-05-24",NA,444099,542631,30.9998679209944,97.0161763448246,0.0169365794080939,0.506388657736285,0,1,0,0,-15.9946556575824,42.2684158793807,5664.30845654751,2.31621428571429e-05,281.737591142857
"UKENNE_NU_TP000031","2021-05-24",NA,433599,566401,23.584192655245,77.9918375647012,0.121222770855232,0.489251310153148,0,1,0,0,-25.9436364423327,24.7235806616634,13802.4550022349,2.87605714285715e-05,281.851886471429
"UKENNE_NU_TP000039","2021-05-24",NA,462098,522827,39.6658032785097,108.402944183805,0.0194267504461452,0.4125382330356,0,1,0,0,-15.4482096331952,26.4983973953615,13922.5934096984,6.25747142857143e-06,281.973621914286
"UKENNE_NU_TP000046","2021-05-24",NA,451989,527651,28.2908382867522,83.8472855911511,0.0355682164805237,0.500926927468001,0,1,0,0,-13.1174517404873,34.3647683404423,9557.38011323338,8.06299999999997e-06,281.991543685714
"UKENNE_NU_TP000048","2021-05-24",NA,432099,550801,29.5464639879715,85.5926949999479,0.0240575590826017,0.424661590816942,0,1,0,0,-21.9889120507772,27.1224582341794,10389.3963988277,3.44252857142857e-05,281.745426857143
"UKENNE_NU_TP000051","2021-05-24",NA,428919,511531,31.9313217936127,104.438636508658,0.0604832884426812,0.462740355421528,0,1,0,0,-17.6709892017202,25.2753185690288,12223.5411465694,4.49551428571427e-05,281.969218285714
"UKENNE_NU_TP000055","2021-05-24",NA,432799,555701,13.1409001868179,109.995909901222,0.0283602768211665,0.578703979836108,0,1,0,0,-22.6681144532827,25.69684191964,11867.7681682592,3.12092857142857e-05,281.848337
"UKENNE_YW_TP000029","2021-05-24",NA,460089,447151,16.5985212417128,80.0687001503381,0.0834040731508261,0.624515425082782,0,1,0,0,-30.9811225973973,14.2400809143585,20973.6714638494,2.20094000000001e-05,282.056302557143
"UKENNE_YW_TP000054","2021-05-24",NA,444556,394415,41.9305573739944,103.766316661524,0.180678184770064,0.652855443940581,0,1,0,0,-15.4799762091754,39.7930124574521,7465.05395395794,4.10947571428572e-05,282.296199614286
"UKENNE_YW_TP000057","2021-05-24",NA,439589,391567,19.9205559563536,81.8706695497083,0.251070926808448,0.657363728571001,0,1,0,0,-26.240038890455,28.8330733669868,12831.18255198,2.93859e-05,282.316194085714
"UKENNE_YW_TP000063","2021-05-24",NA,435069,420411,19.6438780793302,93.4548554101624,0.168152946337159,0.582203909679773,0,1,0,0,-19.8111754956378,26.5010782020244,12388.1555046465,3.20201857142858e-05,282.350646828571
"UKENNE_YW_TP000082","2021-05-24",2.987183824,418979,438751,17.5922586881693,99.0415187229178,0.509862880993152,0.691790419426688,0,1,0,0,-22.0593531736591,39.2468549175874,7064.22351597724,1.75330428571428e-05,282.094800928571
"UKENNE_YW_TP000086","2021-05-24",NA,409249,422391,28.1431844688171,95.9840309644492,0.233704158953366,0.649524626565121,0,1,0,0,-15.789359719841,31.9396139583477,9743.17552437232,1.50816142857143e-05,282.006602871429
"UKENNE_YW_TP000094","2021-05-24",NA,418099,420701,35.3185104107844,71.8390020053084,0.295316122108389,0.507159653860369,0,1,0,0,-16.4144367891029,26.7462731876492,11999.8593448262,2.48058999999999e-05,282.157101785714
"UKENNE_YW_TP000095","2021-05-24",3.547733582,516284,429068,33.4779865763015,82.827108559296,0.0749348633834487,0.676162975443746,0,1,0,0,-15.4754638294621,33.6407870216328,9682.16691064777,1.15431428571428e-05,281.866838814286
"UKENNE_YW_TP000096","2021-05-24",NA,408519,441231,25.5965137554505,84.1256553491553,0.292178440555925,0.658096123275711,0,1,0,0,-21.849409310682,34.8960631012213,10089.4517152921,1.04674714285715e-05,281.989880457143
"UKENNE_YW_TP000098","2021-05-24",2.462898439,434649,430711,18.0333175618453,94.8040872733957,0.261876443515528,0.588059705596641,0,1,0,0,-29.4319175264211,31.5547899698013,10721.0392148323,2.27601857142858e-05,282.067222771429
"UKENNE_YW_TP000102","2021-05-24",NA,437799,407001,27.5415051264559,114.033755266428,0.043859437225348,0.7416651885693,0,1,0,0,-16.4543774841976,33.5590299419442,7989.03131769618,4.30857571428572e-05,282.307134357143
"UKENNE_YW_TP000107","2021-05-24",3.151602837,426089,419971,26.3908263902879,85.2689731816674,0.305480682366501,0.667097561704407,0,1,0,0,-17.6656623622169,30.0354402134499,10025.4878161202,2.44073285714284e-05,282.422997785714
"UKENNE_YW_TP000112","2021-05-24",NA,439229,374651,38.0877281572599,73.4677086973695,0.0492503116040503,0.687599642516974,0,1,0,0,-16.8341831140332,22.8392400617097,15163.2936356917,2.18916142857141e-05,282.230982457143
"UKENNE_YW_TP000119","2021-05-24",NA,460189,405981,27.6840100409432,109.592660895425,0.145964937833913,0.632486179895645,0,1,0,0,-20.5714268599637,26.3018806136411,10923.0698472139,3.30216142857142e-05,282.182440314286
"UKENNE_YW_TP000141","2021-05-24",NA,443369,385781,20.6018319816124,65.2575982554071,0.0603492217408385,0.611187225990631,0,1,0,0,-24.5385789671819,22.4617009130116,14225.3827100672,2.59773285714287e-05,282.254087571429
"UKENNW_UU_TP000012","2021-05-24",NA,321942,468543,18.202503026683,94.6395414844486,0.0332653526511128,0.681724888290378,0,1,0,0,-19.4449077493859,32.8177150741113,9603.4378830091,1.43214285714286e-05,282.639126171429
"UKENNW_UU_TP000017","2021-05-24",NA,332919,389491,37.3395977122673,73.4388853713723,0.0567001328247186,0.715868091778396,0,1,0,0,-22.7143011228036,35.3924347649467,9301.10250281402,5.01257142857145e-06,283.201619
"UKENNW_UU_TP000018","2021-05-24",NA,360469,429411,24.6265478781527,85.4091957046669,0.516173129336456,0.66936452876816,0,1,0,0,-17.8901623098642,40.0135188893295,7124.3202717304,2.2905e-05,282.0731183
"UKENNW_UU_TP000019","2021-05-24",NA,376549,404691,19.047380068735,76.5347976927525,0.31023203249445,0.794974869701692,0,1,0,0,-22.295891896802,34.309385788431,9510.2479683591,6.27571428571429e-06,282.254204271429
"UKENNW_UU_TP000023","2021-05-24",NA,334328,385183,36.0231656218308,71.3693427646138,0.0431146473660528,0.619149600487654,0,1,0,0,-22.7459527030216,25.7379173770723,14267.0961689382,5.90042857142862e-06,283.228487857143
"UKENNW_UU_TP000024","2021-05-24",NA,382849,435121,24.3938750014711,86.3435347568923,0.411373862887771,0.795578255950911,0,1,0,0,-10.0830667815313,42.3989497020364,6090.4321092599,8.54542857142846e-06,281.924898242857
"UKENNW_UU_TP000026","2021-05-24",NA,380039,407811,25.8784528539803,85.4516957369981,0.187366301942399,0.80201610434049,0,1,0,0,-19.7169578572204,29.2292648416876,12629.0507934021,4.95192857142849e-06,281.987644742857
"UKENNW_UU_TP000027","2021-05-24",NA,338811,556534,19.6188139369564,80.227015795391,0.0386132134006685,0.746194570348663,0,1,0,0,-27.4260969845163,25.8103479336732,12417.8812998506,3.51888571428572e-05,282.357489571429
"UKENNW_UU_TP000038","2021-05-24",3.517387493,366639,357111,17.9566854127723,81.0609930808016,0.0881229081320456,0.68483959824049,0,1,0,0,-25.8528122768047,22.1215280565141,14778.8293647532,1.71071857142858e-05,282.622511542857
"UKENNW_UU_TP000047","2021-05-24",NA,342338,374328,17.4377020915917,90.7486562536587,0.0400483703366506,0.721995708158232,0,1,0,0,-24.7114081691793,22.5335659320416,14046.4554328867,6.28928571428562e-06,283.251482885714
"UKENNW_UU_TP000050","2021-05-24",4.096038701,333099,446501,44.2124018597248,65.5528037875175,0.0450766452140058,0.843620160382598,0,1,0,0,-15.0190677557503,39.223621317512,8792.18461442266,2.63251428571428e-05,282.840630314286
"UKENNW_UU_TP000067","2021-05-24",NA,393789,394841,14.2387647358478,73.9417754377172,0.128396502039735,0.830965597031057,0,1,0,0,-28.804663091807,32.8020265785868,8997.43289516386,1.32030428571429e-05,282.479312457143
"UKENNW_UU_TP000068","2021-05-24",NA,375619,433371,49.1522656560255,91.0211409732373,0.16587642269902,0.749117025999033,0,1,0,0,-15.9673026914004,38.2712035240583,6616.91575933104,1.23014285714286e-05,281.776200242857
"UKENNW_UU_TP000076","2021-05-24",NA,345699,458711,16.3476216285375,68.1473005829061,0.100843250223787,0.813114116126856,0,1,0,0,-26.9968077266848,26.0607613201666,12183.5011874289,9.76542857142856e-06,282.295154214286
"UKENNW_UU_TP000078","2021-05-24",NA,365809,399001,19.8337455610694,101.004978247832,0.0759657327653771,0.828263962326836,0,1,0,0,-21.5923463363917,35.7055539265663,8557.11211910777,4.42857142857142e-06,282.592434014286
"UKENNW_UU_TP000084","2021-05-24",NA,389609,378201,32.4266751872116,95.448347645061,0.0594356810949304,0.740240743566816,0,1,0,0,-25.8594504949948,15.4268317728716,19171.288591542,1.61544714285714e-05,282.447918871429
"UKENNW_UU_TP000095","2021-05-24",NA,324149,390251,18.5735512508014,44.1342839077757,0.0384810444155565,0.725003006275492,0,1,0,0,-22.7142857142857,18.8050151188893,18530.4317157017,5.32828571428574e-06,283.275620428571
"UKENNW_UU_TP000102","2021-05-24",NA,345709,427931,31.6314373395823,65.5561243421175,0.223568053102978,0.772015586146884,0,1,0,0,-13.39743029598,26.0554548114378,13282.8958743784,3.64498571428572e-05,282.724456042857
"UKENNW_UU_TP000103","2021-05-24",NA,388287,412525,23.0376697055842,99.0495389780247,0.381939411040209,0.857273362586602,0,1,0,0,-12.5319653873934,35.4648678175163,8544.58815047912,9.75161428571425e-06,281.909429457143
"UKENNW_UU_TP000110","2021-05-24",3.761105446,333486,392845,18.3555482417189,95.1784506847116,0.154762791673694,0.723849142306121,0,1,0,0,-27.4331622340819,41.4466506071293,6428.60498655466,4.38099999999993e-06,283.1670258
"UKENNW_UU_TP000115","2021-05-24",NA,353579,395921,17.5615132523726,76.0152916138812,0.0344058873886416,0.703612932877413,0,1,0,0,-24.5598297245582,36.6581354956561,8611.79818961256,3.49042857142861e-06,282.839918414286
"UKENNW_UU_TP000116","2021-05-24",4.539465403,386519,389821,19.1360961821659,80.7049995096195,0.12413201994505,0.759224889447561,0,1,0,0,-28.3072169482312,26.2003023480563,12771.4678424523,1.15344714285715e-05,282.755227642857
"UKENNW_UU_TP000124","2021-05-24",NA,358039,386891,22.2250495398621,76.3244615633319,0.062493030362771,0.45200034908069,0,1,0,0,-25.1132195166303,22.4077082258905,13221.5225233195,5.13542857142864e-06,282.834754942857
"UKENNW_UU_TP000133","2021-05-24",NA,348172,411615,17.8910332900062,79.1264130334743,0.0483771770265235,0.719892626497091,0,1,0,0,-21.5706660232032,26.4928330883656,13724.1543088401,7.05428571428574e-06,282.244699028571
"UKENSO_SW_TP000001","2021-05-24",NA,438718,112480,18.1662766361312,64.6957057843288,0.227606805030909,0.66099293386986,0,1,0,0,-32.057014303407,26.7555497283322,11488.2117405441,1.51204714285712e-05,283.268373442857
"UKENSO_SW_TP000004","2021-05-24",NA,470951,105443,25.6703316220543,69.2084607490695,0.109334991351572,0.720707144177286,0,1,0,0,-24.9570671931498,24.7236392477951,13837.1337149611,1.01450428571429e-05,283.040674828571
"UKENSO_SW_TP000008","2021-05-24",NA,456846,103242,42.8155090035789,56.105643937546,0.0466146079994928,0.706103672532105,0,1,0,0,-18.2202358029908,12.5275605575693,21534.0217264455,1.95690428571429e-05,283.2348025
"UKENSO_SW_TP000011","2021-05-24",NA,438275,111125,31.8124667046043,62.3298553316838,0.0334919894210606,0.701473424852905,0,1,0,0,-17.5821855138201,13.4412380597698,21667.3371741793,1.84314714285714e-05,283.267723442857
"UKENSO_SW_TP000013","2021-05-24",NA,446839,117931,19.4650764947405,52.9723487773146,0.0972811322930285,0.712492093368964,0,1,0,0,-19.346801758642,8.47167303427123,24060.5999250396,9.80118571428562e-06,283.192863285714
"UKENSO_SW_TP000016","2021-05-24",4.555878257,460200,85191,56.2393495846381,64.4180058306262,0.0340526934538575,0.681747261284531,0,1,0,0,-9.42857142857143,25.1537165690504,12220.1084575645,3.86963285714286e-05,283.395372828571
"UKENSO_SW_TP000022","2021-05-24",NA,633188,162889,36.2643919049716,82.0678855314681,0.0498213998387079,0.678763326070626,0,1,0,0,-15.3112829415963,27.5542019785626,11457.3865755794,4.48818571428566e-06,282.6263053
"UKENSO_SW_TP000025","2021-05-24",NA,582959,168491,28.6227742553119,85.7036946366906,0.169174300645131,0.748946586187943,0,1,0,0,-24.1347302029826,24.0062443358138,12833.0225785096,1.60267571428571e-05,282.563034314286
"UKENSO_SW_TP000026","2021-05-24",NA,601950,143308,16.3261896860741,71.6084954012404,0.174048418145628,0.606874146096261,0,1,0,0,-24.4057887902742,20.2255145584729,15163.8641737435,3.93104285714269e-06,282.687388685714
"UKENSO_SW_TP000028","2021-05-24",NA,628575,139968,65.7360931145192,91.1978641335717,0.0936251454721971,0.802384959354967,0,1,0,0,-13.9703795691433,29.1904810976194,11049.2005113301,3.79247142857136e-06,282.593892528571
"UKENSO_SW_TP000030","2021-05-24",NA,571975,159382,24.6362829702587,74.1156787126504,0.131573272068793,0.733799323794027,0,1,0,0,-8.41017873070463,15.3293801144564,17670.601546253,1.43538999999999e-05,282.653545557143
"UKENSO_SW_TP000033","2021-05-24",NA,616939,159720,28.5097437247265,75.7676431922409,0.192190396859542,0.678834476415413,0,1,0,0,-22.5582128086314,17.7572196206998,16584.3949641237,5.66104285714276e-06,282.626362871429
"UKENSO_SW_TP000083","2021-05-24",3.520087358,517007,103642,63.7905758428035,56.3107522837471,0.0811709183385965,0.868833814953833,0,1,0,0,-24.8155392347172,16.4086618366063,16955.1469729084,8.2881857142857e-06,282.997826471429
"UKENSO_SW_TP000090","2021-05-24",NA,499695,103145,66.6062268884461,40.5978518693415,0.0432048616526403,0.87636807850621,0,1,0,0,-13.0617822783681,18.6141507585858,14563.8688617218,8.90532857142858e-06,282.987862414286
"UKENSO_SW_TP000091","2021-05-24",5.076883779,576559,109381,81.1571744299485,76.6279209630397,0.0799927769641853,0.89013509557226,0,1,0,0,-17.3802538979974,31.0254919307415,10639.2483549566,1.30389999999996e-06,282.920002528571
"UKENSW_SWS_TP000002","2021-05-24",NA,253327,134309,11.3916990111924,83.1730573383951,0.0432309924222534,0.165435641803847,0,1,0,0,-16.1425948266192,14.0977672001181,15553.1669818675,4.29175714285707e-06,283.082079485714
"UKENSW_SWS_TP000016","2021-05-24",NA,242167,127655,65.625634207953,45.2833172298809,0.0234787154597485,0.161483264597142,0,1,0,0,-13.7142857142857,17.3444099116208,13251.5333648961,4.49604285714281e-06,283.411069957143
"UKENSW_SWS_TP000024","2021-05-24",NA,302457,80397,98.7208508681772,79.6722347333915,0.0212236951665005,0.275705475309499,0,1,0,0,-15.7142857142857,16.7196873640781,18656.9894172608,1.98318571428546e-06,282.879884228571
"UKENSW_SWS_TP000025","2021-05-24",NA,182302,32206,25.1999279828973,64.9366016039254,0.0569415654367198,0.16035245949887,0,1,0,0,-21.2857142857143,17.8160571854597,17524.250403511,1.56204285714283e-06,283.6569701
"UKENSW_SWS_TP000051","2021-05-24",NA,288249,72051,21.9171908604168,76.0867306699719,0.0251447485758362,0.296720650882406,0,1,0,0,-17.6732037118437,21.2689085291855,14588.9353725208,1.29690000000004e-06,282.7555473
"UKENSW_SWS_TP000055","2021-05-24",NA,206629,52671,23.7603228472156,89.8378608596066,0.0227071919639748,0.133924393343984,0,1,0,0,-21.2857142857143,18.5262828102906,12360.647632514,7.50899999999916e-07,283.237271542857
"UKENSW_SWS_TP000058","2021-05-24",4.491545363,249776,54024,47.9589610686263,64.5837251926138,0.0820889903629734,0.383226955064945,0,1,0,0,-14.1430551377888,25.9636197657389,10033.3417138717,7.94185714285608e-07,282.782597328571
"UKENSW_SWS_TP000059","2021-05-24",NA,252334,56403,48.234865089119,98.3287874658332,0.0305807014815243,0.329239603604743,0,1,0,0,-14.1494158968901,17.1654901981942,17314.2890100891,7.45757142857173e-07,282.910654542857
