"","Mean_MSE","Mean_MAE","Mean_MAPE","Mean_BIAS","Mean_pBIAS","Mean_CORR","COV","PMCC"
"1",0.42835,0.51002,10.90577,0.00113,1.93373,0.44114,82.4313601015712,2672.9685
