"Mean_MSE","SE","CI_Lower","CI_Upper","Mean_rmse","SE_rmse","CI_Lower_rmse","CI_Upper_rmse","Mean_MAE","Mean_MAPE","Mean_BIAS","Mean_pBIAS","Mean_CORR"
0.456179792605832,0.0432289669004746,0.358389075491557,0.553970509720107,0.669316343826461,0.030176194614318,0.601053049033689,0.737579638619233,0.526419340478755,11.1692341525788,-0.0111692019289306,-0.155413646290369,0.339649024119775
