"Mean_MSE","SE","CI_Lower","CI_Upper","Mean_rmse","SE_rmse","CI_Lower_rmse","CI_Upper_rmse","Mean_MAE","Mean_MAPE","Mean_BIAS","Mean_pBIAS","Mean_CORR","COV"
0.447243832779639,0.0402268483149572,0.356244379727161,0.538243285832116,0.663252862860443,0.0285569074871464,0.598652650041029,0.727853075679857,0.523108911214266,11.1053330910987,-0.0167849493899672,-0.255419966913408,0.351816915886223,6.8997668997669
