"","Mean_MSE","SE","CI_Lower","CI_Upper","Mean_rmse","SE_rmse","CI_Lower_rmse","CI_Upper_rmse","Mean_MAE","Mean_MAPE","Mean_BIAS","Mean_pBIAS","Mean_CORR","COV"
"1",0.415145030862119,0.0343404908299744,0.337461443557086,0.492828618167151,0.639898250561418,0.0251114400457807,0.583092226593677,0.696704274529158,0.502566496703209,10.5807230822571,-0.0189093274764775,-0.338722697238589,0.406696059680222,24.7552447552448
