"","Fold","MSE","RMSE","MAE","MAPE","BIAS","pBIAS","CORR"
"1",1,0.324263440494712,0.569441340696925,0.426658560337273,9.11322424520349,0.158281171387224,3.10138232660252,0.597522200925623
"2",2,0.590304560358744,0.768312801116019,0.602499572675369,13.4233231357593,0.245066796418695,4.97339804054331,0.261703199332751
"3",3,0.636204640980882,0.797624373361849,0.652885234849871,13.1169842955572,0.0719773251860169,1.36803138787875,0.234893156144817
"4",4,0.41442648357925,0.643759647367906,0.530089750917753,10.3305734351625,-0.259894877574908,-4.95168396550893,0.521454309704895
"5",5,0.487136873343388,0.697951913346033,0.567982516125716,11.6869035652607,0.283520185314475,5.50047787154228,0.223105671775383
"6",6,1.53402274453173,1.23855671833458,0.921876142625182,18.1643712827342,-0.585198262431094,-11.9058273617399,-0.0543148780005598
"7",7,0.463243814274347,0.680620168871264,0.545580838920617,10.9738913579129,-0.0795469196782478,-1.52802860157725,0.422592152169511
"8",8,0.504247566819737,0.710103912691471,0.566529148313204,12.1756267592383,0.106349414066527,2.15542750729982,0.467195264390348
"9",9,0.844712515990352,0.919082431553532,0.716275092208613,16.1866064279772,-0.0699629010644057,-1.48871130201361,0.182564949739804
"10",10,0.516219346982739,0.718484061745798,0.578271154950831,11.5751233094878,-0.121430180012785,-2.38498774894929,0.174771393280053
