"","Fold","MSE","RMSE","MAE","MAPE","BIAS","pBIAS","CORR"
"1",1,0.300319137854642,0.548013811737115,0.429948085760367,8.82876293818621,-0.0192741717830202,-0.377660685752195,0.572846647943987
"2",2,0.432420858437681,0.657587148929844,0.515196334162439,11.4888307225539,0.138543894029453,2.81161683738711,0.398363355462856
"3",3,0.380230845953047,0.616628612661663,0.481762677623635,9.67610792566788,-0.0758506308465448,-1.44164906823512,0.412146706226112
"4",4,0.377394887137767,0.614324740782729,0.505539050241691,10.0944206468504,-0.143172943675511,-2.72782278784393,0.502190431728592
"5",5,0.306062743426927,0.553229376865443,0.429441603337415,8.8630892140927,0.104113236424912,2.01986519039088,0.447197574117623
"6",6,0.599741984759414,0.774430103211009,0.621120770540611,13.2328730070685,-0.0598464531279455,-1.21757288921834,0.15339017666899
"7",7,0.338880923582513,0.58213479846382,0.447353321887236,9.00489026311431,-0.103334898667069,-1.98497542510807,0.533995267661463
"8",8,0.415261963916305,0.644408227691348,0.519644752350255,11.2033301278927,-0.0633391789709519,-1.2837213053038,0.402515735912113
"9",9,0.551468999416165,0.742609587479293,0.573736704108099,13.6224104393513,0.170500432218188,3.62800736647207,0.396050997776944
"10",10,0.332743856471074,0.57683954135537,0.457927461781369,9.1861255887798,-0.13406641058528,-2.63317362090571,0.450527178049463
