"","Fold","MSE","RMSE","MAE","MAPE","BIAS","pBIAS","CORR"
"1",1,0.306855580896026,0.553945467438832,0.43795774676481,8.89589148139635,-0.0545927921420904,-1.06969843112388,0.569955636365795
"2",2,0.455696201405717,0.675052739721659,0.531695631304186,11.8177472751909,0.151395515638543,3.07242830047594,0.359102163180882
"3",3,0.393614895826743,0.627387357082324,0.491413198336106,9.83005851983072,-0.0734259883785213,-1.39556529126692,0.387492056421218
"4",4,0.397251774311584,0.63027912412802,0.520932899239142,10.3679089658435,-0.1590823745715,-3.03093947334048,0.444118103165417
"5",5,0.335626316455222,0.579332647496429,0.454818036038529,9.39000504361446,0.128716367487157,2.49718209757486,0.370311727434297
"6",6,0.634689793355184,0.796674207788343,0.6417212216222,13.5594565520658,-0.0886556894705662,-1.8036952623332,0.138812578474194
"7",7,0.365029314734543,0.604176559239551,0.45851673066189,9.2366766413668,-0.0946203748160295,-1.81757684138697,0.497476432292491
"8",8,0.442376828454141,0.665114146935803,0.543266505591689,11.5628219045388,-0.118379717346616,-2.39925063353579,0.391620821840919
"9",9,0.547759472220117,0.740107743656366,0.572237733619133,13.4022445944418,0.120974515165144,2.57416609720308,0.394675125504796
"10",10,0.351546169585821,0.592913290107265,0.468616411330467,9.39455037579012,-0.149327502461266,-2.93291390916012,0.443016863395519
