"","Fold","MSE","RMSE","MAE","MAPE","BIAS","pBIAS","CORR"
"1",1,0.320516296549128,0.566141587016117,0.447139188098842,9.19965811292863,-0.0375837333696453,-0.736420671004508,0.557617684166977
"2",2,0.4354852614682,0.659913071145132,0.514635257103439,11.4314623257939,0.118721019663152,2.4093304160032,0.36424555834468
"3",3,0.446993614924182,0.668575810902684,0.527778666701253,10.7148859294449,-0.0665482893529811,-1.26484484397319,0.265179957449431
"4",4,0.382616251541366,0.618559820503535,0.488329195138504,9.93571196306073,-0.0653274057129225,-1.24465965006848,0.465455592031789
"5",5,0.312680385033093,0.559178312377271,0.438504099855122,8.931990517495,0.0185468969576109,0.359821986529666,0.357192062048619
"6",6,0.80162278880112,0.895333897940383,0.710803190235054,15.2284595765514,-0.0473282276637385,-0.962890261431603,-0.0630360167803473
"7",7,0.435551907433979,0.659963565232187,0.524706790183422,10.4197187598398,-0.188364251093968,-3.61831689209919,0.389267310248431
"8",8,0.455773458748004,0.675109960486441,0.532740267125673,11.619722024176,-0.0238409450436378,-0.483194281775119,0.307903637967992
"9",9,0.600723717884648,0.775063686341095,0.595143788514334,14.4695153789727,0.279375364471282,5.94471150088095,0.395149641200782
"10",10,0.310478958264709,0.557206387494534,0.440606382532882,8.99644782677583,-0.066366773016074,-1.3034975371359,0.48272387579621
