"","Fold","MSE","RMSE","MAE","MAPE","BIAS","pBIAS","CORR"
"1",1,0.307958245607068,0.554939857648617,0.439195102415802,8.92903581166777,-0.0494994244389384,-0.969898306832417,0.568111141635673
"2",2,0.448571218795871,0.669754595949794,0.527110432752954,11.713798095175,0.147695263870292,2.9973352027464,0.376789172691377
"3",3,0.390266507754176,0.624713140372584,0.489685557124251,9.80987512503966,-0.0663986468336056,-1.26200067516117,0.387022907828581
"4",4,0.391246617657085,0.62549709644177,0.516927949627247,10.2938136507628,-0.156553090884761,-2.98274993766085,0.460645761006124
"5",5,0.341539304578923,0.584413641677641,0.458718171983041,9.48178005083088,0.137230672536967,2.66236520955009,0.360350321868524
"6",6,0.63515578846404,0.796966616906907,0.642179013506609,13.5678856057252,-0.0896034823042832,-1.82297805686176,0.136788431395571
"7",7,0.362152010171573,0.601790669727916,0.458800305036184,9.2291955169182,-0.100470283257119,-1.92994860198749,0.501773369360216
"8",8,0.434197940391211,0.658936977556436,0.536959428021974,11.4414568092062,-0.110482147766332,-2.2391873284055,0.399996482463123
"9",9,0.552225419325541,0.743118711462402,0.574069636842801,13.4840906293263,0.133053478106173,2.83118929626052,0.385052156336654
"10",10,0.352003991777971,0.593299243028315,0.469098025793205,9.3975787334734,-0.151722521590855,-2.97995403775061,0.443500820918539
