"","Fold","MSE","RMSE","MAE","MAPE","BIAS","pBIAS","CORR"
"1",1,0.325844892943933,0.570828251704427,0.454661387611993,9.15900955847961,-0.106611262805584,-2.08895526476184,0.532764138678129
"2",2,0.433089184245312,0.658095117931528,0.517180816731565,11.4550400626177,0.0943258813342638,1.91425423703201,0.356460482369167
"3",3,0.370636188914182,0.608798972497639,0.477110014499368,9.5083957948878,-0.0945466103565522,-1.79699273696312,0.423420295604939
"4",4,0.370055440657164,0.608321823262296,0.49873897227882,9.83665162936876,-0.196950387424042,-3.75242515169355,0.600775234022025
"5",5,0.349294297741647,0.591011250097363,0.461840159102281,9.53657047181125,0.13239227300389,2.56849707971711,0.285561589900637
"6",6,0.66629684492583,0.816270080871417,0.644225962736383,13.5147219690662,-0.133354421800224,-2.71308858177798,0.0890724702961469
"7",7,0.344945047806999,0.58732022594748,0.451280839575746,9.05024906916187,-0.127973139476791,-2.4582550543141,0.533589852285313
"8",8,0.42924159697808,0.655165320341424,0.524702996827704,11.3477598603024,-0.0533749365109068,-1.08177188718711,0.38145924980685
"9",9,0.487958059485706,0.698539948382128,0.536517518079338,12.6708350419815,0.122590551811675,2.60855306491822,0.493348667618591
"10",10,0.335247735357375,0.579005816341576,0.468016079115218,9.4279813700989,-0.14713520681684,-2.88985543511783,0.465199417686492
