"site_code","one_week_date","pop_weighted_mobility"
"UKENMI_ST_TP000180",2022-02-14,-18.020161208534
"UKENMI_ST_TP000180",2022-02-21,-25.3462262297058
"UKENMI_ST_TP000180",2022-02-28,-16.0822603179853
"UKENMI_ST_TP000180",2022-03-07,-16.0495345382276
"UKENMI_ST_TP000180",2022-03-14,-16.8495602025831
"UKENMI_ST_TP000180",2022-03-21,-17.1287583158458
"UKENMI_ST_TP000180",2022-03-28,-17.472295735011
"UKENMI_ST_TP000180",2022-04-04,-17.07754776257
"UKENMI_ST_TP000180",2022-04-11,-34.2173263159956
"UKENMI_ST_TP000180",2022-04-18,-32.6665404597758
"UKENMI_ST_TP000180",2022-04-25,-17.0845897338533
"UKENMI_ST_TP000182",2021-04-26,-13.4441239311146
"UKENMI_ST_TP000182",2021-05-03,-29.2941113242231
"UKENMI_ST_TP000182",2021-05-10,-20.7281603405092
"UKENMI_ST_TP000182",2021-05-17,-18.8712719390788
"UKENMI_ST_TP000182",2021-05-24,-20.5891336131348
"UKENMI_ST_TP000182",2021-05-31,-34.5933389222876
"UKENMI_ST_TP000182",2021-06-07,-19.4356826087214
"UKENMI_ST_TP000182",2021-06-14,-20.1488164824029
"UKENMI_ST_TP000182",2021-06-21,-22.529012385813
"UKENMI_ST_TP000182",2021-06-28,-21.2870798426402
"UKENMI_ST_TP000182",2021-07-05,-21.5670485051305
"UKENMI_ST_TP000182",2021-07-12,-24.0115166258277
"UKENMI_ST_TP000182",2021-07-19,-28.8424098052041
"UKENMI_ST_TP000182",2021-07-26,-31.2560616251087
"UKENMI_ST_TP000182",2021-08-02,-31.9722625471357
"UKENMI_ST_TP000182",2021-08-09,-30.8379636201357
"UKENMI_ST_TP000182",2021-08-16,-31.4059502495486
"UKENMI_ST_TP000182",2021-08-23,-30.9931161159687
"UKENMI_ST_TP000182",2021-08-30,-31.8185842466037
"UKENMI_ST_TP000182",2021-09-06,-22.2659056993246
"UKENMI_ST_TP000182",2021-09-13,-23.8518925655467
"UKENMI_ST_TP000182",2021-09-20,-21.996396880636
"UKENMI_ST_TP000182",2021-09-27,-23.1344057851609
"UKENMI_ST_TP000182",2021-10-04,-20.7164282181457
"UKENMI_ST_TP000182",2021-10-11,-19.8664237007466
"UKENMI_ST_TP000182",2021-10-18,-20.9072180935097
"UKENMI_ST_TP000182",2021-10-25,-28.9928616602563
"UKENMI_ST_TP000182",2021-11-01,-18.4693794011315
"UKENMI_ST_TP000182",2021-11-08,-18.0247229434922
"UKENMI_ST_TP000182",2021-11-15,-17.8768835445482
"UKENMI_ST_TP000182",2021-11-22,-19.0070976003531
"UKENMI_ST_TP000182",2021-11-29,-17.1786828593303
"UKENMI_ST_TP000182",2021-12-06,-15.3217944578998
"UKENMI_ST_TP000182",2021-12-13,-16.7678572118557
"UKENMI_ST_TP000182",2021-12-20,-47.4540713189976
"UKENMI_ST_TP000182",2021-12-27,-58.0722282433555
"UKENMI_ST_TP000182",2022-01-03,-30.4446292980456
"UKENMI_ST_TP000182",2022-01-10,-20.2939773064684
"UKENMI_ST_TP000182",2022-01-17,-19.1638972684181
"UKENMI_ST_TP000182",2022-01-24,-18.4483256957736
"UKENMI_ST_TP000182",2022-01-31,-17.8763882129203
"UKENMI_ST_TP000182",2022-02-07,-18.5877408966151
"UKENMI_ST_TP000182",2022-02-14,-20.3916121618861
"UKENMI_ST_TP000182",2022-02-21,-25.8909807562952
"UKENMI_ST_TP000182",2022-02-28,-17.589013175177
"UKENMI_ST_TP000182",2022-03-07,-17.5661647000356
"UKENMI_ST_TP000182",2022-03-14,-18.0090263878913
"UKENMI_ST_TP000182",2022-03-21,-20.2496866525021
"UKENMI_ST_TP000182",2022-03-28,-18.2906693822074
"UKENMI_ST_TP000182",2022-04-04,-18.1005814658054
"UKENMI_ST_TP000182",2022-04-11,-35.1355576257651
"UKENMI_ST_TP000182",2022-04-18,-32.3415965534803
"UKENMI_ST_TP000182",2022-04-25,-18.9744992194668
"UKENMI_ST_TP000184",2021-04-26,0.955940169636191
"UKENMI_ST_TP000184",2021-05-03,-19.0281745647068
"UKENMI_ST_TP000184",2021-05-10,-7.4663373169669
"UKENMI_ST_TP000184",2021-05-17,-4.042561612977
"UKENMI_ST_TP000184",2021-05-24,-5.47053360062583
"UKENMI_ST_TP000184",2021-05-31,-24.8895136619036
"UKENMI_ST_TP000184",2021-06-07,-4.04136265858566
"UKENMI_ST_TP000184",2021-06-14,-4.46993408855088
"UKENMI_ST_TP000184",2021-06-21,-4.75684728505153
"UKENMI_ST_TP000184",2021-06-28,-5.47413031014607
"UKENMI_ST_TP000184",2021-07-05,-5.47233194872749
"UKENMI_ST_TP000184",2021-07-12,-7.04855611430907
"UKENMI_ST_TP000184",2021-07-19,-12.1872170553297
"UKENMI_ST_TP000184",2021-07-26,-17.8913119948143
"UKENMI_ST_TP000184",2021-08-02,-19.8865163506145
"UKENMI_ST_TP000184",2021-08-09,-16.3252785274002
"UKENMI_ST_TP000184",2021-08-16,-15.3264774749633
"UKENMI_ST_TP000184",2021-08-23,-16.1812224535177
"UKENMI_ST_TP000184",2021-08-30,-19.0341690137316
"UKENMI_ST_TP000184",2021-09-06,-5.47472962626223
"UKENMI_ST_TP000184",2021-09-13,-6.33307148284211
"UKENMI_ST_TP000184",2021-09-20,-4.7616429141542
"UKENMI_ST_TP000184",2021-09-27,-6.61698738737909
"UKENMI_ST_TP000184",2021-10-04,-5.89970439766754
"UKENMI_ST_TP000184",2021-10-11,-5.61578842332506
"UKENMI_ST_TP000184",2021-10-18,-5.61818628446215
"UKENMI_ST_TP000184",2021-10-25,-15.3288753691291
"UKENMI_ST_TP000184",2021-11-01,-4.61638793722712
"UKENMI_ST_TP000184",2021-11-08,-3.33427040372449
"UKENMI_ST_TP000184",2021-11-15,-3.33606874538435
"UKENMI_ST_TP000184",2021-11-22,-5.0479566655978
"UKENMI_ST_TP000184",2021-11-29,-4.90210217933643
"UKENMI_ST_TP000184",2021-12-06,-2.90509946442498
"UKENMI_ST_TP000184",2021-12-13,-2.6193852567851
"UKENMI_ST_TP000184",2021-12-20,-38.1668354106819
"UKENMI_ST_TP000184",2021-12-27,-54.2995018692157
"UKENMI_ST_TP000184",2022-01-03,-15.8991049842454
"UKENMI_ST_TP000184",2022-01-10,-4.75864561709561
"UKENMI_ST_TP000184",2022-01-17,-4.61458950922395
"UKENMI_ST_TP000184",2022-01-24,-3.04376047655109
"UKENMI_ST_TP000184",2022-01-31,-2.61698737079436
"UKENMI_ST_TP000184",2022-02-07,-2.4741301641402
"UKENMI_ST_TP000184",2022-02-14,-3.19261205276192
"UKENMI_ST_TP000184",2022-02-21,-10.9021022068838
"UKENMI_ST_TP000184",2022-02-28,-1.47532909103107
"UKENMI_ST_TP000184",2022-03-07,-1.19201264073359
"UKENMI_ST_TP000184",2022-03-14,-1.90689785291071
"UKENMI_ST_TP000184",2022-03-21,-2.47652804912355
"UKENMI_ST_TP000184",2022-03-28,-2.61638793766044
"UKENMI_ST_TP000184",2022-04-04,-1.47592858248067
"UKENMI_ST_TP000184",2022-04-11,-22.6037993192205
"UKENMI_ST_TP000184",2022-04-18,-20.0353680103811
"UKENMI_ST_TP000184",2022-04-25,-2.37879211696193
"UKENMI_ST_TP000186",2021-04-26,-11.4995548463715
"UKENMI_ST_TP000186",2021-05-03,-24.5713720439837
"UKENMI_ST_TP000186",2021-05-10,-16.1426875605225
"UKENMI_ST_TP000186",2021-05-17,-14.4284230440286
"UKENMI_ST_TP000186",2021-05-24,-15.7141514616041
"UKENMI_ST_TP000186",2021-05-31,-30.9998374835959
"UKENMI_ST_TP000186",2021-06-07,-12.8569662088776
"UKENMI_ST_TP000186",2021-06-14,-13.5712095275796
"UKENMI_ST_TP000186",2021-06-21,-13.5712519231633
"UKENMI_ST_TP000186",2021-06-28,-14.9998304176653
"UKENMI_ST_TP000186",2021-07-05,-15.1426734286612
"UKENMI_ST_TP000186",2021-07-12,-17.4283735825143
"UKENMI_ST_TP000186",2021-07-19,-18.1427370220367
"UKENMI_ST_TP000186",2021-07-26,-24.9998374835959
"UKENMI_ST_TP000186",2021-08-02,-25.5712448572327
"UKENMI_ST_TP000186",2021-08-09,-26.5711318023429
"UKENMI_ST_TP000186",2021-08-16,-24.1426522308694
"UKENMI_ST_TP000186",2021-08-23,-24.714116131951
"UKENMI_ST_TP000186",2021-08-30,-25.2856082967551
"UKENMI_ST_TP000186",2021-09-06,-15.1426663627306
"UKENMI_ST_TP000186",2021-09-13,-16.4283453187918
"UKENMI_ST_TP000186",2021-09-20,-15.8568531539878
"UKENMI_ST_TP000186",2021-09-27,-16.8568814177102
"UKENMI_ST_TP000186",2021-10-04,-16.1426380990082
"UKENMI_ST_TP000186",2021-10-11,-14.7141373297429
"UKENMI_ST_TP000186",2021-10-18,-15.8570156703918
"UKENMI_ST_TP000186",2021-10-25,-23.8571357912122
"UKENMI_ST_TP000186",2021-11-01,-13.5713791099143
"UKENMI_ST_TP000186",2021-11-08,-13.4284866374041
"UKENMI_ST_TP000186",2021-11-15,-14.428415978098
"UKENMI_ST_TP000186",2021-11-22,-15.8569874066694
"UKENMI_ST_TP000186",2021-11-29,-15.7141302638123
"UKENMI_ST_TP000186",2021-12-06,-13.5712095275796
"UKENMI_ST_TP000186",2021-12-13,-13.4283735825143
"UKENMI_ST_TP000186",2021-12-20,-41.142786483551
"UKENMI_ST_TP000186",2021-12-27,-56.7142221209102
"UKENMI_ST_TP000186",2022-01-03,-26.1425745056327
"UKENMI_ST_TP000186",2022-01-10,-15.4283029232082
"UKENMI_ST_TP000186",2022-01-17,-14.8569096814327
"UKENMI_ST_TP000186",2022-01-24,-14.285445780351
"UKENMI_ST_TP000186",2022-01-31,-12.4283382528612
"UKENMI_ST_TP000186",2022-02-07,-12.7140101429919
"UKENMI_ST_TP000186",2022-02-14,-21.8570086044612
"UKENMI_ST_TP000186",2022-02-21,-11.5711035386204
"UKENMI_ST_TP000186",2022-02-28,-9.99973856056736
"UKENMI_ST_TP000186",2022-03-07,-9.71406667043675
"UKENMI_ST_TP000186",2022-03-14,-10.9997244287061
"UKENMI_ST_TP000186",2022-03-21,-12.1426239671469
"UKENMI_ST_TP000186",2022-03-28,-11.5712589890939
"UKENMI_ST_TP000186",2022-04-04,-17.2856860219918
"UKENMI_ST_TP000186",2022-04-11,-27.4284725055429
"UKENMI_ST_TP000186",2022-04-18,-18.5713296484
"UKENMI_ST_TP000186",2022-04-25,-7.8331354872762
"UKENMI_ST_TP000199",2021-04-26,-17.8368571742648
"UKENMI_ST_TP000199",2021-05-03,-34.0424653097482
"UKENMI_ST_TP000199",2021-05-10,-27.0723569860858
"UKENMI_ST_TP000199",2021-05-17,-26.8435676474648
"UKENMI_ST_TP000199",2021-05-24,-28.300842522984
"UKENMI_ST_TP000199",2021-05-31,-41.2736821705717
"UKENMI_ST_TP000199",2021-06-07,-25.8918254656524
"UKENMI_ST_TP000199",2021-06-14,-26.7189229869368
"UKENMI_ST_TP000199",2021-06-21,-27.7672277873952
"UKENMI_ST_TP000199",2021-06-28,-28.0056450817593
"UKENMI_ST_TP000199",2021-07-05,-27.0069528840046
"UKENMI_ST_TP000199",2021-07-12,-29.3651221269719
"UKENMI_ST_TP000199",2021-07-19,-32.6810265487774
"UKENMI_ST_TP000199",2021-07-26,-36.0891272586084
"UKENMI_ST_TP000199",2021-08-02,-37.9234125455596
"UKENMI_ST_TP000199",2021-08-09,-36.2397835156283
"UKENMI_ST_TP000199",2021-08-16,-35.2215354132502
"UKENMI_ST_TP000199",2021-08-23,-35.4467537073472
"UKENMI_ST_TP000199",2021-08-30,-37.7109740666738
"UKENMI_ST_TP000199",2021-09-06,-28.0941367043532
"UKENMI_ST_TP000199",2021-09-13,-29.6427077055901
"UKENMI_ST_TP000199",2021-09-20,-28.2754952775114
"UKENMI_ST_TP000199",2021-09-27,-28.4320293311207
"UKENMI_ST_TP000199",2021-10-04,-28.0208786161008
"UKENMI_ST_TP000199",2021-10-11,-26.9005143494514
"UKENMI_ST_TP000199",2021-10-18,-28.666706522901
"UKENMI_ST_TP000199",2021-10-25,-36.0910489122834
"UKENMI_ST_TP000199",2021-11-01,-27.084642186621
"UKENMI_ST_TP000199",2021-11-08,-26.6162056839445
"UKENMI_ST_TP000199",2021-11-15,-26.5440443634743
"UKENMI_ST_TP000199",2021-11-22,-27.4329610771602
"UKENMI_ST_TP000199",2021-11-29,-27.8072391951165
"UKENMI_ST_TP000199",2021-12-06,-26.4518368961236
"UKENMI_ST_TP000199",2021-12-13,-26.8612769919316
"UKENMI_ST_TP000199",2021-12-20,-52.3902543016641
"UKENMI_ST_TP000199",2021-12-27,-66.3357998227269
"UKENMI_ST_TP000199",2022-01-03,-37.17730599246
"UKENMI_ST_TP000199",2022-01-10,-27.0865713490973
"UKENMI_ST_TP000199",2022-01-17,-26.483956194691
"UKENMI_ST_TP000199",2022-01-24,-25.9733592280657
"UKENMI_ST_TP000199",2022-01-31,-25.4727930341502
"UKENMI_ST_TP000199",2022-02-07,-25.298319730588
"UKENMI_ST_TP000199",2022-02-14,-25.6171358966006
"UKENMI_ST_TP000199",2022-02-21,-32.3551891722242
"UKENMI_ST_TP000199",2022-02-28,-24.6268795717785
"UKENMI_ST_TP000199",2022-03-07,-24.9811608451622
"UKENMI_ST_TP000199",2022-03-14,-25.4439640389293
"UKENMI_ST_TP000199",2022-03-21,-25.3622854762832
"UKENMI_ST_TP000199",2022-03-28,-25.8197190171907
"UKENMI_ST_TP000199",2022-04-04,-25.1063319318294
"UKENMI_ST_TP000199",2022-04-11,-41.3449157813196
"UKENMI_ST_TP000199",2022-04-18,-38.1128453347419
"UKENMI_ST_TP000199",2022-04-25,-25.969489917568
"UKENMI_ST_TP000207",2021-04-26,-12.4757019521787
"UKENMI_ST_TP000207",2021-05-03,-25.3151134019187
"UKENMI_ST_TP000207",2021-05-10,-18.9188521618985
"UKENMI_ST_TP000207",2021-05-17,-18.1624865651913
"UKENMI_ST_TP000207",2021-05-24,-18.6735213873713
"UKENMI_ST_TP000207",2021-05-31,-32.2251243813
"UKENMI_ST_TP000207",2021-06-07,-16.1547334538887
"UKENMI_ST_TP000207",2021-06-14,-17.0029689893425
"UKENMI_ST_TP000207",2021-06-21,-17.8091082095912
"UKENMI_ST_TP000207",2021-06-28,-19.9693302957974
"UKENMI_ST_TP000207",2021-07-05,-19.1970382203965
"UKENMI_ST_TP000207",2021-07-12,-20.0028435970992
"UKENMI_ST_TP000207",2021-07-19,-24.2832729170082
"UKENMI_ST_TP000207",2021-07-26,-26.5301512818355
"UKENMI_ST_TP000207",2021-08-02,-27.5210661891721
"UKENMI_ST_TP000207",2021-08-09,-27.1561993306865
"UKENMI_ST_TP000207",2021-08-16,-26.198228493514
"UKENMI_ST_TP000207",2021-08-23,-27.9256803210403
"UKENMI_ST_TP000207",2021-08-30,-28.2262327537354
"UKENMI_ST_TP000207",2021-09-06,-18.7998180201464
"UKENMI_ST_TP000207",2021-09-13,-20.1364726783726
"UKENMI_ST_TP000207",2021-09-20,-19.362882971235
"UKENMI_ST_TP000207",2021-09-27,-21.5964322872781
"UKENMI_ST_TP000207",2021-10-04,-19.5932094584226
"UKENMI_ST_TP000207",2021-10-11,-19.0724585213388
"UKENMI_ST_TP000207",2021-10-18,-19.9918095171697
"UKENMI_ST_TP000207",2021-10-25,-27.3378677753776
"UKENMI_ST_TP000207",2021-11-01,-18.0546726187053
"UKENMI_ST_TP000207",2021-11-08,-17.3970685032969
"UKENMI_ST_TP000207",2021-11-15,-17.1179952040756
"UKENMI_ST_TP000207",2021-11-22,-18.4811127740294
"UKENMI_ST_TP000207",2021-11-29,-18.0989626685146
"UKENMI_ST_TP000207",2021-12-06,-15.7578619592459
"UKENMI_ST_TP000207",2021-12-13,-16.2685650415025
"UKENMI_ST_TP000207",2021-12-20,-42.7469585967488
"UKENMI_ST_TP000207",2021-12-27,-56.3441227015694
"UKENMI_ST_TP000207",2022-01-03,-27.620019446118
"UKENMI_ST_TP000207",2022-01-10,-19.0385953081478
"UKENMI_ST_TP000207",2022-01-17,-18.3541031451138
"UKENMI_ST_TP000207",2022-01-24,-17.5351325133127
"UKENMI_ST_TP000207",2022-01-31,-17.0211753971804
"UKENMI_ST_TP000207",2022-02-07,-16.7326022517658
"UKENMI_ST_TP000207",2022-02-14,-17.3550859272478
"UKENMI_ST_TP000207",2022-02-21,-24.1292710009518
"UKENMI_ST_TP000207",2022-02-28,-16.1555715267256
"UKENMI_ST_TP000207",2022-03-07,-15.5895229825832
"UKENMI_ST_TP000207",2022-03-14,-16.5673033861051
"UKENMI_ST_TP000207",2022-03-21,-16.7800504709445
"UKENMI_ST_TP000207",2022-03-28,-16.4510762203705
"UKENMI_ST_TP000207",2022-04-04,-15.4980586636215
"UKENMI_ST_TP000207",2022-04-11,-30.7829358659703
"UKENMI_ST_TP000207",2022-04-18,-30.0376115951968
"UKENMI_ST_TP000207",2022-04-25,-15.5582066161942
"UKENMI_ST_TP000208",2021-04-26,-4.73869258017846
"UKENMI_ST_TP000208",2021-05-03,-28.4645712371386
"UKENMI_ST_TP000208",2021-05-10,-19.5091757920619
"UKENMI_ST_TP000208",2021-05-17,-19.2192820924067
"UKENMI_ST_TP000208",2021-05-24,-20.8273252226357
"UKENMI_ST_TP000208",2021-05-31,-35.8476622767701
"UKENMI_ST_TP000208",2021-06-07,-18.4896334392603
"UKENMI_ST_TP000208",2021-06-14,-19.0779686071844
"UKENMI_ST_TP000208",2021-06-21,-19.069262374903
"UKENMI_ST_TP000208",2021-06-28,-21.3040560254435
"UKENMI_ST_TP000208",2021-07-05,-21.1605961289382
"UKENMI_ST_TP000208",2021-07-12,-23.2855594598688
"UKENMI_ST_TP000208",2021-07-19,-27.3026029895298
"UKENMI_ST_TP000208",2021-07-26,-29.2767541221461
"UKENMI_ST_TP000208",2021-08-02,-30.5723381226073
"UKENMI_ST_TP000208",2021-08-09,-30.8806288108265
"UKENMI_ST_TP000208",2021-08-16,-30.2783850239996
"UKENMI_ST_TP000208",2021-08-23,-31.5578733758934
"UKENMI_ST_TP000208",2021-08-30,-32.1164988450843
"UKENMI_ST_TP000208",2021-09-06,-22.135949502515
"UKENMI_ST_TP000208",2021-09-13,-22.0746856875322
"UKENMI_ST_TP000208",2021-09-20,-21.220066292723
"UKENMI_ST_TP000208",2021-09-27,-22.513029277797
"UKENMI_ST_TP000208",2021-10-04,-21.2375947353231
"UKENMI_ST_TP000208",2021-10-11,-20.9141154507416
"UKENMI_ST_TP000208",2021-10-18,-24.9104916937042
"UKENMI_ST_TP000208",2021-10-25,-32.1891530533636
"UKENMI_ST_TP000208",2021-11-01,-21.9370882183862
"UKENMI_ST_TP000208",2021-11-08,-19.8253642063207
"UKENMI_ST_TP000208",2021-11-15,-20.9536622584591
"UKENMI_ST_TP000208",2021-11-22,-20.7261120282234
"UKENMI_ST_TP000208",2021-11-29,-19.8626193464934
"UKENMI_ST_TP000208",2021-12-06,-18.712176289754
"UKENMI_ST_TP000208",2021-12-13,-20.3727612693242
"UKENMI_ST_TP000208",2021-12-20,-48.7001735633115
"UKENMI_ST_TP000208",2021-12-27,-62.7549539791697
"UKENMI_ST_TP000208",2022-01-03,-31.3520943964398
"UKENMI_ST_TP000208",2022-01-10,-20.8312092441271
"UKENMI_ST_TP000208",2022-01-17,-21.3856431888793
"UKENMI_ST_TP000208",2022-01-24,-20.9298115713636
"UKENMI_ST_TP000208",2022-01-31,-19.6585609971258
"UKENMI_ST_TP000208",2022-02-07,-20.7999999869796
"UKENMI_ST_TP000208",2022-02-14,-22.0799508474394
"UKENMI_ST_TP000208",2022-02-21,-28.0666824423378
"UKENMI_ST_TP000208",2022-02-28,-19.2166891324023
"UKENMI_ST_TP000208",2022-03-07,-20.2390898888279
"UKENMI_ST_TP000208",2022-03-14,-21.4723556767644
"UKENMI_ST_TP000208",2022-03-21,-20.9237723593513
"UKENMI_ST_TP000208",2022-03-28,-19.8116852551069
"UKENMI_ST_TP000208",2022-04-04,-19.9292180301106
"UKENMI_ST_TP000208",2022-04-11,-36.6840251817559
"UKENMI_ST_TP000208",2022-04-18,-35.6655622567131
"UKENMI_ST_TP000208",2022-04-25,-19.5103693333373
"UKENMI_ST_TP000222",2021-04-26,-11.5728914634565
"UKENMI_ST_TP000222",2021-05-03,-28.9989950657005
"UKENMI_ST_TP000222",2021-05-10,-24.4582151473503
"UKENMI_ST_TP000222",2021-05-17,-21.3706937449637
"UKENMI_ST_TP000222",2021-05-24,-20.3239831521266
"UKENMI_ST_TP000222",2021-05-31,-31.2009218214649
"UKENMI_ST_TP000222",2021-06-07,-18.488818363677
"UKENMI_ST_TP000222",2021-06-14,-18.7679293939893
"UKENMI_ST_TP000222",2021-06-21,-18.6412278521896
"UKENMI_ST_TP000222",2021-06-28,-19.0759555997888
"UKENMI_ST_TP000222",2021-07-05,-18.9799762173506
"UKENMI_ST_TP000222",2021-07-12,-27.5898053980532
"UKENMI_ST_TP000222",2021-07-19,-27.8242432160616
"UKENMI_ST_TP000222",2021-07-26,-26.5026436660909
"UKENMI_ST_TP000222",2021-08-02,-26.8439045844234
"UKENMI_ST_TP000222",2021-08-09,-26.9889993839291
"UKENMI_ST_TP000222",2021-08-16,-26.9491226800304
"UKENMI_ST_TP000222",2021-08-23,-23.0878999676601
"UKENMI_ST_TP000222",2021-08-30,-25.2655048235329
"UKENMI_ST_TP000222",2021-09-06,-19.8974770514288
"UKENMI_ST_TP000222",2021-09-13,-21.106304234543
"UKENMI_ST_TP000222",2021-09-20,-19.8130201690061
"UKENMI_ST_TP000222",2021-09-27,-21.5608734342821
"UKENMI_ST_TP000222",2021-10-04,-21.2413063279196
"UKENMI_ST_TP000222",2021-10-11,-20.8530685656462
"UKENMI_ST_TP000222",2021-10-18,-28.8954929135721
"UKENMI_ST_TP000222",2021-10-25,-19.9668034508514
"UKENMI_ST_TP000222",2021-11-01,-20.2890301496127
"UKENMI_ST_TP000222",2021-11-08,-18.2262102078918
"UKENMI_ST_TP000222",2021-11-15,-17.3406088269607
"UKENMI_ST_TP000222",2021-11-22,-16.9955047428448
"UKENMI_ST_TP000222",2021-11-29,-16.446677554866
"UKENMI_ST_TP000222",2021-12-06,-14.8720895904386
"UKENMI_ST_TP000222",2021-12-13,-15.4667797491954
"UKENMI_ST_TP000222",2021-12-20,-44.1779267529311
"UKENMI_ST_TP000222",2021-12-27,-52.9320938703231
"UKENMI_ST_TP000222",2022-01-03,-28.7100543832438
"UKENMI_ST_TP000222",2022-01-10,-19.9934946414188
"UKENMI_ST_TP000222",2022-01-17,-18.8778551624844
"UKENMI_ST_TP000222",2022-01-24,-18.2646790930217
"UKENMI_ST_TP000222",2022-01-31,-16.6141478065209
"UKENMI_ST_TP000222",2022-02-07,-16.9740495736837
"UKENMI_ST_TP000222",2022-02-14,-24.7030653004107
"UKENMI_ST_TP000222",2022-02-21,-16.209815853878
"UKENMI_ST_TP000222",2022-02-28,-16.1730379508936
"UKENMI_ST_TP000222",2022-03-07,-16.1807877833148
"UKENMI_ST_TP000222",2022-03-14,-16.2042300158297
"UKENMI_ST_TP000222",2022-03-21,-15.4812129138753
"UKENMI_ST_TP000222",2022-03-28,-15.2227371131429
"UKENMI_ST_TP000222",2022-04-04,-15.1897051139953
"UKENMI_ST_TP000222",2022-04-11,-30.4993230544821
"UKENMI_ST_TP000222",2022-04-18,-28.2878343452073
"UKENMI_ST_TP000222",2022-04-25,-17.7710611881572
"UKENMI_ST_TP000225",2021-04-26,-10.4828789514694
"UKENMI_ST_TP000225",2021-05-03,-37.6723070328759
"UKENMI_ST_TP000225",2021-05-10,-29.3848078704703
"UKENMI_ST_TP000225",2021-05-17,-28.5173374867018
"UKENMI_ST_TP000225",2021-05-24,-26.8051592127907
"UKENMI_ST_TP000225",2021-05-31,-39.6670774562083
"UKENMI_ST_TP000225",2021-06-07,-25.9433040690964
"UKENMI_ST_TP000225",2021-06-14,-26.375573863354
"UKENMI_ST_TP000225",2021-06-21,-26.9432066433271
"UKENMI_ST_TP000225",2021-06-28,-28.9436524975076
"UKENMI_ST_TP000225",2021-07-05,-27.2313324934353
"UKENMI_ST_TP000225",2021-07-12,-28.6597610458052
"UKENMI_ST_TP000225",2021-07-19,-30.6694450828677
"UKENMI_ST_TP000225",2021-07-26,-34.3807385970384
"UKENMI_ST_TP000225",2021-08-02,-34.672422898309
"UKENMI_ST_TP000225",2021-08-09,-34.2305797313916
"UKENMI_ST_TP000225",2021-08-16,-34.5197111618226
"UKENMI_ST_TP000225",2021-08-23,-34.9433790155312
"UKENMI_ST_TP000225",2021-08-30,-36.8028035536182
"UKENMI_ST_TP000225",2021-09-06,-28.2167698460788
"UKENMI_ST_TP000225",2021-09-13,-29.7861714232078
"UKENMI_ST_TP000225",2021-09-20,-28.2171237741301
"UKENMI_ST_TP000225",2021-09-27,-28.9372668460983
"UKENMI_ST_TP000225",2021-10-04,-28.0743901676517
"UKENMI_ST_TP000225",2021-10-11,-28.3540356201183
"UKENMI_ST_TP000225",2021-10-18,-28.9321660595683
"UKENMI_ST_TP000225",2021-10-25,-35.0880789337725
"UKENMI_ST_TP000225",2021-11-01,-24.944655539868
"UKENMI_ST_TP000225",2021-11-08,-24.2282701242007
"UKENMI_ST_TP000225",2021-11-15,-22.0990874835663
"UKENMI_ST_TP000225",2021-11-22,-20.8218154603391
"UKENMI_ST_TP000225",2021-11-29,-20.253586210991
"UKENMI_ST_TP000225",2021-12-06,-20.6722151067467
"UKENMI_ST_TP000225",2021-12-13,-26.3674438875948
"UKENMI_ST_TP000225",2021-12-20,-54.3851576908033
"UKENMI_ST_TP000225",2021-12-27,-58.6999449972838
"UKENMI_ST_TP000225",2022-01-03,-33.3862743592441
"UKENMI_ST_TP000225",2022-01-10,-23.8160046991293
"UKENMI_ST_TP000225",2022-01-17,-22.5332375868133
"UKENMI_ST_TP000225",2022-01-24,-22.6715291284293
"UKENMI_ST_TP000225",2022-01-31,-20.8192923841117
"UKENMI_ST_TP000225",2022-02-07,-21.2419362858811
"UKENMI_ST_TP000225",2022-02-14,-22.5243322445699
"UKENMI_ST_TP000225",2022-02-21,-29.1003713231807
"UKENMI_ST_TP000225",2022-02-28,-21.6615846021422
"UKENMI_ST_TP000225",2022-03-07,-20.5297502729769
"UKENMI_ST_TP000225",2022-03-14,-23.2324048574845
"UKENMI_ST_TP000225",2022-03-21,-24.6512995642709
"UKENMI_ST_TP000225",2022-03-28,-24.6527118954132
"UKENMI_ST_TP000225",2022-04-04,-23.0830938875698
"UKENMI_ST_TP000225",2022-04-11,-38.5223741525738
"UKENMI_ST_TP000225",2022-04-18,-35.5218499665653
"UKENMI_ST_TP000225",2022-04-25,-25.2684235194581
"UKENMI_ST_TP000241",2021-04-26,-13.2261546753855
"UKENMI_ST_TP000241",2021-05-03,-28.5466602910224
"UKENMI_ST_TP000241",2021-05-10,-21.4132740022412
"UKENMI_ST_TP000241",2021-05-17,-19.710560946285
"UKENMI_ST_TP000241",2021-05-24,-20.4991195784139
"UKENMI_ST_TP000241",2021-05-31,-33.7346153811533
"UKENMI_ST_TP000241",2021-06-07,-17.3167074927021
"UKENMI_ST_TP000241",2021-06-14,-18.7668498369886
"UKENMI_ST_TP000241",2021-06-21,-20.0279822845251
"UKENMI_ST_TP000241",2021-06-28,-21.0454874711583
"UKENMI_ST_TP000241",2021-07-05,-20.9231950002004
"UKENMI_ST_TP000241",2021-07-12,-24.0724635118675
"UKENMI_ST_TP000241",2021-07-19,-27.4333598336342
"UKENMI_ST_TP000241",2021-07-26,-29.4172911685198
"UKENMI_ST_TP000241",2021-08-02,-30.6734973315684
"UKENMI_ST_TP000241",2021-08-09,-28.9137241461244
"UKENMI_ST_TP000241",2021-08-16,-28.3136480074361
