"site_code","date","weighted_mobility"
"UKENMI_ST_TP000207","2021-08-30",-30.9758326346574
"UKENMI_ST_TP000207","2021-09-06",-19.338051816887
"UKENMI_ST_TP000207","2021-09-13",-18.9639630260988
"UKENMI_ST_TP000207","2021-09-20",-19.6941584726324
"UKENMI_ST_TP000207","2021-09-27",-20.6989144102826
"UKENMI_ST_TP000207","2021-10-04",-20.676573705833
"UKENMI_ST_TP000207","2021-10-11",-18.6975288581402
"UKENMI_ST_TP000207","2021-10-18",-19.3107903238221
"UKENMI_ST_TP000207","2021-10-25",-26.0907828626667
"UKENMI_ST_TP000207","2021-11-01",-20.4955229225601
"UKENMI_ST_TP000207","2021-11-08",-17.5219914413337
"UKENMI_ST_TP000207","2021-11-15",-17.3629736206851
"UKENMI_ST_TP000207","2021-11-22",-17.1118200405335
"UKENMI_ST_TP000207","2021-11-29",-19.0571729311923
"UKENMI_ST_TP000207","2021-12-06",-16.8509758664713
"UKENMI_ST_TP000207","2021-12-13",-16.1308988336332
"UKENMI_ST_TP000207","2021-12-20",-24.5899644295315
"UKENMI_ST_TP000207","2021-12-27",-60.6984758843901
"UKENMI_ST_TP000207","2022-01-03",-39.6194030715346
"UKENMI_ST_TP000207","2022-01-10",-19.0662972729577
"UKENMI_ST_TP000207","2022-01-17",-18.9206960200428
"UKENMI_ST_TP000207","2022-01-24",-17.7895736819976
"UKENMI_ST_TP000207","2022-01-31",-17.0063601449916
"UKENMI_ST_TP000207","2022-02-07",-16.5857321271542
"UKENMI_ST_TP000207","2022-02-14",-17.0893944003737
"UKENMI_ST_TP000207","2022-02-21",-23.2189696228382
"UKENMI_ST_TP000207","2022-02-28",-17.8381774889461
"UKENMI_ST_TP000207","2022-03-07",-15.6860678878328
"UKENMI_ST_TP000207","2022-03-14",-15.7820793690121
"UKENMI_ST_TP000207","2022-03-21",-16.755940684174
"UKENMI_ST_TP000207","2022-03-28",-17.1054896710313
"UKENMI_ST_TP000207","2022-04-04",-15.6937153597973
"UKENMI_ST_TP000207","2022-04-11",-21.5812894735122
"UKENMI_ST_TP000207","2022-04-18",-37.6532733092325
"UKENMI_ST_TP000207","2022-04-25",-16.2787680689919
"UKENMI_ST_TP000208","2021-05-03",0
"UKENMI_ST_TP000208","2021-05-10",-20.780488311683
"UKENMI_ST_TP000208","2021-05-17",-18.5264016959086
"UKENMI_ST_TP000208","2021-05-24",-19.2161869293315
"UKENMI_ST_TP000208","2021-05-31",-34.8442478063439
"UKENMI_ST_TP000208","2021-06-07",-21.0443339583753
"UKENMI_ST_TP000208","2021-06-14",-18.3606610614132
"UKENMI_ST_TP000208","2021-06-21",-19.6431114732204
"UKENMI_ST_TP000208","2021-06-28",-20.1917257402039
"UKENMI_ST_TP000208","2021-07-05",-21.5960392479526
"UKENMI_ST_TP000208","2021-07-12",-21.8645853313859
"UKENMI_ST_TP000208","2021-07-19",-26.9791867889054
"UKENMI_ST_TP000208","2021-07-26",-29.0243216406945
"UKENMI_ST_TP000208","2021-08-02",-30.1200306390691
"UKENMI_ST_TP000208","2021-08-09",-30.3035082823995
"UKENMI_ST_TP000208","2021-08-16",-31.009697188871
"UKENMI_ST_TP000208","2021-08-23",-30.1458135243929
"UKENMI_ST_TP000208","2021-08-30",-36.0787793334803
"UKENMI_ST_TP000208","2021-09-06",-21.5924306033204
"UKENMI_ST_TP000208","2021-09-13",-22.0298689011839
"UKENMI_ST_TP000208","2021-09-20",-21.363516355878
"UKENMI_ST_TP000208","2021-09-27",-21.3699361996697
"UKENMI_ST_TP000208","2021-10-04",-21.8060103771837
"UKENMI_ST_TP000208","2021-10-11",-21.3626585174098
"UKENMI_ST_TP000208","2021-10-18",-21.795077113977
"UKENMI_ST_TP000208","2021-10-25",-32.1520220110987
"UKENMI_ST_TP000208","2021-11-01",-24.352610465622
"UKENMI_ST_TP000208","2021-11-08",-20.3961934398226
"UKENMI_ST_TP000208","2021-11-15",-19.6860144288434
"UKENMI_ST_TP000208","2021-11-22",-21.2458156408515
"UKENMI_ST_TP000208","2021-11-29",-20.1716647305949
"UKENMI_ST_TP000208","2021-12-06",-19.7128255659026
"UKENMI_ST_TP000208","2021-12-13",-19.7022983978494
"UKENMI_ST_TP000208","2021-12-20",-30.7502088832618
"UKENMI_ST_TP000208","2021-12-27",-67.731453238518
"UKENMI_ST_TP000208","2022-01-03",-43.5778166525134
"UKENMI_ST_TP000208","2022-01-10",-21.4058969280264
"UKENMI_ST_TP000208","2022-01-17",-20.8146401726317
"UKENMI_ST_TP000208","2022-01-24",-21.2327450328182
"UKENMI_ST_TP000208","2022-01-31",-20.2222193138164
"UKENMI_ST_TP000208","2022-02-07",-19.9341536923216
"UKENMI_ST_TP000208","2022-02-14",-20.5210589072221
"UKENMI_ST_TP000208","2022-02-21",-29.0529884358123
"UKENMI_ST_TP000208","2022-02-28",-21.2260487813135
"UKENMI_ST_TP000208","2022-03-07",-18.6756968007853
"UKENMI_ST_TP000208","2022-03-14",-20.6616204491944
"UKENMI_ST_TP000208","2022-03-21",-21.7406128847982
"UKENMI_ST_TP000208","2022-03-28",-20.9205974470577
"UKENMI_ST_TP000208","2022-04-04",-19.2465155799818
"UKENMI_ST_TP000208","2022-04-11",-26.8994139873724
"UKENMI_ST_TP000208","2022-04-18",-43.3442142100005
"UKENMI_ST_TP000208","2022-04-25",-20.3244221085273
"UKENMI_ST_TP000222","2021-05-03",0
"UKENMI_ST_TP000222","2021-05-10",-23.8699923654306
"UKENMI_ST_TP000222","2021-05-17",-22.7116068458342
"UKENMI_ST_TP000222","2021-05-24",-21.1079838463447
"UKENMI_ST_TP000222","2021-05-31",-30.8608296605115
"UKENMI_ST_TP000222","2021-06-07",-20.0753239367921
"UKENMI_ST_TP000222","2021-06-14",-18.9222387670451
"UKENMI_ST_TP000222","2021-06-21",-19.0012775840241
"UKENMI_ST_TP000222","2021-06-28",-19.0552863598578
"UKENMI_ST_TP000222","2021-07-05",-18.6998430269579
"UKENMI_ST_TP000222","2021-07-12",-25.2139221191484
"UKENMI_ST_TP000222","2021-07-19",-28.587064681336
"UKENMI_ST_TP000222","2021-07-26",-26.2713689131251
"UKENMI_ST_TP000222","2021-08-02",-26.6523067860799
"UKENMI_ST_TP000222","2021-08-09",-26.7581921537298
"UKENMI_ST_TP000222","2021-08-16",-26.9738348165944
"UKENMI_ST_TP000222","2021-08-23",-24.0943032284226
"UKENMI_ST_TP000222","2021-08-30",-26.7715842391029
"UKENMI_ST_TP000222","2021-09-06",-19.3210290635939
"UKENMI_ST_TP000222","2021-09-13",-20.5186061636418
"UKENMI_ST_TP000222","2021-09-20",-20.2782288132986
"UKENMI_ST_TP000222","2021-09-27",-20.3876662222877
"UKENMI_ST_TP000222","2021-10-04",-21.7025877805196
"UKENMI_ST_TP000222","2021-10-11",-20.4655240732112
"UKENMI_ST_TP000222","2021-10-18",-27.3823880366986
"UKENMI_ST_TP000222","2021-10-25",-21.9328321019357
"UKENMI_ST_TP000222","2021-11-01",-19.6941264628551
"UKENMI_ST_TP000222","2021-11-08",-19.583313588994
"UKENMI_ST_TP000222","2021-11-15",-17.5096772410458
"UKENMI_ST_TP000222","2021-11-22",-17.148364125146
"UKENMI_ST_TP000222","2021-11-29",-17.2411266923503
"UKENMI_ST_TP000222","2021-12-06",-15.7334152998474
"UKENMI_ST_TP000222","2021-12-13",-15.6355181816228
"UKENMI_ST_TP000222","2021-12-20",-24.6194017815534
"UKENMI_ST_TP000222","2021-12-27",-58.4863895143826
"UKENMI_ST_TP000222","2022-01-03",-39.4148376260404
"UKENMI_ST_TP000222","2022-01-10",-20.8259221245515
"UKENMI_ST_TP000222","2022-01-17",-19.0776146692185
"UKENMI_ST_TP000222","2022-01-24",-18.5995559884543
"UKENMI_ST_TP000222","2022-01-31",-17.2849594217719
"UKENMI_ST_TP000222","2022-02-07",-16.4654483790748
"UKENMI_ST_TP000222","2022-02-14",-22.6116811909916
"UKENMI_ST_TP000222","2022-02-21",-19.1798276270034
"UKENMI_ST_TP000222","2022-02-28",-16.0050165985318
"UKENMI_ST_TP000222","2022-03-07",-15.7755230046692
"UKENMI_ST_TP000222","2022-03-14",-16.0163363689281
"UKENMI_ST_TP000222","2022-03-21",-16.1035576188355
"UKENMI_ST_TP000222","2022-03-28",-15.5362019883649
"UKENMI_ST_TP000222","2022-04-04",-15.2621948567888
"UKENMI_ST_TP000222","2022-04-11",-21.1705843587329
"UKENMI_ST_TP000222","2022-04-18",-36.0299409919629
"UKENMI_ST_TP000222","2022-04-25",-16.3791509260197
"UKENMI_ST_TP000225","2021-05-03",0
"UKENMI_ST_TP000225","2021-05-10",-30.9535313861088
"UKENMI_ST_TP000225","2021-05-17",-28.8086506343453
"UKENMI_ST_TP000225","2021-05-24",-29.0848226131582
"UKENMI_ST_TP000225","2021-05-31",-39.2415254844017
"UKENMI_ST_TP000225","2021-06-07",-27.9388183694392
"UKENMI_ST_TP000225","2021-06-14",-26.0870086839703
"UKENMI_ST_TP000225","2021-06-21",-27.2298456395738
"UKENMI_ST_TP000225","2021-06-28",-27.7998370403971
"UKENMI_ST_TP000225","2021-07-05",-28.7996923485582
"UKENMI_ST_TP000225","2021-07-12",-27.8037972872298
"UKENMI_ST_TP000225","2021-07-19",-29.9499682256787
"UKENMI_ST_TP000225","2021-07-26",-33.9607355052951
"UKENMI_ST_TP000225","2021-08-02",-34.5230496761018
"UKENMI_ST_TP000225","2021-08-09",-34.2392152756615
"UKENMI_ST_TP000225","2021-08-16",-34.0903713153875
"UKENMI_ST_TP000225","2021-08-23",-34.2321985829498
"UKENMI_ST_TP000225","2021-08-30",-38.5176723208118
"UKENMI_ST_TP000225","2021-09-06",-28.6499232540364
"UKENMI_ST_TP000225","2021-09-13",-28.0738168472082
"UKENMI_ST_TP000225","2021-09-20",-29.0730875327055
"UKENMI_ST_TP000225","2021-09-27",-28.0777065012058
"UKENMI_ST_TP000225","2021-10-04",-28.5067360543845
"UKENMI_ST_TP000225","2021-10-11",-27.7858947336721
"UKENMI_ST_TP000225","2021-10-18",-29.068265005467
"UKENMI_ST_TP000225","2021-10-25",-33.6577759957689
"UKENMI_ST_TP000225","2021-11-01",-28.5063425992566
"UKENMI_ST_TP000225","2021-11-08",-24.2323430289073
"UKENMI_ST_TP000225","2021-11-15",-23.234488180721
"UKENMI_ST_TP000225","2021-11-22",-21.9588227386253
"UKENMI_ST_TP000225","2021-11-29",-21.1092519467367
"UKENMI_ST_TP000225","2021-12-06",-19.6807700271077
"UKENMI_ST_TP000225","2021-12-13",-24.943908031583
"UKENMI_ST_TP000225","2021-12-20",-34.8083298862995
"UKENMI_ST_TP000225","2021-12-27",-66.552602453379
"UKENMI_ST_TP000225","2022-01-03",-45.2479466759448
"UKENMI_ST_TP000225","2022-01-10",-24.812554374407
"UKENMI_ST_TP000225","2022-01-17",-23.2447816799103
"UKENMI_ST_TP000225","2022-01-24",-22.2454206380396
"UKENMI_ST_TP000225","2022-01-31",-21.6726746232758
"UKENMI_ST_TP000225","2022-02-07",-20.8166100535377
"UKENMI_ST_TP000225","2022-02-14",-21.0971879555298
"UKENMI_ST_TP000225","2022-02-21",-28.2470592531361
"UKENMI_ST_TP000225","2022-02-28",-23.3772579288827
"UKENMI_ST_TP000225","2022-03-07",-20.9488614104778
"UKENMI_ST_TP000225","2022-03-14",-20.6747298424317
"UKENMI_ST_TP000225","2022-03-21",-24.5111326688147
"UKENMI_ST_TP000225","2022-03-28",-24.6514122221449
"UKENMI_ST_TP000225","2022-04-04",-23.7970525067386
"UKENMI_ST_TP000225","2022-04-11",-29.5196064207757
"UKENMI_ST_TP000225","2022-04-18",-43.5256050849038
"UKENMI_ST_TP000225","2022-04-25",-21.9413184175107
"UKENMI_ST_TP000241","2021-05-03",0
"UKENMI_ST_TP000241","2021-05-10",-21.3962476561143
"UKENMI_ST_TP000241","2021-05-17",-20.9466327151373
"UKENMI_ST_TP000241","2021-05-24",-19.5452237695035
"UKENMI_ST_TP000241","2021-05-31",-33.5000286966232
"UKENMI_ST_TP000241","2021-06-07",-20.1752868713638
"UKENMI_ST_TP000241","2021-06-14",-17.2987234655626
"UKENMI_ST_TP000241","2021-06-21",-19.9478254011815
"UKENMI_ST_TP000241","2021-06-28",-20.0875744959694
"UKENMI_ST_TP000241","2021-07-05",-21.8685776360473
"UKENMI_ST_TP000241","2021-07-12",-22.130619201793
"UKENMI_ST_TP000241","2021-07-19",-26.9712145533152
"UKENMI_ST_TP000241","2021-07-26",-29.2784511919413
"UKENMI_ST_TP000241","2021-08-02",-30.4414427289947
"UKENMI_ST_TP000241","2021-08-09",-29.8749890048573
"UKENMI_ST_TP000241","2021-08-16",-28.1438148238697
"UKENMI_ST_TP000241","2021-08-23",-28.045438908355
"UKENMI_ST_TP000241","2021-08-30",-32.321203499487
"UKENMI_ST_TP000241","2021-09-06",-21.6459938875496
"UKENMI_ST_TP000241","2021-09-13",-19.3749117454309
"UKENMI_ST_TP000241","2021-09-20",-19.9943598699742
"UKENMI_ST_TP000241","2021-09-27",-20.0951299880203
"UKENMI_ST_TP000241","2021-10-04",-19.9127179023086
"UKENMI_ST_TP000241","2021-10-11",-17.6490048100124
"UKENMI_ST_TP000241","2021-10-18",-17.8074517774776
"UKENMI_ST_TP000241","2021-10-25",-26.5903217167774
"UKENMI_ST_TP000241","2021-11-01",-20.7702910371544
"UKENMI_ST_TP000241","2021-11-08",-16.706154256122
"UKENMI_ST_TP000241","2021-11-15",-15.9667593003489
"UKENMI_ST_TP000241","2021-11-22",-16.2354472399362
"UKENMI_ST_TP000241","2021-11-29",-17.0789156344961
"UKENMI_ST_TP000241","2021-12-06",-16.5311597830361
"UKENMI_ST_TP000241","2021-12-13",-15.2844244740636
"UKENMI_ST_TP000241","2021-12-20",-26.1255472288953
"UKENMI_ST_TP000241","2021-12-27",-63.4079581938689
"UKENMI_ST_TP000241","2022-01-03",-41.2589820804797
"UKENMI_ST_TP000241","2022-01-10",-19.5035670223955
"UKENMI_ST_TP000241","2022-01-17",-18.8555198933957
"UKENMI_ST_TP000241","2022-01-24",-18.4293426673556
"UKENMI_ST_TP000241","2022-01-31",-16.2419557343528
"UKENMI_ST_TP000241","2022-02-07",-16.7923407933758
"UKENMI_ST_TP000241","2022-02-14",-17.153764518452
"UKENMI_ST_TP000241","2022-02-21",-25.6965455226209
"UKENMI_ST_TP000241","2022-02-28",-19.3593219208228
"UKENMI_ST_TP000241","2022-03-07",-16.2840913219671
"UKENMI_ST_TP000241","2022-03-14",-17.6343726664168
"UKENMI_ST_TP000241","2022-03-21",-18.8425107135473
"UKENMI_ST_TP000241","2022-03-28",-17.4836676332308
"UKENMI_ST_TP000241","2022-04-04",-17.4785063437113
"UKENMI_ST_TP000241","2022-04-11",-23.0513228738555
"UKENMI_ST_TP000241","2022-04-18",-40.5622015528272
"UKENMI_ST_TP000241","2022-04-25",-17.4049472714061
"UKENMI_ST_TP000256","2021-05-03",0
"UKENMI_ST_TP000256","2021-05-10",-27.3600596748225
"UKENMI_ST_TP000256","2021-05-17",-27.5101174486356
"UKENMI_ST_TP000256","2021-05-24",-27.2861519369636
"UKENMI_ST_TP000256","2021-05-31",-42.4510113303329
"UKENMI_ST_TP000256","2021-06-07",-31.7882094762978
"UKENMI_ST_TP000256","2021-06-14",-29.8017807928988
"UKENMI_ST_TP000256","2021-06-21",-30.9676838150317
"UKENMI_ST_TP000256","2021-06-28",-31.4852771604893
"UKENMI_ST_TP000256","2021-07-05",-31.4869252313142
"UKENMI_ST_TP000256","2021-07-12",-31.8432369928515
"UKENMI_ST_TP000256","2021-07-19",-34.8124595921494
"UKENMI_ST_TP000256","2021-07-26",-37.8344815534762
"UKENMI_ST_TP000256","2021-08-02",-38.5315192888777
"UKENMI_ST_TP000256","2021-08-09",-38.3573442326282
"UKENMI_ST_TP000256","2021-08-16",-39.0055685610999
"UKENMI_ST_TP000256","2021-08-23",-38.9207043879823
"UKENMI_ST_TP000256","2021-08-30",-41.3669295941301
"UKENMI_ST_TP000256","2021-09-06",-31.9750743868344
"UKENMI_ST_TP000256","2021-09-13",-31.3282980997461
"UKENMI_ST_TP000256","2021-09-20",-32.0791535246968
"UKENMI_ST_TP000256","2021-09-27",-31.2607989105241
"UKENMI_ST_TP000256","2021-10-04",-30.8899552280523
"UKENMI_ST_TP000256","2021-10-11",-29.8710473817305
"UKENMI_ST_TP000256","2021-10-18",-32.3313647295394
"UKENMI_ST_TP000256","2021-10-25",-37.9863954911382
"UKENMI_ST_TP000256","2021-11-01",-32.3462493735257
"UKENMI_ST_TP000256","2021-11-08",-29.4110252063515
"UKENMI_ST_TP000256","2021-11-15",-29.1933551207157
"UKENMI_ST_TP000256","2021-11-22",-29.3670886664895
"UKENMI_ST_TP000256","2021-11-29",-29.7961813633116
"UKENMI_ST_TP000256","2021-12-06",-28.6858288340009
"UKENMI_ST_TP000256","2021-12-13",-29.0075678195238
"UKENMI_ST_TP000256","2021-12-20",-38.2625023807626
"UKENMI_ST_TP000256","2021-12-27",-68.963279919498
"UKENMI_ST_TP000256","2022-01-03",-49.8874986307489
"UKENMI_ST_TP000256","2022-01-10",-32.3286272527571
"UKENMI_ST_TP000256","2022-01-17",-31.1345814220791
"UKENMI_ST_TP000256","2022-01-24",-30.4575308503619
"UKENMI_ST_TP000256","2022-01-31",-28.4711971373863
"UKENMI_ST_TP000256","2022-02-07",-29.238838554795
"UKENMI_ST_TP000256","2022-02-14",-29.3784827298131
"UKENMI_ST_TP000256","2022-02-21",-36.9893292875163
"UKENMI_ST_TP000256","2022-02-28",-30.5872921676748
"UKENMI_ST_TP000256","2022-03-07",-28.4188437839993
"UKENMI_ST_TP000256","2022-03-14",-29.9321782090809
"UKENMI_ST_TP000256","2022-03-21",-30.8882156028397
"UKENMI_ST_TP000256","2022-03-28",-29.5596723353982
"UKENMI_ST_TP000256","2022-04-04",-29.6944830967688
"UKENMI_ST_TP000256","2022-04-11",-35.4067877048079
"UKENMI_ST_TP000256","2022-04-18",-48.2340462476103
"UKENMI_ST_TP000256","2022-04-25",-29.3235082888996
"UKENNE_NU_TP000012","2021-05-03",0
"UKENNE_NU_TP000012","2021-05-10",-16.3049131151934
"UKENNE_NU_TP000012","2021-05-17",-14.810218557691
"UKENNE_NU_TP000012","2021-05-24",-13.5673448647679
"UKENNE_NU_TP000012","2021-05-31",-25.7168616314055
"UKENNE_NU_TP000012","2021-06-07",-12.9862507538976
"UKENNE_NU_TP000012","2021-06-14",-10.8149936148604
"UKENNE_NU_TP000012","2021-06-21",-11.4789305537373
"UKENNE_NU_TP000012","2021-06-28",-13.0457425696055
"UKENNE_NU_TP000012","2021-07-05",-14.0246902341206
"UKENNE_NU_TP000012","2021-07-12",-16.5349162451373
"UKENNE_NU_TP000012","2021-07-19",-23.0361298196463
"UKENNE_NU_TP000012","2021-07-26",-22.8357372115327
"UKENNE_NU_TP000012","2021-08-02",-22.9840885690691
"UKENNE_NU_TP000012","2021-08-09",-21.5764703766732
"UKENNE_NU_TP000012","2021-08-16",-21.355975683204
"UKENNE_NU_TP000012","2021-08-23",-21.0807579197192
"UKENNE_NU_TP000012","2021-08-30",-25.0679540874823
"UKENNE_NU_TP000012","2021-09-06",-13.741360847828
"UKENNE_NU_TP000012","2021-09-13",-13.9310184384884
"UKENNE_NU_TP000012","2021-09-20",-15.0537184045204
"UKENNE_NU_TP000012","2021-09-27",-14.9411823275395
"UKENNE_NU_TP000012","2021-10-04",-15.4130967936335
"UKENNE_NU_TP000012","2021-10-11",-13.9127098993415
"UKENNE_NU_TP000012","2021-10-18",-13.8001452195235
"UKENNE_NU_TP000012","2021-10-25",-21.5592420606519
"UKENNE_NU_TP000012","2021-11-01",-15.3659294723566
"UKENNE_NU_TP000012","2021-11-08",-12.8576821114108
"UKENNE_NU_TP000012","2021-11-15",-12.5310618009117
"UKENNE_NU_TP000012","2021-11-22",-11.764564967717
"UKENNE_NU_TP000012","2021-11-29",-14.3358521994263
"UKENNE_NU_TP000012","2021-12-06",-11.848531660248
"UKENNE_NU_TP000012","2021-12-13",-9.29797930953368
"UKENNE_NU_TP000012","2021-12-20",-19.5241512921074
"UKENNE_NU_TP000012","2021-12-27",-50.7878987818778
"UKENNE_NU_TP000012","2022-01-03",-35.9032135983636
"UKENNE_NU_TP000012","2022-01-10",-17.2635067204858
"UKENNE_NU_TP000012","2022-01-17",-14.043486264205
"UKENNE_NU_TP000012","2022-01-24",-12.2905732694171
"UKENNE_NU_TP000012","2022-01-31",-11.4172992192615
"UKENNE_NU_TP000012","2022-02-07",-10.8317840632919
"UKENNE_NU_TP000012","2022-02-14",-9.74531612765623
"UKENNE_NU_TP000012","2022-02-21",-16.901723865861
"UKENNE_NU_TP000012","2022-02-28",-10.5568656436908
"UKENNE_NU_TP000012","2022-03-07",-7.76795246373779
"UKENNE_NU_TP000012","2022-03-14",-8.1284789804662
"UKENNE_NU_TP000012","2022-03-21",-7.88611443904558
"UKENNE_NU_TP000012","2022-03-28",-7.98021610812837
"UKENNE_NU_TP000012","2022-04-04",-7.25275430564211
"UKENNE_NU_TP000012","2022-04-11",-14.8377429892273
"UKENNE_NU_TP000012","2022-04-18",-30.8532792428199
"UKENNE_NU_TP000012","2022-04-25",-9.75566024398263
"UKENNE_NU_TP000028","2021-05-03",0
"UKENNE_NU_TP000028","2021-05-10",-24.8589715264094
"UKENNE_NU_TP000028","2021-05-17",-24.1972063423704
"UKENNE_NU_TP000028","2021-05-24",-23.4917150033928
"UKENNE_NU_TP000028","2021-05-31",-35.4101740286107
"UKENNE_NU_TP000028","2021-06-07",-23.662689689079
"UKENNE_NU_TP000028","2021-06-14",-21.8588110785738
"UKENNE_NU_TP000028","2021-06-21",-22.6598488229952
"UKENNE_NU_TP000028","2021-06-28",-25.3653438841805
"UKENNE_NU_TP000028","2021-07-05",-26.2659125713866
"UKENNE_NU_TP000028","2021-07-12",-27.2746995022792
"UKENNE_NU_TP000028","2021-07-19",-29.8809081124384
"UKENNE_NU_TP000028","2021-07-26",-32.9267611947319
"UKENNE_NU_TP000028","2021-08-02",-33.1384862442847
"UKENNE_NU_TP000028","2021-08-09",-30.3699666862507
"UKENNE_NU_TP000028","2021-08-16",-29.340698027749
"UKENNE_NU_TP000028","2021-08-23",-29.7664248680288
"UKENNE_NU_TP000028","2021-08-30",-34.7008350043609
"UKENNE_NU_TP000028","2021-09-06",-24.717044266221
"UKENNE_NU_TP000028","2021-09-13",-23.8535082305458
"UKENNE_NU_TP000028","2021-09-20",-24.5794515194702
"UKENNE_NU_TP000028","2021-09-27",-24.066206599417
"UKENNE_NU_TP000028","2021-10-04",-26.120462776412
"UKENNE_NU_TP000028","2021-10-11",-23.4467756850931
"UKENNE_NU_TP000028","2021-10-18",-23.4256284074564
"UKENNE_NU_TP000028","2021-10-25",-29.9311246162124
"UKENNE_NU_TP000028","2021-11-01",-25.6012904025889
"UKENNE_NU_TP000028","2021-11-08",-23.0146680627481
"UKENNE_NU_TP000028","2021-11-15",-22.4955031333405
"UKENNE_NU_TP000028","2021-11-22",-22.8376079678204
"UKENNE_NU_TP000028","2021-11-29",-25.6036915993647
"UKENNE_NU_TP000028","2021-12-06",-22.7063823441474
"UKENNE_NU_TP000028","2021-12-13",-21.0735830340473
"UKENNE_NU_TP000028","2021-12-20",-29.8510239153549
"UKENNE_NU_TP000028","2021-12-27",-60.3993151665369
"UKENNE_NU_TP000028","2022-01-03",-44.3093247751389
"UKENNE_NU_TP000028","2022-01-10",-25.3053724751479
"UKENNE_NU_TP000028","2022-01-17",-23.733189020705
"UKENNE_NU_TP000028","2022-01-24",-22.8390023454078
"UKENNE_NU_TP000028","2022-01-31",-22.2185608896877
"UKENNE_NU_TP000028","2022-02-07",-21.1275463305825
"UKENNE_NU_TP000028","2022-02-14",-20.6041201020493
"UKENNE_NU_TP000028","2022-02-21",-26.1226980406936
"UKENNE_NU_TP000028","2022-02-28",-21.3265085861612
"UKENNE_NU_TP000028","2022-03-07",-18.9568682475639
"UKENNE_NU_TP000028","2022-03-14",-18.9350107534063
"UKENNE_NU_TP000028","2022-03-21",-19.7964000208437
"UKENNE_NU_TP000028","2022-03-28",-19.7643016628816
"UKENNE_NU_TP000028","2022-04-04",-18.8232290306479
"UKENNE_NU_TP000028","2022-04-11",-24.0380654934974
"UKENNE_NU_TP000028","2022-04-18",-40.4257330221752
"UKENNE_NU_TP000028","2022-04-25",-19.1752520708104
"UKENNE_NU_TP000030","2021-05-03",0
"UKENNE_NU_TP000030","2021-05-10",-19.1347133829828
"UKENNE_NU_TP000030","2021-05-17",-17.2806244357928
"UKENNE_NU_TP000030","2021-05-24",-15.9946556575824
"UKENNE_NU_TP000030","2021-05-31",-29.8500170672528
"UKENNE_NU_TP000030","2021-06-07",-16.1395487404082
"UKENNE_NU_TP000030","2021-06-14",-13.2852053007221
"UKENNE_NU_TP000030","2021-06-21",-14.56939263146
"UKENNE_NU_TP000030","2021-06-28",-17.8533254697017
"UKENNE_NU_TP000030","2021-07-05",-18.5665932140032
"UKENNE_NU_TP000030","2021-07-12",-18.9994910150079
"UKENNE_NU_TP000030","2021-07-19",-22.4285714285714
"UKENNE_NU_TP000030","2021-07-26",-25.2801154508007
"UKENNE_NU_TP000030","2021-08-02",-25.7109773118367
"UKENNE_NU_TP000030","2021-08-09",-24.2834238532496
"UKENNE_NU_TP000030","2021-08-16",-24.4219546236735
"UKENNE_NU_TP000030","2021-08-23",-24.2806244357928
"UKENNE_NU_TP000030","2021-08-30",-28.2816424057771
"UKENNE_NU_TP000030","2021-09-06",-16.8533254697017
"UKENNE_NU_TP000030","2021-09-13",-16.5683746614757
"UKENNE_NU_TP000030","2021-09-20",-17.281133420785
"UKENNE_NU_TP000030","2021-09-27",-16.7109773118367
"UKENNE_NU_TP000030","2021-10-04",-17.423736071146
"UKENNE_NU_TP000030","2021-10-11",-15.8502715597489
"UKENNE_NU_TP000030","2021-10-18",-16.2783340033281
"UKENNE_NU_TP000030","2021-10-25",-24.1349678754788
"UKENNE_NU_TP000030","2021-11-01",-17.9936376875981
"UKENNE_NU_TP000030","2021-11-08",-14.7086868793721
"UKENNE_NU_TP000030","2021-11-15",-15.2816424057771
"UKENNE_NU_TP000030","2021-11-22",-14.7112318043328
"UKENNE_NU_TP000030","2021-11-29",-17.9989820300157
"UKENNE_NU_TP000030","2021-12-06",-14.5691381389639
"UKENNE_NU_TP000030","2021-12-13",-14.7107228193407
"UKENNE_NU_TP000030","2021-12-20",-24.4262809961068
"UKENNE_NU_TP000030","2021-12-27",-59.7094503568603
"UKENNE_NU_TP000030","2022-01-03",-40.142348157865
"UKENNE_NU_TP000030","2022-01-10",-17.9992365225118
"UKENNE_NU_TP000030","2022-01-17",-16.28469631573
"UKENNE_NU_TP000030","2022-01-24",-14.9961826125589
"UKENNE_NU_TP000030","2022-01-31",-14.4247540411303
"UKENNE_NU_TP000030","2022-02-07",-13.8538344546939
"UKENNE_NU_TP000030","2022-02-14",-13.5683746614757
"UKENNE_NU_TP000030","2022-02-21",-20.7097048493564
"UKENNE_NU_TP000030","2022-02-28",-13.5678656764835
"UKENNE_NU_TP000030","2022-03-07",-11.2803699432967
"UKENNE_NU_TP000030","2022-03-14",-11.5673566914914
"UKENNE_NU_TP000030","2022-03-21",-13.2806244357928
"UKENNE_NU_TP000030","2022-03-28",-13.8517985147253
"UKENNE_NU_TP000030","2022-04-04",-12.9926197176138
"UKENNE_NU_TP000030","2022-04-11",-18.566084229011
"UKENNE_NU_TP000030","2022-04-18",-36.1403122178964
"UKENNE_NU_TP000030","2022-04-25",-12.5681201689796
"UKENNE_NU_TP000031","2021-05-03",0
"UKENNE_NU_TP000031","2021-05-10",-28.0561956763027
"UKENNE_NU_TP000031","2021-05-17",-26.9989784293579
