,site_code,dailyrain,date,
2409,UKENAN_AW_TP000069,9.37E-05,12/06/2021,
2410,UKENAN_AW_TP000069,8.45E-07,13/06/2021,
2411,UKENAN_AW_TP000069,2.91E-07,14/06/2021,
2412,UKENAN_AW_TP000069,4.31E-05,15/06/2021,
2413,UKENAN_AW_TP000069,0.000271234,16/06/2021,
2414,UKENAN_AW_TP000069,1.48E-05,17/06/2021,
2415,UKENAN_AW_TP000069,6.97E-06,18/06/2021,
2416,UKENAN_AW_TP000069,2.63E-05,19/06/2021,
2417,UKENAN_AW_TP000069,1.55E-06,20/06/2021,
2418,UKENAN_AW_TP000069,5.57E-07,21/06/2021,
2419,UKENAN_AW_TP000069,7.98E-06,22/06/2021,
2420,UKENAN_AW_TP000069,8.71E-05,23/06/2021,
2421,UKENAN_AW_TP000069,0.000102445,24/06/2021,
2422,UKENAN_AW_TP000069,8.24E-05,25/06/2021,
2423,UKENAN_AW_TP000069,1.45E-05,26/06/2021,
2424,UKENAN_AW_TP000069,2.34E-05,27/06/2021,
2425,UKENAN_AW_TP000069,4.38E-06,28/06/2021,
2426,UKENAN_AW_TP000069,4.39E-05,29/06/2021,
2427,UKENAN_AW_TP000069,5.20E-05,30/06/2021,
2428,UKENAN_AW_TP000069,3.60E-05,01/07/2021,
2429,UKENAN_AW_TP000069,0.000648328,02/07/2021,
2430,UKENAN_AW_TP000069,0.000145006,03/07/2021,
2431,UKENAN_AW_TP000069,0.000506011,04/07/2021,
2432,UKENAN_AW_TP000069,6.62E-05,05/07/2021,
2433,UKENAN_AW_TP000069,0.001333224,06/07/2021,
2434,UKENAN_AW_TP000069,0.001177922,07/07/2021,
2435,UKENAN_AW_TP000069,0.001419149,08/07/2021,
2436,UKENAN_AW_TP000069,0.003735261,09/07/2021,
2437,UKENAN_AW_TP000069,0.003780983,10/07/2021,
2438,UKENAN_AW_TP000069,0.000659458,11/07/2021,
2439,UKENAN_AW_TP000069,5.63E-05,12/07/2021,
2440,UKENAN_AW_TP000069,0.000365406,13/07/2021,
2441,UKENAN_AW_TP000069,0.000136634,14/07/2021,
2442,UKENAN_AW_TP000069,0.000414779,15/07/2021,
2443,UKENAN_AW_TP000069,0.000392302,16/07/2021,
2444,UKENAN_AW_TP000069,0.000475625,17/07/2021,
2445,UKENAN_AW_TP000069,0.002385881,18/07/2021,
2446,UKENAN_AW_TP000069,0.000255398,19/07/2021,
2447,UKENAN_AW_TP000069,0.00057771,20/07/2021,
2448,UKENAN_AW_TP000069,0.000476317,21/07/2021,
2449,UKENAN_AW_TP000069,0.003823147,22/07/2021,
2450,UKENAN_AW_TP000069,0.006171711,23/07/2021,
2451,UKENAN_AW_TP000069,0.000299483,24/07/2021,
2452,UKENAN_AW_TP000069,2.41E-05,25/07/2021,
2453,UKENAN_AW_TP000069,3.71E-05,26/07/2021,
2454,UKENAN_AW_TP000069,0.000120661,27/07/2021,
2455,UKENAN_AW_TP000069,3.40E-05,28/07/2021,
2456,UKENAN_AW_TP000069,0.00022632,29/07/2021,
2457,UKENAN_AW_TP000069,3.03E-05,30/07/2021,
2458,UKENAN_AW_TP000069,8.34E-05,31/07/2021,
2459,UKENAN_AW_TP000069,9.19E-05,01/08/2021,
2460,UKENAN_AW_TP000069,0.000730446,02/08/2021,
2461,UKENAN_AW_TP000069,0.000288808,03/08/2021,
2462,UKENAN_AW_TP000069,0.002526208,04/08/2021,
2463,UKENAN_AW_TP000069,0.001946312,05/08/2021,
2464,UKENAN_AW_TP000069,0.001370012,06/08/2021,
2465,UKENAN_AW_TP000069,0.000613714,07/08/2021,
2466,UKENAN_AW_TP000069,0.000228526,08/08/2021,
2467,UKENAN_AW_TP000069,0.008895494,09/08/2021,
2468,UKENAN_AW_TP000069,0.001120246,10/08/2021,
2469,UKENAN_AW_TP000069,0.000667484,11/08/2021,
2470,UKENAN_AW_TP000069,0.001434281,12/08/2021,
2471,UKENAN_AW_TP000069,0.000714118,13/08/2021,
2472,UKENAN_AW_TP000069,0.004774366,14/08/2021,
2473,UKENAN_AW_TP000069,0.002449253,15/08/2021,
2474,UKENAN_AW_TP000069,0.002699098,16/08/2021,
2475,UKENAN_AW_TP000069,0.002713254,17/08/2021,
2476,UKENAN_AW_TP000069,0.002332216,18/08/2021,
2477,UKENAN_AW_TP000069,0.001849457,19/08/2021,
2478,UKENAN_AW_TP000069,0.00263689,20/08/2021,
2479,UKENAN_AW_TP000069,0.000974163,21/08/2021,
2480,UKENAN_AW_TP000069,0.00212795,22/08/2021,
2481,UKENAN_AW_TP000069,0.00179768,23/08/2021,
2482,UKENAN_AW_TP000069,0.001987228,24/08/2021,
2483,UKENAN_AW_TP000069,0.002966877,25/08/2021,
2484,UKENAN_AW_TP000069,0.000886407,26/08/2021,
2485,UKENAN_AW_TP000069,0.000186667,27/08/2021,
2486,UKENAN_AW_TP000069,1.85E-05,28/08/2021,
2487,UKENAN_AW_TP000069,0.000536561,29/08/2021,
2488,UKENAN_AW_TP000069,7.05E-05,30/08/2021,
2489,UKENAN_AW_TP000069,3.04E-06,31/08/2021,
2490,UKENAN_AW_TP000069,1.80E-07,01/09/2021,
2491,UKENAN_AW_TP000069,0.000946061,02/09/2021,
2492,UKENAN_AW_TP000069,6.49E-05,03/09/2021,
2493,UKENAN_AW_TP000069,0.002105202,04/09/2021,
2494,UKENAN_AW_TP000069,0.000735413,05/09/2021,
2495,UKENAN_AW_TP000069,0.002084382,06/09/2021,
2496,UKENAN_AW_TP000069,0.002191283,07/09/2021,
2497,UKENAN_AW_TP000069,0.002596235,08/09/2021,
2498,UKENAN_AW_TP000069,0.001110293,09/09/2021,
2499,UKENAN_AW_TP000069,0.000682353,10/09/2021,
2500,UKENAN_AW_TP000069,0.000898029,11/09/2021,
2501,UKENAN_AW_TP000069,0.000646775,12/09/2021,
2502,UKENAN_AW_TP000069,0.000772118,13/09/2021,
2503,UKENAN_AW_TP000069,0.000118189,14/09/2021,
2504,UKENAN_AW_TP000069,0.000169592,15/09/2021,
2505,UKENAN_AW_TP000069,7.31E-05,16/09/2021,
2506,UKENAN_AW_TP000069,0.000181245,17/09/2021,
2507,UKENAN_AW_TP000069,5.93E-05,18/09/2021,
2508,UKENAN_AW_TP000069,0.000196075,19/09/2021,
2509,UKENAN_AW_TP000069,0.000110197,20/09/2021,
2510,UKENAN_AW_TP000069,9.78E-05,21/09/2021,
2511,UKENAN_AW_TP000069,2.56E-05,22/09/2021,
2512,UKENAN_AW_TP000069,0.000363954,23/09/2021,
2513,UKENAN_AW_TP000069,0.000572141,24/09/2021,
2514,UKENAN_AW_TP000069,0.001808803,25/09/2021,
2515,UKENAN_AW_TP000069,0.002532778,26/09/2021,
2516,UKENAN_AW_TP000069,0.006602343,27/09/2021,
2517,UKENAN_AW_TP000069,0.001192639,28/09/2021,
2518,UKENAN_AW_TP000069,0.003780887,29/09/2021,
2519,UKENAN_AW_TP000069,0.001629153,30/09/2021,
2520,UKENAN_AW_TP000069,0.000107892,01/10/2021,
2521,UKENAN_AW_TP000069,0.001886449,02/10/2021,
2522,UKENAN_AW_TP000069,0.000366358,03/10/2021,
2523,UKENAN_AW_TP000069,0.000659514,04/10/2021,
2524,UKENAN_AW_TP000069,0.000262678,05/10/2021,
2525,UKENAN_AW_TP000069,0.003482962,06/10/2021,
2526,UKENAN_AW_TP000069,0.000877204,07/10/2021,
2527,UKENAN_AW_TP000069,0.001678935,08/10/2021,
2528,UKENAN_AW_TP000069,0.001147812,09/10/2021,
2529,UKENAN_AW_TP000069,0.000278575,10/10/2021,
2530,UKENAN_AW_TP000069,0.000521213,11/10/2021,
2531,UKENAN_AW_TP000069,4.20E-05,12/10/2021,
2532,UKENAN_AW_TP000069,0.000148651,13/10/2021,
2533,UKENAN_AW_TP000069,0.001492436,14/10/2021,
2534,UKENAN_AW_TP000069,0.001048234,15/10/2021,
2535,UKENAN_AW_TP000069,0.00018428,16/10/2021,
2536,UKENAN_AW_TP000069,4.66E-05,17/10/2021,
2537,UKENAN_AW_TP000069,5.78E-06,18/10/2021,
2538,UKENAN_AW_TP000069,5.33E-07,19/10/2021,
2539,UKENAN_AW_TP000069,2.82E-07,20/10/2021,
2540,UKENAN_AW_TP000069,0.000381017,21/10/2021,
2541,UKENAN_AW_TP000069,3.14E-05,22/10/2021,
2542,UKENAN_AW_TP000069,6.92E-07,23/10/2021,
2543,UKENAN_AW_TP000069,0.000265035,24/10/2021,
2544,UKENAN_AW_TP000069,0.000339819,25/10/2021,
2545,UKENAN_AW_TP000069,2.82E-05,26/10/2021,
2546,UKENAN_AW_TP000069,0.000513921,27/10/2021,
2547,UKENAN_AW_TP000069,0.000142042,28/10/2021,
2548,UKENAN_AW_TP000069,3.64E-05,29/10/2021,
2549,UKENAN_AW_TP000069,2.18E-05,30/10/2021,
2550,UKENAN_AW_TP000069,2.07E-05,31/10/2021,
2551,UKENAN_AW_TP000069,3.42E-05,01/11/2021,
2552,UKENAN_AW_TP000069,2.75E-05,02/11/2021,
2553,UKENAN_AW_TP000069,0.000605472,03/11/2021,
2554,UKENAN_AW_TP000069,0.004257655,04/11/2021,
2555,UKENAN_AW_TP000069,0.00411443,05/11/2021,
2556,UKENAN_AW_TP000069,0.00164397,06/11/2021,
2557,UKENAN_AW_TP000069,0.001939465,07/11/2021,
2558,UKENAN_AW_TP000069,0.002538932,08/11/2021,
2559,UKENAN_AW_TP000069,0.000499229,09/11/2021,
2560,UKENAN_AW_TP000069,0.000806275,10/11/2021,
2561,UKENAN_AW_TP000069,0.000774526,11/11/2021,
2562,UKENAN_AW_TP000069,0.001021956,12/11/2021,
2563,UKENAN_AW_TP000069,0.006604665,13/11/2021,
2564,UKENAN_AW_TP000069,0.001080032,14/11/2021,
2565,UKENAN_AW_TP000069,0.000274072,15/11/2021,
2566,UKENAN_AW_TP000069,4.09E-05,16/11/2021,
2567,UKENAN_AW_TP000069,2.43E-06,17/11/2021,
2568,UKENAN_AW_TP000069,3.55E-08,18/11/2021,
2569,UKENAN_AW_TP000069,1.70E-06,19/11/2021,
2570,UKENAN_AW_TP000069,0.000176728,20/11/2021,
2571,UKENAN_AW_TP000069,0.00081667,21/11/2021,
2572,UKENAN_AW_TP000069,0.000405864,22/11/2021,
2573,UKENAN_AW_TP000069,5.33E-05,23/11/2021,
2574,UKENAN_AW_TP000069,5.95E-06,24/11/2021,
2575,UKENAN_AW_TP000069,0.000879647,25/11/2021,
2576,UKENAN_AW_TP000069,0.003081295,26/11/2021,
2577,UKENAN_AW_TP000069,0.00089254,27/11/2021,
2578,UKENAN_AW_TP000069,0.00172105,28/11/2021,
2579,UKENAN_AW_TP000069,0.00307521,29/11/2021,
2580,UKENAN_AW_TP000069,0.000280702,30/11/2021,
2581,UKENAN_AW_TP000069,0.006064195,01/12/2021,
2582,UKENAN_AW_TP000069,0.00095411,02/12/2021,
2583,UKENAN_AW_TP000069,5.34E-07,03/12/2021,
2584,UKENAN_AW_TP000069,8.75E-05,04/12/2021,
2585,UKENAN_AW_TP000069,7.34E-05,05/12/2021,
2586,UKENAN_AW_TP000069,0.002309157,06/12/2021,
2587,UKENAN_AW_TP000069,0.000185758,07/12/2021,
2588,UKENAN_AW_TP000069,0.00044286,08/12/2021,
2589,UKENAN_AW_TP000069,0.0001614,09/12/2021,
2590,UKENAN_AW_TP000069,1.40E-05,10/12/2021,
2591,UKENAN_AW_TP000069,5.65E-06,11/12/2021,
2592,UKENAN_AW_TP000069,0.000128607,12/12/2021,
2593,UKENAN_AW_TP000069,2.39E-05,13/12/2021,
2594,UKENAN_AW_TP000069,4.13E-05,14/12/2021,
2595,UKENAN_AW_TP000069,2.50E-06,15/12/2021,
2596,UKENAN_AW_TP000069,2.11E-07,16/12/2021,
2597,UKENAN_AW_TP000069,6.63E-07,17/12/2021,
2598,UKENAN_AW_TP000069,0.000442788,18/12/2021,
2599,UKENAN_AW_TP000069,0.005111675,19/12/2021,
2600,UKENAN_AW_TP000069,0.02326676,20/12/2021,
2601,UKENAN_AW_TP000069,0.002529666,21/12/2021,
2602,UKENAN_AW_TP000069,0.003033242,22/12/2021,
2603,UKENAN_AW_TP000069,0.001353358,23/12/2021,
2604,UKENAN_AW_TP000069,0.000861861,24/12/2021,
2605,UKENAN_AW_TP000069,3.36E-05,25/12/2021,
2606,UKENAN_AW_TP000069,0.000715447,26/12/2021,
2607,UKENAN_AW_TP000069,0.001672848,27/12/2021,
2608,UKENAN_AW_TP000069,0.001253624,28/12/2021,
2609,UKENAN_AW_TP000069,0.00068215,29/12/2021,
2610,UKENAN_AW_TP000069,0.007676443,30/12/2021,
2611,UKENAN_AW_TP000069,0.001394429,31/12/2021,
2612,UKENAN_AW_TP000069,0.00010138,01/01/2022,
2613,UKENAN_AW_TP000069,0.000918726,02/01/2022,
2614,UKENAN_AW_TP000069,3.04E-05,03/01/2022,
2615,UKENAN_AW_TP000069,0.000108492,04/01/2022,
2616,UKENAN_AW_TP000069,0.00162006,05/01/2022,
2617,UKENAN_AW_TP000069,0.00010092,06/01/2022,
2618,UKENAN_AW_TP000069,0.000573527,07/01/2022,
2619,UKENAN_AW_TP000069,4.01E-05,08/01/2022,
2620,UKENAN_AW_TP000069,1.20E-06,09/01/2022,
2621,UKENAN_AW_TP000069,9.59E-06,10/01/2022,
2622,UKENAN_AW_TP000069,0.000633742,11/01/2022,
2623,UKENAN_AW_TP000069,5.11E-05,12/01/2022,
2624,UKENAN_AW_TP000069,0.000602163,13/01/2022,
2625,UKENAN_AW_TP000069,7.84E-05,14/01/2022,
2626,UKENAN_AW_TP000069,3.21E-05,15/01/2022,
2627,UKENAN_AW_TP000069,1.63E-05,16/01/2022,
2628,UKENAN_AW_TP000069,0.000170845,17/01/2022,
2629,UKENAN_AW_TP000069,2.48E-05,18/01/2022,
2630,UKENAN_AW_TP000069,5.56E-07,19/01/2022,
2631,UKENAN_AW_TP000069,1.82E-05,20/01/2022,
2632,UKENAN_AW_TP000069,1.72E-05,21/01/2022,
2633,UKENAN_AW_TP000069,9.59E-06,22/01/2022,
2634,UKENAN_AW_TP000069,3.03E-06,23/01/2022,
2635,UKENAN_AW_TP000069,1.11E-06,24/01/2022,
2636,UKENAN_AW_TP000069,7.47E-05,25/01/2022,
2637,UKENAN_AW_TP000069,1.62E-05,26/01/2022,
2638,UKENAN_AW_TP000069,0.001232358,27/01/2022,
2639,UKENAN_AW_TP000069,0.00461197,28/01/2022,
2640,UKENAN_AW_TP000069,0.000427758,29/01/2022,
2641,UKENAN_AW_TP000069,0.000127984,30/01/2022,
2642,UKENAN_AW_TP000069,0.000935981,31/01/2022,
2643,UKENAN_AW_TP000069,0.001553957,01/02/2022,
2644,UKENAN_AW_TP000069,0.007615883,02/02/2022,
2645,UKENAN_AW_TP000069,0.000881655,03/02/2022,
2646,UKENAN_AW_TP000069,0.000803607,04/02/2022,
2647,UKENAN_AW_TP000069,0.006061859,05/02/2022,
2648,UKENAN_AW_TP000069,0.000284741,06/02/2022,
2649,UKENAN_AW_TP000069,4.29E-05,07/02/2022,
2650,UKENAN_AW_TP000069,7.37E-05,08/02/2022,
2651,UKENAN_AW_TP000069,8.33E-06,09/02/2022,
2652,UKENAN_AW_TP000069,0.000195939,10/02/2022,
2653,UKENAN_AW_TP000069,1.16E-05,11/02/2022,
2654,UKENAN_AW_TP000069,0.000263239,12/02/2022,
2655,UKENAN_AW_TP000069,0.000266914,13/02/2022,
2656,UKENAN_AW_TP000069,4.18E-05,14/02/2022,
2657,UKENAN_AW_TP000069,3.05E-05,15/02/2022,
2658,UKENAN_AW_TP000069,0.000724225,16/02/2022,
2659,UKENAN_AW_TP000069,0.002832177,17/02/2022,
2660,UKENAN_AW_TP000069,0.001646704,18/02/2022,
2661,UKENAN_AW_TP000069,0.003447129,19/02/2022,
2662,UKENAN_AW_TP000069,0.015378991,20/02/2022,
2663,UKENAN_AW_TP000069,0.001309801,21/02/2022,
2664,UKENAN_AW_TP000069,4.06E-05,22/02/2022,
2665,UKENAN_AW_TP000069,2.21E-05,23/02/2022,
2666,UKENAN_AW_TP000069,0.000178287,24/02/2022,
2667,UKENAN_AW_TP000069,0.00034144,25/02/2022,
2668,UKENAN_AW_TP000069,0.000235394,26/02/2022,
2669,UKENAN_AW_TP000069,5.02E-05,27/02/2022,
2670,UKENAN_AW_TP000069,1.44E-05,28/02/2022,
2671,UKENAN_AW_TP000069,0.003703723,01/03/2022,
2672,UKENAN_AW_TP000069,0.002385773,02/03/2022,
2673,UKENAN_AW_TP000069,0.004909532,03/03/2022,
2674,UKENAN_AW_TP000069,6.26E-05,04/03/2022,
2675,UKENAN_AW_TP000069,9.34E-05,05/03/2022,
2676,UKENAN_AW_TP000069,0.000183649,06/03/2022,
2677,UKENAN_AW_TP000069,0.000383374,07/03/2022,
2678,UKENAN_AW_TP000069,5.37E-05,08/03/2022,
2679,UKENAN_AW_TP000069,2.40E-06,09/03/2022,
2680,UKENAN_AW_TP000069,7.17E-08,10/03/2022,
2681,UKENAN_AW_TP000069,2.34E-05,11/03/2022,
2682,UKENAN_AW_TP000069,0.002337,12/03/2022,
2683,UKENAN_AW_TP000069,0.001031516,13/03/2022,
2684,UKENAN_AW_TP000069,0.000383739,14/03/2022,
2685,UKENAN_AW_TP000069,0.0001248,15/03/2022,
2686,UKENAN_AW_TP000069,0.000148231,16/03/2022,
2687,UKENAN_AW_TP000069,0.01047605,17/03/2022,
2688,UKENAN_AW_TP000069,0.00104184,18/03/2022,
2689,UKENAN_AW_TP000069,0.00023294,19/03/2022,
2690,UKENAN_AW_TP000069,0.000136915,20/03/2022,
2691,UKENAN_AW_TP000069,7.42E-05,21/03/2022,
2692,UKENAN_AW_TP000069,0.000733144,22/03/2022,
2693,UKENAN_AW_TP000069,0.000135739,23/03/2022,
2694,UKENAN_AW_TP000069,0.000101044,24/03/2022,
2695,UKENAN_AW_TP000069,8.31E-06,25/03/2022,
2696,UKENAN_AW_TP000069,6.13E-05,26/03/2022,
2697,UKENAN_AW_TP000069,1.22E-05,27/03/2022,
2698,UKENAN_AW_TP000069,3.96E-05,28/03/2022,
2699,UKENAN_AW_TP000069,0.000566968,29/03/2022,
2700,UKENAN_AW_TP000069,0.00385743,30/03/2022,
2701,UKENAN_AW_TP000069,0.003567504,31/03/2022,
2702,UKENAN_AW_TP000069,0.000793519,01/04/2022,
2703,UKENAN_AW_TP000069,0.003528539,02/04/2022,
2704,UKENAN_AW_TP000069,1.75E-05,03/04/2022,
2705,UKENAN_AW_TP000082,0.001991027,01/05/2021,
2706,UKENAN_AW_TP000082,0.002958428,02/05/2021,
2707,UKENAN_AW_TP000082,0.000566792,03/05/2021,
2708,UKENAN_AW_TP000082,0.001970775,04/05/2021,
2709,UKENAN_AW_TP000082,0.002883061,05/05/2021,
2710,UKENAN_AW_TP000082,0.000365278,06/05/2021,
2711,UKENAN_AW_TP000082,2.29E-05,07/05/2021,
2712,UKENAN_AW_TP000082,5.08E-07,08/05/2021,
2713,UKENAN_AW_TP000082,2.05E-05,09/05/2021,
2714,UKENAN_AW_TP000082,2.28E-06,10/05/2021,
2715,UKENAN_AW_TP000082,0.000764459,11/05/2021,
2716,UKENAN_AW_TP000082,0.000802917,12/05/2021,
2717,UKENAN_AW_TP000082,0.001268556,13/05/2021,
2718,UKENAN_AW_TP000082,0.000100748,14/05/2021,
2719,UKENAN_AW_TP000082,0.000463594,15/05/2021,
2720,UKENAN_AW_TP000082,0.004239761,16/05/2021,
2721,UKENAN_AW_TP000082,0.000631486,17/05/2021,
2722,UKENAN_AW_TP000082,1.71E-05,18/05/2021,
2723,UKENAN_AW_TP000082,1.81E-06,19/05/2021,
2724,UKENAN_AW_TP000082,0.000140233,20/05/2021,
2725,UKENAN_AW_TP000082,3.03E-05,21/05/2021,
2726,UKENAN_AW_TP000082,7.46E-05,22/05/2021,
2727,UKENAN_AW_TP000082,3.15E-05,23/05/2021,
2728,UKENAN_AW_TP000082,2.37E-06,24/05/2021,
2729,UKENAN_AW_TP000082,8.91E-07,25/05/2021,
2730,UKENAN_AW_TP000082,7.13E-08,26/05/2021,
2731,UKENAN_AW_TP000082,4.99E-06,27/05/2021,
2732,UKENAN_AW_TP000082,0.000170004,28/05/2021,
2733,UKENAN_AW_TP000082,0.000168328,29/05/2021,
2734,UKENAN_AW_TP000082,0.00147101,30/05/2021,
2735,UKENAN_AW_TP000082,0.000916444,31/05/2021,
2736,UKENAN_AW_TP000082,9.63E-05,01/06/2021,
2737,UKENAN_AW_TP000082,0.004427502,02/06/2021,
2738,UKENAN_AW_TP000082,0.000356657,03/06/2021,
2739,UKENAN_AW_TP000082,0.001065641,04/06/2021,
2740,UKENAN_AW_TP000082,6.06E-05,05/06/2021,
2741,UKENAN_AW_TP000082,0.000585243,06/06/2021,
2742,UKENAN_AW_TP000082,0.000224771,07/06/2021,
2743,UKENAN_AW_TP000082,0.004390532,08/06/2021,
2744,UKENAN_AW_TP000082,0.000389488,09/06/2021,
2745,UKENAN_AW_TP000082,3.63E-05,10/06/2021,
2746,UKENAN_AW_TP000082,0.000945069,11/06/2021,
2747,UKENAN_AW_TP000082,7.50E-05,12/06/2021,
2748,UKENAN_AW_TP000082,7.87E-07,13/06/2021,
2749,UKENAN_AW_TP000082,2.85E-07,14/06/2021,
2750,UKENAN_AW_TP000082,3.03E-05,15/06/2021,
2751,UKENAN_AW_TP000082,1.66E-05,16/06/2021,
2752,UKENAN_AW_TP000082,2.43E-06,17/06/2021,
2753,UKENAN_AW_TP000082,2.71E-06,18/06/2021,
2754,UKENAN_AW_TP000082,2.23E-05,19/06/2021,
2755,UKENAN_AW_TP000082,3.83E-05,20/06/2021,
2756,UKENAN_AW_TP000082,2.95E-06,21/06/2021,
2757,UKENAN_AW_TP000082,1.78E-06,22/06/2021,
2758,UKENAN_AW_TP000082,4.36E-05,23/06/2021,
2759,UKENAN_AW_TP000082,4.51E-05,24/06/2021,
2760,UKENAN_AW_TP000082,5.44E-05,25/06/2021,
2761,UKENAN_AW_TP000082,7.14E-06,26/06/2021,
2762,UKENAN_AW_TP000082,2.46E-05,27/06/2021,
2763,UKENAN_AW_TP000082,2.42E-06,28/06/2021,
2764,UKENAN_AW_TP000082,3.29E-05,29/06/2021,
2765,UKENAN_AW_TP000082,4.35E-05,30/06/2021,
2766,UKENAN_AW_TP000082,3.21E-05,01/07/2021,
2767,UKENAN_AW_TP000082,0.001167469,02/07/2021,
2768,UKENAN_AW_TP000082,0.000154981,03/07/2021,
2769,UKENAN_AW_TP000082,0.000470912,04/07/2021,
2770,UKENAN_AW_TP000082,7.46E-05,05/07/2021,
2771,UKENAN_AW_TP000082,0.001251974,06/07/2021,
2772,UKENAN_AW_TP000082,0.002195243,07/07/2021,
2773,UKENAN_AW_TP000082,0.002164307,08/07/2021,
2774,UKENAN_AW_TP000082,0.003861485,09/07/2021,
2775,UKENAN_AW_TP000082,0.003564871,10/07/2021,
2776,UKENAN_AW_TP000082,0.000678675,11/07/2021,
2777,UKENAN_AW_TP000082,3.53E-05,12/07/2021,
2778,UKENAN_AW_TP000082,0.000173795,13/07/2021,
2779,UKENAN_AW_TP000082,0.000121278,14/07/2021,
2780,UKENAN_AW_TP000082,0.000322104,15/07/2021,
2781,UKENAN_AW_TP000082,0.000249094,16/07/2021,
2782,UKENAN_AW_TP000082,0.000129265,17/07/2021,
2783,UKENAN_AW_TP000082,0.004531549,18/07/2021,
2784,UKENAN_AW_TP000082,0.000494094,19/07/2021,
2785,UKENAN_AW_TP000082,0.000379978,20/07/2021,
2786,UKENAN_AW_TP000082,0.000325755,21/07/2021,
2787,UKENAN_AW_TP000082,0.001809619,22/07/2021,
2788,UKENAN_AW_TP000082,0.004959798,23/07/2021,
2789,UKENAN_AW_TP000082,0.000341744,24/07/2021,
2790,UKENAN_AW_TP000082,0.000188477,25/07/2021,
2791,UKENAN_AW_TP000082,0.00021242,26/07/2021,
2792,UKENAN_AW_TP000082,0.000303412,27/07/2021,
2793,UKENAN_AW_TP000082,0.000219857,28/07/2021,
2794,UKENAN_AW_TP000082,0.00019106,29/07/2021,
2795,UKENAN_AW_TP000082,4.46E-05,30/07/2021,
2796,UKENAN_AW_TP000082,7.29E-05,31/07/2021,
2797,UKENAN_AW_TP000082,0.000228858,01/08/2021,
2798,UKENAN_AW_TP000082,0.000661461,02/08/2021,
2799,UKENAN_AW_TP000082,0.000274935,03/08/2021,
2800,UKENAN_AW_TP000082,0.002381415,04/08/2021,
2801,UKENAN_AW_TP000082,0.004029943,05/08/2021,
2802,UKENAN_AW_TP000082,0.001592315,06/08/2021,
2803,UKENAN_AW_TP000082,0.000830497,07/08/2021,
2804,UKENAN_AW_TP000082,0.000526717,08/08/2021,
2805,UKENAN_AW_TP000082,0.009924957,09/08/2021,
2806,UKENAN_AW_TP000082,0.001058128,10/08/2021,
2807,UKENAN_AW_TP000082,0.001806169,11/08/2021,
2808,UKENAN_AW_TP000082,0.003299742,12/08/2021,
2809,UKENAN_AW_TP000082,0.000715677,13/08/2021,
2810,UKENAN_AW_TP000082,0.000554508,14/08/2021,
2811,UKENAN_AW_TP000082,0.001537045,15/08/2021,
2812,UKENAN_AW_TP000082,0.001084767,16/08/2021,
2813,UKENAN_AW_TP000082,0.002195503,17/08/2021,
2814,UKENAN_AW_TP000082,0.002626036,18/08/2021,
2815,UKENAN_AW_TP000082,0.00127934,19/08/2021,
2816,UKENAN_AW_TP000082,0.002437598,20/08/2021,
2817,UKENAN_AW_TP000082,0.001286137,21/08/2021,
2818,UKENAN_AW_TP000082,0.00200642,22/08/2021,
2819,UKENAN_AW_TP000082,0.001058996,23/08/2021,
2820,UKENAN_AW_TP000082,0.000711584,24/08/2021,
2821,UKENAN_AW_TP000082,0.002582131,25/08/2021,
2822,UKENAN_AW_TP000082,0.001260333,26/08/2021,
2823,UKENAN_AW_TP000082,0.000597715,27/08/2021,
2824,UKENAN_AW_TP000082,8.40E-05,28/08/2021,
2825,UKENAN_AW_TP000082,0.000571403,29/08/2021,
2826,UKENAN_AW_TP000082,7.60E-05,30/08/2021,
2827,UKENAN_AW_TP000082,1.37E-06,31/08/2021,
2828,UKENAN_AW_TP000082,9.52E-08,01/09/2021,
2829,UKENAN_AW_TP000082,0.001681244,02/09/2021,
2830,UKENAN_AW_TP000082,0.000435614,03/09/2021,
2831,UKENAN_AW_TP000082,0.001301698,04/09/2021,
2832,UKENAN_AW_TP000082,0.001605166,05/09/2021,
2833,UKENAN_AW_TP000082,0.003453277,06/09/2021,
2834,UKENAN_AW_TP000082,0.002357778,07/09/2021,
2835,UKENAN_AW_TP000082,0.001706551,08/09/2021,
2836,UKENAN_AW_TP000082,0.001536115,09/09/2021,
2837,UKENAN_AW_TP000082,0.000787596,10/09/2021,
2838,UKENAN_AW_TP000082,0.001630392,11/09/2021,
2839,UKENAN_AW_TP000082,0.000676776,12/09/2021,
2840,UKENAN_AW_TP000082,0.002399893,13/09/2021,
2841,UKENAN_AW_TP000082,0.000203112,14/09/2021,
2842,UKENAN_AW_TP000082,0.000373131,15/09/2021,
2843,UKENAN_AW_TP000082,5.89E-05,16/09/2021,
2844,UKENAN_AW_TP000082,1.42E-05,17/09/2021,
2845,UKENAN_AW_TP000082,3.05E-05,18/09/2021,
2846,UKENAN_AW_TP000082,0.000199677,19/09/2021,
2847,UKENAN_AW_TP000082,7.49E-05,20/09/2021,
2848,UKENAN_AW_TP000082,5.16E-05,21/09/2021,
2849,UKENAN_AW_TP000082,1.90E-05,22/09/2021,
2850,UKENAN_AW_TP000082,0.000154877,23/09/2021,
2851,UKENAN_AW_TP000082,0.002244352,24/09/2021,
2852,UKENAN_AW_TP000082,0.0006607,25/09/2021,
2853,UKENAN_AW_TP000082,0.001599031,26/09/2021,
2854,UKENAN_AW_TP000082,0.006029884,27/09/2021,
