"","UKENAN_AW_TP000016","UKENAN_AW_TP000023","UKENAN_AW_TP000037","UKENAN_AW_TP000050","UKENAN_AW_TP000051","UKENAN_AW_TP000055","UKENAN_AW_TP000063","UKENAN_AW_TP000069","UKENAN_AW_TP000082","UKENAN_AW_TP000107","UKENAN_AW_TP000115","UKENAN_AW_TP000116","UKENAN_AW_TP000144","UKENAN_AW_TP000148","UKENAN_AW_TP000154","UKENAN_AW_TP000161","UKENAN_AW_TP000170","UKENAN_AW_TP000200","UKENAN_AW_TP000210","UKENAN_AW_TP000293","UKENAN_AW_TP000303","UKENAN_AW_TP000307","UKENAN_AW_TP000308","UKENMI_ST_TP000018","UKENMI_ST_TP000036","UKENMI_ST_TP000056","UKENMI_ST_TP000060","UKENMI_ST_TP000062","UKENMI_ST_TP000068","UKENMI_ST_TP000074","UKENMI_ST_TP000099","UKENMI_ST_TP000100","UKENMI_ST_TP000120","UKENMI_ST_TP000137","UKENMI_ST_TP000143","UKENMI_ST_TP000156","UKENMI_ST_TP000163","UKENMI_ST_TP000164","UKENMI_ST_TP000180","UKENMI_ST_TP000182","UKENMI_ST_TP000184","UKENMI_ST_TP000186","UKENMI_ST_TP000199","UKENMI_ST_TP000207","UKENMI_ST_TP000208","UKENMI_ST_TP000222","UKENMI_ST_TP000225","UKENMI_ST_TP000241","UKENMI_ST_TP000256","UKENNE_NU_TP000012","UKENNE_NU_TP000028","UKENNE_NU_TP000030","UKENNE_NU_TP000031","UKENNE_NU_TP000039","UKENNE_NU_TP000046","UKENNE_NU_TP000048","UKENNE_NU_TP000051","UKENNE_NU_TP000055","UKENNE_YW_TP000029","UKENNE_YW_TP000054","UKENNE_YW_TP000057","UKENNE_YW_TP000063","UKENNE_YW_TP000082","UKENNE_YW_TP000086","UKENNE_YW_TP000094","UKENNE_YW_TP000095","UKENNE_YW_TP000096","UKENNE_YW_TP000098","UKENNE_YW_TP000102","UKENNE_YW_TP000107","UKENNE_YW_TP000112","UKENNE_YW_TP000119","UKENNE_YW_TP000141","UKENNW_UU_TP000012","UKENNW_UU_TP000017","UKENNW_UU_TP000018","UKENNW_UU_TP000019","UKENNW_UU_TP000023","UKENNW_UU_TP000024","UKENNW_UU_TP000026","UKENNW_UU_TP000027","UKENNW_UU_TP000038","UKENNW_UU_TP000047","UKENNW_UU_TP000050","UKENNW_UU_TP000067","UKENNW_UU_TP000068","UKENNW_UU_TP000076","UKENNW_UU_TP000078","UKENNW_UU_TP000084","UKENNW_UU_TP000095","UKENNW_UU_TP000102","UKENNW_UU_TP000103","UKENNW_UU_TP000110","UKENNW_UU_TP000115","UKENNW_UU_TP000116","UKENNW_UU_TP000124","UKENNW_UU_TP000133","UKENSO_SW_TP000001","UKENSO_SW_TP000004","UKENSO_SW_TP000008","UKENSO_SW_TP000011","UKENSO_SW_TP000013","UKENSO_SW_TP000016","UKENSO_SW_TP000022","UKENSO_SW_TP000025","UKENSO_SW_TP000026","UKENSO_SW_TP000028","UKENSO_SW_TP000030","UKENSO_SW_TP000033","UKENSO_SW_TP000083","UKENSO_SW_TP000090","UKENSO_SW_TP000091","UKENSW_SWS_TP000002","UKENSW_SWS_TP000016","UKENSW_SWS_TP000024","UKENSW_SWS_TP000025","UKENSW_SWS_TP000051","UKENSW_SWS_TP000055","UKENSW_SWS_TP000058","UKENSW_SWS_TP000059","UKENSW_SWS_TP000064","UKENSW_SWS_TP000075","UKENSW_WXW_TP000004","UKENSW_WXW_TP000005","UKENSW_WXW_TP000038","UKENSW_WXW_TP000086","UKENSW_WXW_TP000100","UKENSW_WXW_TP000101","UKENTH_TWU_TP000010","UKENTH_TWU_TP000013","UKENTH_TWU_TP000014","UKENTH_TWU_TP000015","UKENTH_TWU_TP000021","UKENTH_TWU_TP000033","UKENTH_TWU_TP000050","UKENTH_TWU_TP000052","UKENTH_TWU_TP000054","UKENTH_TWU_TP000073","UKENTH_TWU_TP000084","UKENTH_TWU_TP000100","UKENTH_TWU_TP000102","UKENTH_TWU_TP000103","UKENTH_TWU_TP000106","UKENTH_TWU_TP000113","UKENTH_TWU_TP000116","UKENTH_TWU_TP000122","UKENTH_TWU_TP000125","UKENTH_TWU_TP000126","UKENTH_TWU_TP000133","UKENTH_TWU_TP000139","UKENTH_TWU_TP000155","UKENTH_TWU_TP000159"
"2021-08-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.750895178,4.312260316,NA,NA,5.167430604,NA,NA,NA,6.967589664,NA,NA,NA,NA,6.04371795,NA,NA,4.242766358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.159508718,NA,NA,4.930566355,NA,NA,NA,5.093136961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.577704468,NA,5.221406038,NA,NA,NA,NA,NA,NA,NA,NA,4.689830094,NA,5.326045057,NA,NA,5.724023869,NA,NA,NA,NA,3.738757158,NA,NA,NA,NA,NA,NA,5.876989895,NA,5.370743382,NA,NA,NA,NA,NA,NA,5.71127096,NA,6.827285018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.994158706,NA,NA,NA,NA,NA,NA,4.449008199,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-09",3.188630181,5.778775472,5.076687378,5.065095524,5.862402829,6.138007862,5.396537063,4.57376694,5.681749886,5.309839904,5.799345205,5.135441614,5.155523051,6.492433844,4.235337016,4.666241682,5.987528793,5.349402531,4.253769477,4.337591647,5.625978256,5.642774134,5.260653026,5.461305879,4.697175954,4.2293779,NA,4.530124399,5.846044623,5.344319682,5.536471389,5.040893518,6.084077009,5.936700929,NA,NA,5.239501563,5.789667724,NA,5.863077208,6.241204515,5.304565262,5.945215297,3.147229912,5.912582898,4.619774562,5.149123329,NA,6.815586989,5.677315536,NA,5.670830932,5.203777066,NA,5.96467228,NA,5.611156238,5.750652061,5.011528902,NA,4.712316747,5.536538948,NA,NA,5.255923252,NA,5.682774244,4.01206831,5.510399878,NA,6.405036415,5.619290539,4.931312388,5.996235495,NA,5.180972658,3.671908922,NA,5.143124195,4.441588562,5.076427895,NA,NA,NA,5.160775605,NA,5.901847093,4.874192424,5.435690092,5.952872338,4.052804513,4.338953055,NA,NA,NA,5.065296358,4.909086906,NA,6.050740894,5.705315739,6.051960033,5.787362081,NA,5.797687704,5.662902741,6.149869857,5.738509477,5.858546127,6.026918932,NA,5.511241655,NA,5.517787839,NA,5.961592768,6.347702783,6.100068985,5.759966273,NA,5.726312118,NA,5.717370949,4.84303599,5.911387071,5.10880631,5.454277103,5.277748391,5.832862569,NA,5.268859498,3.967141529,5.074133979,3.744444775,4.563494575,4.45059162,NA,4.226346829,4.374784095,5.626981159,3.389568871,4.807575675,6.003075194,NA,4.496975401,5.539023967,5.783646442,2.932020403,4.14114856,5.0058108,4.890683964,5.436101639,4.428726334
"2021-08-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.839366627,NA,NA,NA,NA,NA,NA,NA,4.85216068,4.821272944,NA,NA,5.743462233,NA,NA,NA,NA,NA,NA,NA,NA,5.876634618,NA,NA,5.303297427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.991108327,NA,NA,NA,NA,NA,NA,4.219373272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.183799771,5.628974958,5.332583786,NA,5.088868844,NA,NA,NA,NA,NA,NA,5.00530478,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.740921451,NA,NA,NA,NA,NA,NA,5.747931953,NA,5.726347341,NA,NA,NA,NA,NA,NA,5.788407324,NA,6.294237383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.955008199,NA,NA,NA,NA,NA,NA,4.333125262,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-23",6.306866468,5.743155964,5.630214491,5.88115928,5.779262099,6.105286922,5.320283,4.713552074,5.86529696,5.111161561,5.258356764,5.853857174,5.798863048,6.566738285,6.663339287,4.95131098,5.628079069,4.739364091,5.552313735,4.380722236,5.632566769,4.974525631,5.583964744,5.182321535,5.739287456,5.008418521,NA,5.300184298,4.786244627,4.381582998,4.809722973,5.625477246,4.510285674,5.597865602,NA,NA,5.121295017,5.163621307,NA,5.821166509,5.734932436,5.656420517,5.349157698,4.903281359,5.660383944,5.067319162,5.858231726,NA,5.118588623,5.13552313,NA,5.999008611,5.058078574,NA,5.916166551,NA,6.208434329,6.065852159,5.000376582,NA,4.223190057,3.875241512,NA,NA,5.16124394,5.424955616,5.566660413,4.340065144,6.16801252,NA,5.01641415,6.209534826,6.085007043,4.77881928,NA,4.500416417,4.325915034,NA,4.502961774,5.018213666,5.35475796,NA,6.153849286,NA,5.612839503,NA,6.014292357,5.321917157,5.721441179,5.981031724,4.407943832,3.900147425,NA,NA,5.430331953,5.050265314,4.901531387,3.669032815,5.279031743,5.429472977,5.762977505,5.626877128,NA,5.89332731,5.304800985,5.145081404,5.343827869,5.571206214,5.071730273,NA,4.569344473,NA,5.070881611,NA,6.16433052,5.765275567,5.07197101,4.996416455,NA,4.430097705,NA,5.35760533,3.783023381,5.073329736,5.478608073,4.651739623,5.839593124,5.844773009,NA,5.69956858,4.465498942,5.275729652,4.795964852,5.684627108,5.463779994,NA,4.813184644,5.355109107,4.481871984,5.595764655,4.996455125,6.375010694,4.412976581,4.3671804,5.959989231,5.239990137,4.545987757,4.905365145,5.097482857,5.54201606,5.490921983,5.732579766
"2021-08-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.358289703,3.947557312,NA,NA,5.013383862,NA,NA,NA,NA,NA,NA,NA,NA,5.722883847,NA,NA,5.349799075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.864541747,NA,NA,4.768407066,NA,NA,NA,3.469890863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.610777716,NA,5.229470634,NA,5.295557207,NA,NA,NA,NA,NA,NA,4.935478151,NA,4.748510043,NA,NA,5.538698277,NA,NA,NA,NA,5.397926269,NA,NA,NA,NA,NA,NA,5.649787917,NA,5.597402956,NA,NA,NA,NA,NA,NA,5.049799296,NA,6.120048384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.588387889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-09-06",5.303425248,6.162741652,5.31335313,5.696996406,4.864241185,5.927706237,5.623831682,4.587114908,6.070635481,6.213365056,4.997816928,5.646475789,4.809772982,5.980446697,5.49252328,5.029293769,5.251451418,5.700019416,4.908008485,5.396249102,6.021630255,5.52662724,6.012233013,5.751232033,5.823519646,3.372121531,5.983471424,5.305065781,5.537171096,4.985030507,5.743742829,5.181406108,6.210219467,6.125528717,NA,NA,4.900787562,6.885288428,NA,5.349148701,NA,5.95854921,NA,4.022941256,6.188044399,5.254053371,5.759239082,NA,5.331831085,5.54375177,NA,6.366517224,4.736936203,NA,6.005491908,NA,5.585677846,5.930739115,5.438212957,NA,3.763943182,4.560756905,NA,NA,5.451275711,NA,5.206701789,5.185790288,5.558141913,NA,4.818638338,5.658716158,5.066793381,4.521161089,NA,3.010348054,4.013695776,NA,4.904747338,4.992415664,5.401560687,NA,5.751506173,NA,5.47097824,NA,5.641515977,4.981667545,5.31509159,5.505842067,5.459259546,4.183314396,NA,NA,NA,4.701136455,4.959789624,NA,4.834795874,4.410017522,4.61614934,5.794886766,NA,6.120674109,5.28602126,5.930412621,5.5321194,4.159921612,5.833731998,NA,5.158591098,NA,5.915088414,NA,6.208792308,6.053145857,5.500828132,6.379669199,NA,5.88318205,NA,5.754172546,5.023324465,6.166123028,5.665301097,5.493783,5.707239078,5.683826217,4.666089603,5.934674752,3.975362232,5.063791443,4.703574014,5.453979942,5.37261611,NA,4.799150764,4.607343715,5.11451675,5.217953991,3.347450464,6.06910831,5.020798839,4.635090128,5.469105036,5.972693106,4.205955211,4.793452722,5.745200034,6.077295796,5.904786651,4.29166581
"2021-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.117393636,4.626586891,NA,NA,4.301478939,NA,5.750316025,NA,5.55774521,NA,NA,NA,NA,5.03576285,NA,NA,5.666552072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.855532568,NA,NA,4.528944127,NA,4.435157778,NA,5.079220277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.369091834,NA,5.103635189,NA,5.494959209,NA,4.77578699,NA,NA,NA,NA,5.312246448,NA,4.185349965,NA,NA,5.620239768,NA,NA,NA,NA,4.166395336,NA,NA,NA,NA,NA,NA,5.43796502,NA,5.349382548,NA,NA,NA,NA,NA,NA,NA,NA,5.916678614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12041037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-09-20",4.390269909,4.978255793,4.963939863,5.196838841,4.906298551,5.595401442,5.343431727,3.475336839,5.797547638,4.816618554,5.356647485,5.862878395,5.312256804,5.782893311,5.808316431,5.332500903,5.425552399,5.152933828,5.120481308,4.483426233,5.452838223,5.394069028,4.841688864,5.643248262,NA,4.080032529,6.038999019,5.273114019,5.208791754,4.798450354,2.859074012,5.466700621,6.216496072,6.086365586,NA,NA,3.596342697,6.196764683,NA,5.151365864,4.963383617,5.09637479,3.980220034,4.946269502,4.806949918,4.722757105,5.359975077,NA,5.115394084,5.736090051,NA,5.958005148,4.912173281,NA,5.328153092,NA,5.193000839,6.266238968,4.624841012,NA,3.798885089,4.839230554,NA,NA,4.739561057,NA,5.724461136,NA,5.151098954,NA,4.007582486,3.263552446,5.453805406,4.95731477,NA,4.859100907,4.219561634,NA,4.957219962,2.712566164,4.951771304,NA,6.097648224,NA,5.536220639,NA,5.991916645,5.148763553,5.58337177,5.19005681,5.484507623,4.582059928,NA,NA,NA,5.121512319,5.036794565,NA,5.261560524,4.894487806,4.898502717,4.904065612,NA,5.687088813,5.520215198,5.078904704,5.2260185,5.080684447,5.101699288,NA,4.430407033,NA,5.931868181,NA,5.760491683,6.009335945,5.725947634,5.902954292,5.445691242,5.876488178,NA,5.529268375,4.310048554,5.694308398,5.348812251,5.521939087,5.416633997,6.005029456,4.96872585,5.659771593,4.422067806,4.069552244,3.214566771,5.047208762,4.908452854,NA,5.058662091,5.532816965,3.484497842,4.800563153,4.537488561,5.551214881,4.245717188,3.280216469,5.813502078,3.804103256,3.99379909,5.312142057,5.217270977,5.620641829,4.964145107,5.050697857
"2021-09-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.336030717,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.544311172,4.194370329,NA,NA,4.646653987,NA,NA,NA,NA,NA,NA,NA,NA,5.608285687,NA,NA,5.52924106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.886101991,NA,NA,3.519786003,NA,4.045234505,NA,4.11522379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.117143876,NA,4.904426179,NA,4.11756468,NA,NA,NA,NA,NA,NA,3.169222323,NA,3.521932281,NA,NA,4.325388896,NA,NA,NA,NA,5.249979207,NA,NA,NA,NA,NA,NA,5.380980011,NA,5.727181033,NA,NA,NA,NA,NA,NA,5.174078389,NA,5.307135046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-10-04",5.671741487,3.742155302,4.87561066,5.769608556,5.426653515,5.24006301,4.509596201,3.136761124,5.417633936,4.306249197,5.715279953,5.461699034,5.013127507,5.592834044,5.289373214,5.242349543,5.537665644,4.009880877,4.096096643,5.964936302,5.544692427,5.245796686,4.539094202,5.912919851,4.968632522,3.549696101,5.532743789,4.995888038,2.748579374,5.079563031,5.318963821,3.209729508,5.197735473,4.275877592,NA,NA,3.506143822,5.420581546,NA,6.020334407,4.824766716,5.730511774,NA,3.390709141,5.578316281,5.087229045,3.720201328,NA,5.763097172,5.730521419,NA,3.377710814,4.809241398,NA,4.975107978,NA,5.693474379,5.74675284,4.647936244,NA,3.584599468,4.918627585,NA,NA,4.77627306,NA,3.396676314,NA,5.345978945,NA,5.527291165,5.552638204,5.062914722,5.30253511,NA,5.390067061,4.57189445,NA,4.719599258,4.226611371,5.320384208,NA,5.730880698,NA,5.74842806,NA,5.495521411,5.744640264,4.56015389,5.760708259,4.679094295,4.632823649,NA,NA,NA,4.755176613,4.927519626,NA,5.184202571,5.745505861,5.434447974,5.263257141,NA,6.320940884,5.249777544,6.14275683,6.034126175,6.29782855,5.572197045,NA,5.600347425,NA,5.794263958,NA,5.683702087,5.759091481,5.186006003,5.638119998,NA,5.369022143,NA,5.880492365,5.021300956,5.264436408,5.141566494,5.362778051,5.033745431,5.697148027,5.079978076,5.272365903,5.011757266,4.74909116,2.87235703,NA,4.733577254,4.193629299,4.325040317,5.250868991,4.777146722,4.712510536,4.628484662,5.804840432,4.542922285,3.787171405,5.159730944,5.795769127,4.96308072,5.104411568,5.112230031,4.634203592,5.027403101,5.034025639
"2021-10-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.290505905,NA,NA,NA,NA,NA,NA,5.258019943,NA,NA,NA,NA,5.947261878,NA,NA,4.64042086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68891903,NA,NA,4.371896744,NA,4.061618431,NA,4.993432229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.901995562,NA,4.755295184,NA,5.489168073,NA,NA,NA,NA,NA,NA,3.830698742,NA,3.306161024,NA,NA,5.017613097,NA,NA,NA,NA,4.539905297,NA,NA,NA,NA,NA,NA,4.843536588,NA,4.286493962,NA,5.592361135,NA,NA,NA,NA,5.426587176,NA,6.71896698,NA,NA,NA,NA,NA,NA,NA,5.577176862,NA,NA,NA,NA,NA,NA,4.215805831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-10-18",3.953577011,6.441904097,5.063259459,5.108007771,5.41641016,4.840594142,5.71706844,2.897817283,4.958892049,4.999254955,5.118840612,5.639845061,5.079906383,5.462188182,5.263507926,5.139634927,5.397911628,4.566344272,3.72487719,5.143044436,5.125400728,4.429330599,3.661698183,5.432700132,5.005522804,3.497767605,NA,5.076174381,4.725492137,4.725797491,4.698001251,4.878366266,5.855404605,5.541081523,5.272685394,NA,4.395796662,5.673891452,2.630518336,4.670733292,4.356993897,5.924315094,4.796224592,4.860200492,5.057660086,3.894758605,5.519570387,NA,5.180337742,5.123316371,NA,5.875964944,4.473358724,NA,5.852577355,NA,5.603358274,5.837912694,5.644633702,NA,4.501631611,4.119672986,NA,NA,4.770647202,NA,4.363830487,NA,5.020304142,NA,4.808205949,5.800714433,4.039137099,4.976812306,NA,5.166777576,4.115143425,NA,3.825102312,4.879666445,4.920578153,NA,5.450004257,NA,5.022771965,NA,4.871091816,5.485675674,5.016765905,5.340654066,3.321354558,3.332432737,NA,NA,NA,4.501111704,4.701676943,NA,5.19321303,5.741759917,4.823060363,5.977097574,NA,6.416860847,5.462198011,6.083726731,4.967457625,5.423252221,5.838681384,NA,3.954531199,NA,6.011010316,NA,5.786690976,4.944469715,5.721117731,4.759565967,NA,5.6393231,NA,5.261724021,4.631843993,5.684147528,5.598605537,5.224282138,5.359488494,5.551496877,NA,4.992916636,4.318907098,5.427977514,3.173387026,NA,4.449332637,NA,4.626576259,5.670279373,5.047306553,4.984079027,4.141781813,5.195998043,4.870503793,4.319773248,4.988890637,3.979956442,3.821092645,4.674739188,2.94423992,5.327323889,4.892993891,5.243437949
"2021-10-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.562158718,NA,NA,5.093282976,NA,NA,NA,NA,5.473391231,4.560319403,NA,NA,5.421122258,NA,NA,NA,NA,NA,NA,NA,NA,5.643823487,NA,NA,4.700641171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82920761,NA,NA,4.170685418,NA,4.647172825,NA,3.962467253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.915088245,NA,3.647695708,NA,4.560550131,NA,NA,NA,NA,NA,NA,4.698357396,NA,4.88836081,NA,NA,5.93431163,NA,NA,NA,5.801385261,5.099023802,NA,NA,NA,NA,NA,NA,4.321886969,NA,5.284649666,NA,5.97648293,NA,NA,NA,NA,6.11379283,NA,5.326259469,NA,NA,NA,NA,NA,NA,NA,5.168635653,NA,NA,NA,NA,5.147266715,NA,4.673348939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-11-01",4.126032452,6.124963615,5.001672052,5.832983137,5.518475377,4.191441981,3.815986809,4.685477241,5.539170377,4.831114235,5.223328272,4.950907653,5.28947715,5.844976799,5.214036631,4.501481657,5.020471184,4.717463616,3.815978477,5.618672583,4.625124595,5.079309534,5.00593502,5.753566875,5.72910528,4.108987771,5.441624379,5.302166729,5.068118434,NA,4.862479569,5.45563983,5.82870473,7.193350277,NA,NA,4.029805609,4.605200884,NA,5.632390743,5.49551272,5.4980431,5.738850396,4.544578448,5.476297589,4.490356705,5.653752477,NA,5.107264914,5.242419451,NA,5.462397535,4.287164541,NA,5.435251511,5.438003391,5.345498623,5.569325027,4.462428547,NA,4.824145691,4.898673344,NA,NA,4.11584659,NA,4.393346463,NA,4.948887417,NA,4.803002497,5.871163365,4.495052103,4.502868959,NA,5.731162391,4.638963718,NA,4.047169849,5.19561093,5.303169222,NA,5.049301785,NA,5.138830011,NA,4.520462087,5.357997638,4.949393032,4.943719182,5.314874955,5.175110174,NA,NA,NA,4.131579099,4.825548056,NA,3.869722144,4.226158194,5.518165223,NA,NA,5.878676556,6.247539207,6.06735847,6.437397017,5.351252226,5.178676644,NA,4.883272093,NA,6.307274977,NA,5.958929025,6.481304174,6.049642633,5.774240153,NA,6.286730881,NA,5.573911225,5.168561725,5.685741999,4.921295785,5.426166125,5.918276429,5.948370851,NA,5.077525983,NA,5.538265927,3.427115977,4.886714995,5.594355055,NA,5.017950943,4.314899141,5.125437895,5.70754608,4.403884507,6.182335714,4.836428679,4.137991965,NA,5.215220879,4.203727641,4.388953619,5.554572598,6.6538712,4.857625012,4.584029342
"2021-11-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05955423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.470565133,4.101626043,NA,NA,5.115907969,NA,NA,NA,NA,NA,NA,NA,NA,5.440296414,NA,NA,5.448164524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.192268105,NA,NA,4.463034986,NA,4.944262015,NA,4.212071917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.074304826,NA,5.489405968,NA,5.730244739,NA,NA,NA,NA,NA,NA,4.579585658,NA,NA,NA,NA,5.150799427,NA,NA,NA,NA,4.913062348,NA,NA,NA,NA,NA,NA,5.104755112,NA,5.348867565,NA,5.358058121,NA,NA,NA,NA,5.292357374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.616449301,NA,NA,NA,NA,NA,NA,NA
"2021-11-15",4.096269631,5.947744336,4.876278364,4.816893515,5.795185548,5.400553665,6.08338466,3.521932868,6.451178134,5.016731889,5.350511446,5.280285157,NA,6.584593487,5.755675243,5.671181423,5.947523616,2.953951049,3.463261862,5.051130913,4.876719113,5.159023032,5.029463776,5.696408465,5.967631239,4.000206241,5.439443186,5.293583291,4.961353715,5.230676438,5.432619791,3.677987912,5.901741999,4.46188863,NA,NA,4.022717311,5.121367828,NA,5.788043302,4.75025148,4.812227903,6.089588396,5.089003732,3.264449799,4.861228327,4.945888134,NA,5.279214247,5.428378326,NA,6.217315413,4.948552378,NA,NA,5.163405064,5.017589204,5.983664375,3.033032453,NA,4.872454266,3.868591844,NA,NA,4.787633313,NA,3.749629399,NA,5.395723945,NA,4.654452084,6.361281049,3.07906741,6.306852716,NA,5.577699294,3.613664255,NA,5.294207418,3.449758588,4.785960134,NA,5.390594306,NA,5.223280738,NA,5.87916147,4.390365537,4.333447025,5.509848977,5.010333611,5.018576349,NA,NA,5.193310632,4.040142486,5.222855295,NA,5.278352289,4.980566788,5.139237856,5.261460423,NA,5.732650775,5.329878957,5.319516807,5.623709919,5.645032664,5.228367958,NA,4.173356733,NA,5.515417246,NA,NA,5.787018945,5.892265942,6.50559217,NA,5.654773292,NA,5.703961848,3.98427441,5.4262334,4.713237832,5.802202832,5.395056191,5.993823871,5.129964309,5.692449561,4.690651191,4.413028395,4.021705005,4.52152913,4.319669205,4.288852076,4.813372644,5.853000604,4.536544134,5.427684252,4.681005642,6.317669133,4.231697352,4.653158372,5.725400772,2.660969155,4.04988352,2.910101873,5.721064103,5.754400341,5.307972088,4.599447444
"2021-11-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.232449712,NA,NA,4.874591832,NA,NA,NA,NA,NA,NA,NA,NA,4.965135465,NA,NA,4.749408765,NA,NA,5.697291888,NA,NA,NA,NA,NA,NA,NA,NA,4.618863241,NA,NA,5.09171785,NA,4.916461056,NA,3.293783519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.026691292,NA,3.141164358,NA,5.270593927,NA,NA,NA,NA,NA,NA,4.35774699,NA,4.208003601,NA,NA,5.076046702,NA,NA,NA,NA,5.145825497,NA,NA,NA,NA,NA,NA,6.057462086,NA,5.638341821,NA,5.878648893,NA,NA,NA,NA,4.892029221,NA,5.895964163,NA,NA,NA,NA,NA,NA,NA,5.371034328,NA,NA,NA,NA,NA,NA,2.193900494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
