"site_code","one_week_date","Log10_NoV_norm","nov_3week"
"UKENAN_AW_TP000016",2021-05-24,NA,NA
"UKENAN_AW_TP000016",2021-05-31,3.166716595,3.166716595
"UKENAN_AW_TP000016",2021-06-07,NA,3.166716595
"UKENAN_AW_TP000016",2021-06-14,4.399067904,3.7828922495
"UKENAN_AW_TP000016",2021-06-21,NA,4.399067904
"UKENAN_AW_TP000016",2021-06-28,4.798044081,4.5985559925
"UKENAN_AW_TP000016",2021-07-05,NA,4.798044081
"UKENAN_AW_TP000016",2021-07-12,5.232496879,5.01527048
"UKENAN_AW_TP000016",2021-07-19,NA,5.232496879
"UKENAN_AW_TP000016",2021-07-26,4.194496483,4.713496681
"UKENAN_AW_TP000016",2021-08-02,NA,4.194496483
"UKENAN_AW_TP000016",2021-08-09,3.188630181,3.691563332
"UKENAN_AW_TP000016",2021-08-16,NA,3.188630181
"UKENAN_AW_TP000016",2021-08-23,6.306866468,4.7477483245
"UKENAN_AW_TP000016",2021-08-30,NA,6.306866468
"UKENAN_AW_TP000016",2021-09-06,5.303425248,5.805145858
"UKENAN_AW_TP000016",2021-09-13,NA,5.303425248
"UKENAN_AW_TP000016",2021-09-20,4.390269909,4.8468475785
"UKENAN_AW_TP000016",2021-09-27,NA,4.390269909
"UKENAN_AW_TP000016",2021-10-04,5.671741487,5.031005698
"UKENAN_AW_TP000016",2021-10-11,NA,5.671741487
"UKENAN_AW_TP000016",2021-10-18,3.953577011,4.812659249
"UKENAN_AW_TP000016",2021-10-25,NA,3.953577011
"UKENAN_AW_TP000016",2021-11-01,4.126032452,4.0398047315
"UKENAN_AW_TP000016",2021-11-08,NA,4.126032452
"UKENAN_AW_TP000016",2021-11-15,4.096269631,4.1111510415
"UKENAN_AW_TP000016",2021-11-22,NA,4.096269631
"UKENAN_AW_TP000016",2021-11-29,4.342471563,4.219370597
"UKENAN_AW_TP000016",2021-12-06,NA,4.342471563
"UKENAN_AW_TP000016",2021-12-13,3.660576284,4.0015239235
"UKENAN_AW_TP000016",2021-12-20,NA,3.660576284
"UKENAN_AW_TP000016",2021-12-27,3.344399242,3.502487763
"UKENAN_AW_TP000016",2022-01-03,NA,3.344399242
"UKENAN_AW_TP000016",2022-01-10,3.84208184,3.593240541
"UKENAN_AW_TP000016",2022-01-17,NA,3.84208184
"UKENAN_AW_TP000016",2022-01-24,4.935562603,4.3888222215
"UKENAN_AW_TP000016",2022-01-31,NA,4.935562603
"UKENAN_AW_TP000016",2022-02-07,5.473430513,5.204496558
"UKENAN_AW_TP000016",2022-02-14,NA,5.473430513
"UKENAN_AW_TP000016",2022-02-21,NA,5.473430513
"UKENAN_AW_TP000016",2022-02-28,NA,NA
"UKENAN_AW_TP000016",2022-03-07,NA,NA
"UKENAN_AW_TP000016",2022-03-14,NA,NA
"UKENAN_AW_TP000016",2022-03-21,NA,NA
"UKENAN_AW_TP000016",2022-03-28,NA,NA
"UKENAN_AW_TP000023",2021-05-24,NA,NA
"UKENAN_AW_TP000023",2021-05-31,5.88127531,5.88127531
"UKENAN_AW_TP000023",2021-06-07,NA,5.88127531
"UKENAN_AW_TP000023",2021-06-14,6.001939518,5.941607414
"UKENAN_AW_TP000023",2021-06-21,NA,6.001939518
"UKENAN_AW_TP000023",2021-06-28,5.162744574,5.582342046
"UKENAN_AW_TP000023",2021-07-05,NA,5.162744574
"UKENAN_AW_TP000023",2021-07-12,6.455993529,5.8093690515
"UKENAN_AW_TP000023",2021-07-19,NA,6.455993529
"UKENAN_AW_TP000023",2021-07-26,5.844756531,6.15037503
"UKENAN_AW_TP000023",2021-08-02,NA,5.844756531
"UKENAN_AW_TP000023",2021-08-09,5.778775472,5.8117660015
"UKENAN_AW_TP000023",2021-08-16,NA,5.778775472
"UKENAN_AW_TP000023",2021-08-23,5.743155964,5.760965718
"UKENAN_AW_TP000023",2021-08-30,NA,5.743155964
"UKENAN_AW_TP000023",2021-09-06,6.162741652,5.952948808
"UKENAN_AW_TP000023",2021-09-13,NA,6.162741652
"UKENAN_AW_TP000023",2021-09-20,4.978255793,5.5704987225
"UKENAN_AW_TP000023",2021-09-27,NA,4.978255793
"UKENAN_AW_TP000023",2021-10-04,3.742155302,4.3602055475
"UKENAN_AW_TP000023",2021-10-11,NA,3.742155302
"UKENAN_AW_TP000023",2021-10-18,6.441904097,5.0920296995
"UKENAN_AW_TP000023",2021-10-25,NA,6.441904097
"UKENAN_AW_TP000023",2021-11-01,6.124963615,6.283433856
"UKENAN_AW_TP000023",2021-11-08,NA,6.124963615
"UKENAN_AW_TP000023",2021-11-15,5.947744336,6.0363539755
"UKENAN_AW_TP000023",2021-11-22,NA,5.947744336
"UKENAN_AW_TP000023",2021-11-29,5.75179617,5.849770253
"UKENAN_AW_TP000023",2021-12-06,NA,5.75179617
"UKENAN_AW_TP000023",2021-12-13,4.033924161,4.8928601655
"UKENAN_AW_TP000023",2021-12-20,NA,4.033924161
"UKENAN_AW_TP000023",2021-12-27,5.237842473,4.635883317
"UKENAN_AW_TP000023",2022-01-03,NA,5.237842473
"UKENAN_AW_TP000023",2022-01-10,5.352689476,5.2952659745
"UKENAN_AW_TP000023",2022-01-17,NA,5.352689476
"UKENAN_AW_TP000023",2022-01-24,4.034168371,4.6934289235
"UKENAN_AW_TP000023",2022-01-31,NA,4.034168371
"UKENAN_AW_TP000023",2022-02-07,5.359680266,4.6969243185
"UKENAN_AW_TP000023",2022-02-14,NA,5.359680266
"UKENAN_AW_TP000023",2022-02-21,5.761843077,5.5607616715
"UKENAN_AW_TP000023",2022-02-28,NA,5.761843077
"UKENAN_AW_TP000023",2022-03-07,6.0664253,5.9141341885
"UKENAN_AW_TP000023",2022-03-14,NA,6.0664253
"UKENAN_AW_TP000023",2022-03-21,5.944262703,6.0053440015
"UKENAN_AW_TP000023",2022-03-28,NA,5.944262703
"UKENAN_AW_TP000037",2021-05-24,NA,NA
"UKENAN_AW_TP000037",2021-05-31,3.903311068,3.903311068
"UKENAN_AW_TP000037",2021-06-07,NA,3.903311068
"UKENAN_AW_TP000037",2021-06-14,5.183000937,4.5431560025
"UKENAN_AW_TP000037",2021-06-21,NA,5.183000937
"UKENAN_AW_TP000037",2021-06-28,4.947731398,5.0653661675
"UKENAN_AW_TP000037",2021-07-05,NA,4.947731398
"UKENAN_AW_TP000037",2021-07-12,4.313605257,4.6306683275
"UKENAN_AW_TP000037",2021-07-19,NA,4.313605257
"UKENAN_AW_TP000037",2021-07-26,5.384973196,4.8492892265
"UKENAN_AW_TP000037",2021-08-02,NA,5.384973196
"UKENAN_AW_TP000037",2021-08-09,5.076687378,5.230830287
"UKENAN_AW_TP000037",2021-08-16,NA,5.076687378
"UKENAN_AW_TP000037",2021-08-23,5.630214491,5.3534509345
"UKENAN_AW_TP000037",2021-08-30,NA,5.630214491
"UKENAN_AW_TP000037",2021-09-06,5.31335313,5.4717838105
"UKENAN_AW_TP000037",2021-09-13,NA,5.31335313
"UKENAN_AW_TP000037",2021-09-20,4.963939863,5.1386464965
"UKENAN_AW_TP000037",2021-09-27,NA,4.963939863
"UKENAN_AW_TP000037",2021-10-04,4.87561066,4.9197752615
"UKENAN_AW_TP000037",2021-10-11,NA,4.87561066
"UKENAN_AW_TP000037",2021-10-18,5.063259459,4.9694350595
"UKENAN_AW_TP000037",2021-10-25,NA,5.063259459
"UKENAN_AW_TP000037",2021-11-01,5.001672052,5.0324657555
"UKENAN_AW_TP000037",2021-11-08,NA,5.001672052
"UKENAN_AW_TP000037",2021-11-15,4.876278364,4.938975208
"UKENAN_AW_TP000037",2021-11-22,NA,4.876278364
"UKENAN_AW_TP000037",2021-11-29,4.923187599,4.8997329815
"UKENAN_AW_TP000037",2021-12-06,NA,4.923187599
"UKENAN_AW_TP000037",2021-12-13,5.154712338,5.0389499685
"UKENAN_AW_TP000037",2021-12-20,NA,5.154712338
"UKENAN_AW_TP000037",2021-12-27,4.734279882,4.94449611
"UKENAN_AW_TP000037",2022-01-03,NA,4.734279882
"UKENAN_AW_TP000037",2022-01-10,3.838015623,4.2861477525
"UKENAN_AW_TP000037",2022-01-17,NA,3.838015623
"UKENAN_AW_TP000037",2022-01-24,4.45439103,4.1462033265
"UKENAN_AW_TP000037",2022-01-31,NA,4.45439103
"UKENAN_AW_TP000037",2022-02-07,5.245269379,4.8498302045
"UKENAN_AW_TP000037",2022-02-14,NA,5.245269379
"UKENAN_AW_TP000037",2022-02-21,5.147973496,5.1966214375
"UKENAN_AW_TP000037",2022-02-28,NA,5.147973496
"UKENAN_AW_TP000037",2022-03-07,4.639684283,4.8938288895
"UKENAN_AW_TP000037",2022-03-14,NA,4.639684283
"UKENAN_AW_TP000037",2022-03-21,6.105386941,5.372535612
"UKENAN_AW_TP000037",2022-03-28,NA,6.105386941
"UKENAN_AW_TP000050",2021-05-24,NA,NA
"UKENAN_AW_TP000050",2021-05-31,4.897693102,4.897693102
"UKENAN_AW_TP000050",2021-06-07,NA,4.897693102
"UKENAN_AW_TP000050",2021-06-14,4.832915852,4.865304477
"UKENAN_AW_TP000050",2021-06-21,NA,4.832915852
"UKENAN_AW_TP000050",2021-06-28,4.721391894,4.777153873
"UKENAN_AW_TP000050",2021-07-05,NA,4.721391894
"UKENAN_AW_TP000050",2021-07-12,5.292221938,5.006806916
"UKENAN_AW_TP000050",2021-07-19,NA,5.292221938
"UKENAN_AW_TP000050",2021-07-26,4.155512852,4.723867395
"UKENAN_AW_TP000050",2021-08-02,NA,4.155512852
"UKENAN_AW_TP000050",2021-08-09,5.065095524,4.610304188
"UKENAN_AW_TP000050",2021-08-16,NA,5.065095524
"UKENAN_AW_TP000050",2021-08-23,5.88115928,5.473127402
"UKENAN_AW_TP000050",2021-08-30,NA,5.88115928
"UKENAN_AW_TP000050",2021-09-06,5.696996406,5.789077843
"UKENAN_AW_TP000050",2021-09-13,NA,5.696996406
"UKENAN_AW_TP000050",2021-09-20,5.196838841,5.4469176235
"UKENAN_AW_TP000050",2021-09-27,NA,5.196838841
"UKENAN_AW_TP000050",2021-10-04,5.769608556,5.4832236985
"UKENAN_AW_TP000050",2021-10-11,NA,5.769608556
"UKENAN_AW_TP000050",2021-10-18,5.108007771,5.4388081635
"UKENAN_AW_TP000050",2021-10-25,NA,5.108007771
"UKENAN_AW_TP000050",2021-11-01,5.832983137,5.470495454
"UKENAN_AW_TP000050",2021-11-08,NA,5.832983137
"UKENAN_AW_TP000050",2021-11-15,4.816893515,5.324938326
"UKENAN_AW_TP000050",2021-11-22,NA,4.816893515
"UKENAN_AW_TP000050",2021-11-29,5.920946011,5.368919763
"UKENAN_AW_TP000050",2021-12-06,NA,5.920946011
"UKENAN_AW_TP000050",2021-12-13,5.516945447,5.718945729
"UKENAN_AW_TP000050",2021-12-20,NA,5.516945447
"UKENAN_AW_TP000050",2021-12-27,6.064806948,5.7908761975
"UKENAN_AW_TP000050",2022-01-03,NA,6.064806948
"UKENAN_AW_TP000050",2022-01-10,6.077370959,6.0710889535
"UKENAN_AW_TP000050",2022-01-17,NA,6.077370959
"UKENAN_AW_TP000050",2022-01-24,4.730940126,5.4041555425
"UKENAN_AW_TP000050",2022-01-31,NA,4.730940126
"UKENAN_AW_TP000050",2022-02-07,5.528363757,5.1296519415
"UKENAN_AW_TP000050",2022-02-14,NA,5.528363757
"UKENAN_AW_TP000050",2022-02-21,5.792439746,5.6604017515
"UKENAN_AW_TP000050",2022-02-28,NA,5.792439746
"UKENAN_AW_TP000050",2022-03-07,5.651528593,5.7219841695
"UKENAN_AW_TP000050",2022-03-14,NA,5.651528593
"UKENAN_AW_TP000050",2022-03-21,3.053906262,4.3527174275
"UKENAN_AW_TP000050",2022-03-28,NA,3.053906262
"UKENAN_AW_TP000051",2021-05-24,NA,NA
"UKENAN_AW_TP000051",2021-05-31,4.796108887,4.796108887
"UKENAN_AW_TP000051",2021-06-07,NA,4.796108887
"UKENAN_AW_TP000051",2021-06-14,4.795404645,4.795756766
"UKENAN_AW_TP000051",2021-06-21,NA,4.795404645
"UKENAN_AW_TP000051",2021-06-28,5.587934523,5.191669584
"UKENAN_AW_TP000051",2021-07-05,NA,5.587934523
"UKENAN_AW_TP000051",2021-07-12,5.549685277,5.5688099
"UKENAN_AW_TP000051",2021-07-19,NA,5.549685277
"UKENAN_AW_TP000051",2021-07-26,5.430129731,5.489907504
"UKENAN_AW_TP000051",2021-08-02,NA,5.430129731
"UKENAN_AW_TP000051",2021-08-09,5.862402829,5.64626628
"UKENAN_AW_TP000051",2021-08-16,NA,5.862402829
"UKENAN_AW_TP000051",2021-08-23,5.779262099,5.820832464
"UKENAN_AW_TP000051",2021-08-30,NA,5.779262099
"UKENAN_AW_TP000051",2021-09-06,4.864241185,5.321751642
"UKENAN_AW_TP000051",2021-09-13,NA,4.864241185
"UKENAN_AW_TP000051",2021-09-20,4.906298551,4.885269868
"UKENAN_AW_TP000051",2021-09-27,NA,4.906298551
"UKENAN_AW_TP000051",2021-10-04,5.426653515,5.166476033
"UKENAN_AW_TP000051",2021-10-11,NA,5.426653515
"UKENAN_AW_TP000051",2021-10-18,5.41641016,5.4215318375
"UKENAN_AW_TP000051",2021-10-25,NA,5.41641016
"UKENAN_AW_TP000051",2021-11-01,5.518475377,5.4674427685
"UKENAN_AW_TP000051",2021-11-08,NA,5.518475377
"UKENAN_AW_TP000051",2021-11-15,5.795185548,5.6568304625
"UKENAN_AW_TP000051",2021-11-22,NA,5.795185548
"UKENAN_AW_TP000051",2021-11-29,5.279331829,5.5372586885
"UKENAN_AW_TP000051",2021-12-06,NA,5.279331829
"UKENAN_AW_TP000051",2021-12-13,5.369455119,5.324393474
"UKENAN_AW_TP000051",2021-12-20,NA,5.369455119
"UKENAN_AW_TP000051",2021-12-27,4.869042736,5.1192489275
"UKENAN_AW_TP000051",2022-01-03,NA,4.869042736
"UKENAN_AW_TP000051",2022-01-10,5.868759311,5.3689010235
"UKENAN_AW_TP000051",2022-01-17,NA,5.868759311
"UKENAN_AW_TP000051",2022-01-24,5.760341207,5.814550259
"UKENAN_AW_TP000051",2022-01-31,NA,5.760341207
"UKENAN_AW_TP000051",2022-02-07,6.655031988,6.2076865975
"UKENAN_AW_TP000051",2022-02-14,NA,6.655031988
"UKENAN_AW_TP000051",2022-02-21,6.47401441,6.564523199
"UKENAN_AW_TP000051",2022-02-28,NA,6.47401441
"UKENAN_AW_TP000051",2022-03-07,5.798553401,6.1362839055
"UKENAN_AW_TP000051",2022-03-14,NA,5.798553401
"UKENAN_AW_TP000051",2022-03-21,3.358993107,4.578773254
"UKENAN_AW_TP000051",2022-03-28,NA,3.358993107
"UKENAN_AW_TP000055",2021-05-24,NA,NA
"UKENAN_AW_TP000055",2021-05-31,5.540512309,5.540512309
"UKENAN_AW_TP000055",2021-06-07,NA,5.540512309
"UKENAN_AW_TP000055",2021-06-14,4.985310684,5.2629114965
"UKENAN_AW_TP000055",2021-06-21,NA,4.985310684
"UKENAN_AW_TP000055",2021-06-28,5.619124489,5.3022175865
"UKENAN_AW_TP000055",2021-07-05,NA,5.619124489
"UKENAN_AW_TP000055",2021-07-12,5.902979332,5.7610519105
"UKENAN_AW_TP000055",2021-07-19,NA,5.902979332
"UKENAN_AW_TP000055",2021-07-26,5.753202799,5.8280910655
"UKENAN_AW_TP000055",2021-08-02,NA,5.753202799
"UKENAN_AW_TP000055",2021-08-09,6.138007862,5.9456053305
"UKENAN_AW_TP000055",2021-08-16,NA,6.138007862
"UKENAN_AW_TP000055",2021-08-23,6.105286922,6.121647392
"UKENAN_AW_TP000055",2021-08-30,NA,6.105286922
"UKENAN_AW_TP000055",2021-09-06,5.927706237,6.0164965795
"UKENAN_AW_TP000055",2021-09-13,NA,5.927706237
"UKENAN_AW_TP000055",2021-09-20,5.595401442,5.7615538395
"UKENAN_AW_TP000055",2021-09-27,NA,5.595401442
"UKENAN_AW_TP000055",2021-10-04,5.24006301,5.417732226
"UKENAN_AW_TP000055",2021-10-11,NA,5.24006301
"UKENAN_AW_TP000055",2021-10-18,4.840594142,5.040328576
"UKENAN_AW_TP000055",2021-10-25,NA,4.840594142
"UKENAN_AW_TP000055",2021-11-01,4.191441981,4.5160180615
"UKENAN_AW_TP000055",2021-11-08,NA,4.191441981
"UKENAN_AW_TP000055",2021-11-15,5.400553665,4.795997823
"UKENAN_AW_TP000055",2021-11-22,NA,5.400553665
"UKENAN_AW_TP000055",2021-11-29,5.53131295,5.4659333075
"UKENAN_AW_TP000055",2021-12-06,NA,5.53131295
"UKENAN_AW_TP000055",2021-12-13,5.337972361,5.4346426555
"UKENAN_AW_TP000055",2021-12-20,NA,5.337972361
"UKENAN_AW_TP000055",2021-12-27,5.504637152,5.4213047565
"UKENAN_AW_TP000055",2022-01-03,NA,5.504637152
"UKENAN_AW_TP000055",2022-01-10,4.301491864,4.903064508
"UKENAN_AW_TP000055",2022-01-17,NA,4.301491864
"UKENAN_AW_TP000055",2022-01-24,5.481517276,4.89150457
"UKENAN_AW_TP000055",2022-01-31,NA,5.481517276
"UKENAN_AW_TP000055",2022-02-07,5.996806222,5.739161749
"UKENAN_AW_TP000055",2022-02-14,NA,5.996806222
"UKENAN_AW_TP000055",2022-02-21,5.70725031,5.852028266
"UKENAN_AW_TP000055",2022-02-28,NA,5.70725031
"UKENAN_AW_TP000055",2022-03-07,5.749413122,5.728331716
"UKENAN_AW_TP000055",2022-03-14,NA,5.749413122
"UKENAN_AW_TP000055",2022-03-21,5.962374237,5.8558936795
"UKENAN_AW_TP000055",2022-03-28,NA,5.962374237
"UKENAN_AW_TP000063",2021-05-24,NA,NA
"UKENAN_AW_TP000063",2021-05-31,4.732276406,4.732276406
"UKENAN_AW_TP000063",2021-06-07,NA,4.732276406
"UKENAN_AW_TP000063",2021-06-14,4.351264677,4.5417705415
"UKENAN_AW_TP000063",2021-06-21,NA,4.351264677
"UKENAN_AW_TP000063",2021-06-28,5.884596895,5.117930786
"UKENAN_AW_TP000063",2021-07-05,NA,5.884596895
"UKENAN_AW_TP000063",2021-07-12,4.452948572,5.1687727335
"UKENAN_AW_TP000063",2021-07-19,NA,4.452948572
"UKENAN_AW_TP000063",2021-07-26,4.864112628,4.6585306
"UKENAN_AW_TP000063",2021-08-02,NA,4.864112628
"UKENAN_AW_TP000063",2021-08-09,5.396537063,5.1303248455
"UKENAN_AW_TP000063",2021-08-16,NA,5.396537063
"UKENAN_AW_TP000063",2021-08-23,5.320283,5.3584100315
"UKENAN_AW_TP000063",2021-08-30,NA,5.320283
"UKENAN_AW_TP000063",2021-09-06,5.623831682,5.472057341
"UKENAN_AW_TP000063",2021-09-13,NA,5.623831682
"UKENAN_AW_TP000063",2021-09-20,5.343431727,5.4836317045
"UKENAN_AW_TP000063",2021-09-27,NA,5.343431727
"UKENAN_AW_TP000063",2021-10-04,4.509596201,4.926513964
"UKENAN_AW_TP000063",2021-10-11,NA,4.509596201
"UKENAN_AW_TP000063",2021-10-18,5.71706844,5.1133323205
"UKENAN_AW_TP000063",2021-10-25,NA,5.71706844
"UKENAN_AW_TP000063",2021-11-01,3.815986809,4.7665276245
"UKENAN_AW_TP000063",2021-11-08,NA,3.815986809
"UKENAN_AW_TP000063",2021-11-15,6.08338466,4.9496857345
"UKENAN_AW_TP000063",2021-11-22,NA,6.08338466
"UKENAN_AW_TP000063",2021-11-29,5.614009396,5.848697028
"UKENAN_AW_TP000063",2021-12-06,NA,5.614009396
"UKENAN_AW_TP000063",2021-12-13,5.764542265,5.6892758305
"UKENAN_AW_TP000063",2021-12-20,NA,5.764542265
"UKENAN_AW_TP000063",2021-12-27,3.349461938,4.5570021015
"UKENAN_AW_TP000063",2022-01-03,NA,3.349461938
"UKENAN_AW_TP000063",2022-01-10,4.757292417,4.0533771775
"UKENAN_AW_TP000063",2022-01-17,NA,4.757292417
"UKENAN_AW_TP000063",2022-01-24,4.663980974,4.7106366955
"UKENAN_AW_TP000063",2022-01-31,NA,4.663980974
"UKENAN_AW_TP000063",2022-02-07,4.313849885,4.4889154295
"UKENAN_AW_TP000063",2022-02-14,NA,4.313849885
"UKENAN_AW_TP000063",2022-02-21,6.07427022,5.1940600525
"UKENAN_AW_TP000063",2022-02-28,NA,6.07427022
"UKENAN_AW_TP000063",2022-03-07,5.801063577,5.9376668985
"UKENAN_AW_TP000063",2022-03-14,NA,5.801063577
"UKENAN_AW_TP000063",2022-03-21,5.10965731,5.4553604435
"UKENAN_AW_TP000063",2022-03-28,NA,5.10965731
"UKENAN_AW_TP000069",2021-05-24,NA,NA
"UKENAN_AW_TP000069",2021-05-31,2.780945214,2.780945214
"UKENAN_AW_TP000069",2021-06-07,NA,2.780945214
"UKENAN_AW_TP000069",2021-06-14,2.875723854,2.828334534
"UKENAN_AW_TP000069",2021-06-21,NA,2.875723854
"UKENAN_AW_TP000069",2021-06-28,5.208349592,4.042036723
"UKENAN_AW_TP000069",2021-07-05,NA,5.208349592
"UKENAN_AW_TP000069",2021-07-12,3.050394259,4.1293719255
"UKENAN_AW_TP000069",2021-07-19,NA,3.050394259
"UKENAN_AW_TP000069",2021-07-26,3.784867635,3.417630947
"UKENAN_AW_TP000069",2021-08-02,NA,3.784867635
"UKENAN_AW_TP000069",2021-08-09,4.57376694,4.1793172875
"UKENAN_AW_TP000069",2021-08-16,NA,4.57376694
"UKENAN_AW_TP000069",2021-08-23,4.713552074,4.643659507
"UKENAN_AW_TP000069",2021-08-30,NA,4.713552074
"UKENAN_AW_TP000069",2021-09-06,4.587114908,4.650333491
"UKENAN_AW_TP000069",2021-09-13,NA,4.587114908
"UKENAN_AW_TP000069",2021-09-20,3.475336839,4.0312258735
"UKENAN_AW_TP000069",2021-09-27,NA,3.475336839
"UKENAN_AW_TP000069",2021-10-04,3.136761124,3.3060489815
"UKENAN_AW_TP000069",2021-10-11,NA,3.136761124
"UKENAN_AW_TP000069",2021-10-18,2.897817283,3.0172892035
"UKENAN_AW_TP000069",2021-10-25,NA,2.897817283
"UKENAN_AW_TP000069",2021-11-01,4.685477241,3.791647262
"UKENAN_AW_TP000069",2021-11-08,NA,4.685477241
"UKENAN_AW_TP000069",2021-11-15,3.521932868,4.1037050545
"UKENAN_AW_TP000069",2021-11-22,NA,3.521932868
"UKENAN_AW_TP000069",2021-11-29,5.083967893,4.3029503805
"UKENAN_AW_TP000069",2021-12-06,NA,5.083967893
"UKENAN_AW_TP000069",2021-12-13,3.464791183,4.274379538
"UKENAN_AW_TP000069",2021-12-20,NA,3.464791183
"UKENAN_AW_TP000069",2021-12-27,3.304894256,3.3848427195
"UKENAN_AW_TP000069",2022-01-03,NA,3.304894256
"UKENAN_AW_TP000069",2022-01-10,3.024636607,3.1647654315
"UKENAN_AW_TP000069",2022-01-17,NA,3.024636607
"UKENAN_AW_TP000069",2022-01-24,3.423211066,3.2239238365
"UKENAN_AW_TP000069",2022-01-31,NA,3.423211066
"UKENAN_AW_TP000069",2022-02-07,5.06197873,4.242594898
"UKENAN_AW_TP000069",2022-02-14,NA,5.06197873
"UKENAN_AW_TP000069",2022-02-21,4.384190703,4.7230847165
"UKENAN_AW_TP000069",2022-02-28,NA,4.384190703
"UKENAN_AW_TP000069",2022-03-07,4.524430418,4.4543105605
"UKENAN_AW_TP000069",2022-03-14,NA,4.524430418
"UKENAN_AW_TP000069",2022-03-21,4.47439468,4.499412549
"UKENAN_AW_TP000069",2022-03-28,NA,4.47439468
"UKENAN_AW_TP000082",2021-05-24,NA,NA
"UKENAN_AW_TP000082",2021-05-31,5.269604345,5.269604345
"UKENAN_AW_TP000082",2021-06-07,NA,5.269604345
"UKENAN_AW_TP000082",2021-06-14,4.162644162,4.7161242535
"UKENAN_AW_TP000082",2021-06-21,NA,4.162644162
"UKENAN_AW_TP000082",2021-06-28,7.065255184,5.613949673
"UKENAN_AW_TP000082",2021-07-05,NA,7.065255184
"UKENAN_AW_TP000082",2021-07-12,5.280653574,6.172954379
"UKENAN_AW_TP000082",2021-07-19,NA,5.280653574
"UKENAN_AW_TP000082",2021-07-26,5.033643758,5.157148666
"UKENAN_AW_TP000082",2021-08-02,NA,5.033643758
"UKENAN_AW_TP000082",2021-08-09,5.681749886,5.357696822
"UKENAN_AW_TP000082",2021-08-16,NA,5.681749886
"UKENAN_AW_TP000082",2021-08-23,5.86529696,5.773523423
"UKENAN_AW_TP000082",2021-08-30,NA,5.86529696
"UKENAN_AW_TP000082",2021-09-06,6.070635481,5.9679662205
"UKENAN_AW_TP000082",2021-09-13,NA,6.070635481
"UKENAN_AW_TP000082",2021-09-20,5.797547638,5.9340915595
"UKENAN_AW_TP000082",2021-09-27,NA,5.797547638
"UKENAN_AW_TP000082",2021-10-04,5.417633936,5.607590787
"UKENAN_AW_TP000082",2021-10-11,NA,5.417633936
"UKENAN_AW_TP000082",2021-10-18,4.958892049,5.1882629925
"UKENAN_AW_TP000082",2021-10-25,NA,4.958892049
"UKENAN_AW_TP000082",2021-11-01,5.539170377,5.249031213
"UKENAN_AW_TP000082",2021-11-08,NA,5.539170377
"UKENAN_AW_TP000082",2021-11-15,6.451178134,5.9951742555
"UKENAN_AW_TP000082",2021-11-22,NA,6.451178134
"UKENAN_AW_TP000082",2021-11-29,6.369792406,6.41048527
"UKENAN_AW_TP000082",2021-12-06,NA,6.369792406
"UKENAN_AW_TP000082",2021-12-13,6.031130644,6.200461525
"UKENAN_AW_TP000082",2021-12-20,NA,6.031130644
"UKENAN_AW_TP000082",2021-12-27,5.407539707,5.7193351755
"UKENAN_AW_TP000082",2022-01-03,NA,5.407539707
"UKENAN_AW_TP000082",2022-01-10,4.921528286,5.1645339965
"UKENAN_AW_TP000082",2022-01-17,NA,4.921528286
"UKENAN_AW_TP000082",2022-01-24,4.968330215,4.9449292505
"UKENAN_AW_TP000082",2022-01-31,NA,4.968330215
"UKENAN_AW_TP000082",2022-02-07,5.937610744,5.4529704795
"UKENAN_AW_TP000082",2022-02-14,NA,5.937610744
"UKENAN_AW_TP000082",2022-02-21,4.764448172,5.351029458
"UKENAN_AW_TP000082",2022-02-28,NA,4.764448172
"UKENAN_AW_TP000082",2022-03-07,5.536677672,5.150562922
"UKENAN_AW_TP000082",2022-03-14,NA,5.536677672
"UKENAN_AW_TP000082",2022-03-21,5.175784272,5.356230972
"UKENAN_AW_TP000082",2022-03-28,NA,5.175784272
"UKENAN_AW_TP000107",2021-05-24,NA,NA
"UKENAN_AW_TP000107",2021-05-31,3.551756597,3.551756597
"UKENAN_AW_TP000107",2021-06-07,NA,3.551756597
"UKENAN_AW_TP000107",2021-06-14,4.566287062,4.0590218295
"UKENAN_AW_TP000107",2021-06-21,NA,4.566287062
"UKENAN_AW_TP000107",2021-06-28,5.068436406,4.817361734
"UKENAN_AW_TP000107",2021-07-05,NA,5.068436406
"UKENAN_AW_TP000107",2021-07-12,4.816589536,4.942512971
"UKENAN_AW_TP000107",2021-07-19,NA,4.816589536
"UKENAN_AW_TP000107",2021-07-26,5.643958124,5.23027383
"UKENAN_AW_TP000107",2021-08-02,NA,5.643958124
"UKENAN_AW_TP000107",2021-08-09,5.309839904,5.476899014
"UKENAN_AW_TP000107",2021-08-16,NA,5.309839904
"UKENAN_AW_TP000107",2021-08-23,5.111161561,5.2105007325
"UKENAN_AW_TP000107",2021-08-30,NA,5.111161561
"UKENAN_AW_TP000107",2021-09-06,6.213365056,5.6622633085
"UKENAN_AW_TP000107",2021-09-13,NA,6.213365056
"UKENAN_AW_TP000107",2021-09-20,4.816618554,5.514991805
"UKENAN_AW_TP000107",2021-09-27,NA,4.816618554
"UKENAN_AW_TP000107",2021-10-04,4.306249197,4.5614338755
"UKENAN_AW_TP000107",2021-10-11,NA,4.306249197
"UKENAN_AW_TP000107",2021-10-18,4.999254955,4.652752076
"UKENAN_AW_TP000107",2021-10-25,NA,4.999254955
