"site_code","one_week_date","Log10_NoV_norm","nov_3week"
"UKENNE_YW_TP000095",2021-06-14,NA,3.859322886
"UKENNE_YW_TP000095",2021-06-21,4.049664442,3.954493664
"UKENNE_YW_TP000095",2021-06-28,NA,4.049664442
"UKENNE_YW_TP000095",2021-07-05,4.141306656,4.095485549
"UKENNE_YW_TP000095",2021-07-12,NA,4.141306656
"UKENNE_YW_TP000095",2021-07-19,4.568814982,4.355060819
"UKENNE_YW_TP000095",2021-07-26,NA,4.568814982
"UKENNE_YW_TP000095",2021-08-02,4.930566355,4.7496906685
"UKENNE_YW_TP000095",2021-08-09,NA,4.930566355
"UKENNE_YW_TP000095",2021-08-16,NA,4.930566355
"UKENNE_YW_TP000095",2021-08-23,5.424955616,5.424955616
"UKENNE_YW_TP000095",2021-08-30,4.768407066,5.096681341
"UKENNE_YW_TP000095",2021-09-06,NA,5.096681341
"UKENNE_YW_TP000095",2021-09-13,4.528944127,4.6486755965
"UKENNE_YW_TP000095",2021-09-20,NA,4.528944127
"UKENNE_YW_TP000095",2021-09-27,3.519786003,4.024365065
"UKENNE_YW_TP000095",2021-10-04,NA,3.519786003
"UKENNE_YW_TP000095",2021-10-11,4.371896744,3.9458413735
"UKENNE_YW_TP000095",2021-10-18,NA,4.371896744
"UKENNE_YW_TP000095",2021-10-25,4.170685418,4.271291081
"UKENNE_YW_TP000095",2021-11-01,NA,4.170685418
"UKENNE_YW_TP000095",2021-11-08,4.463034986,4.316860202
"UKENNE_YW_TP000095",2021-11-15,NA,4.463034986
"UKENNE_YW_TP000095",2021-11-22,5.09171785,4.777376418
"UKENNE_YW_TP000095",2021-11-29,NA,5.09171785
"UKENNE_YW_TP000095",2021-12-06,4.908313041,5.0000154455
"UKENNE_YW_TP000095",2021-12-13,NA,4.908313041
"UKENNE_YW_TP000095",2021-12-20,NA,4.908313041
"UKENNE_YW_TP000095",2021-12-27,3.986050243,3.986050243
"UKENNE_YW_TP000095",2022-01-03,3.875880952,3.9309655975
"UKENNE_YW_TP000095",2022-01-10,NA,3.9309655975
"UKENNE_YW_TP000095",2022-01-17,3.898227482,3.887054217
"UKENNE_YW_TP000095",2022-01-24,NA,3.898227482
"UKENNE_YW_TP000095",2022-01-31,4.219304823,4.0587661525
"UKENNE_YW_TP000095",2022-02-07,NA,4.219304823
"UKENNE_YW_TP000095",2022-02-14,4.60982866,4.4145667415
"UKENNE_YW_TP000095",2022-02-21,NA,4.60982866
"UKENNE_YW_TP000095",2022-02-28,5.179168325,4.8944984925
"UKENNE_YW_TP000095",2022-03-07,NA,5.179168325
"UKENNE_YW_TP000095",2022-03-14,5.15962546,5.1693968925
"UKENNE_YW_TP000095",2022-03-21,NA,5.15962546
"UKENNE_YW_TP000095",2022-03-28,NA,5.15962546
"UKENNE_YW_TP000096",2021-05-24,NA,NA
"UKENNE_YW_TP000096",2021-05-31,5.326451148,5.326451148
"UKENNE_YW_TP000096",2021-06-07,NA,5.326451148
"UKENNE_YW_TP000096",2021-06-14,5.360041031,5.3432460895
"UKENNE_YW_TP000096",2021-06-21,NA,5.360041031
"UKENNE_YW_TP000096",2021-06-28,5.467778227,5.413909629
"UKENNE_YW_TP000096",2021-07-05,NA,5.467778227
"UKENNE_YW_TP000096",2021-07-12,5.376042446,5.4219103365
"UKENNE_YW_TP000096",2021-07-19,NA,5.376042446
"UKENNE_YW_TP000096",2021-07-26,5.753946778,5.564994612
"UKENNE_YW_TP000096",2021-08-02,NA,5.753946778
"UKENNE_YW_TP000096",2021-08-09,5.682774244,5.718360511
"UKENNE_YW_TP000096",2021-08-16,NA,5.682774244
"UKENNE_YW_TP000096",2021-08-23,5.566660413,5.6247173285
"UKENNE_YW_TP000096",2021-08-30,NA,5.566660413
"UKENNE_YW_TP000096",2021-09-06,5.206701789,5.386681101
"UKENNE_YW_TP000096",2021-09-13,NA,5.206701789
"UKENNE_YW_TP000096",2021-09-20,5.724461136,5.4655814625
"UKENNE_YW_TP000096",2021-09-27,NA,5.724461136
"UKENNE_YW_TP000096",2021-10-04,3.396676314,4.560568725
"UKENNE_YW_TP000096",2021-10-11,NA,3.396676314
"UKENNE_YW_TP000096",2021-10-18,4.363830487,3.8802534005
"UKENNE_YW_TP000096",2021-10-25,NA,4.363830487
"UKENNE_YW_TP000096",2021-11-01,4.393346463,4.378588475
"UKENNE_YW_TP000096",2021-11-08,NA,4.393346463
"UKENNE_YW_TP000096",2021-11-15,3.749629399,4.071487931
"UKENNE_YW_TP000096",2021-11-22,NA,3.749629399
"UKENNE_YW_TP000096",2021-11-29,4.810508501,4.28006895
"UKENNE_YW_TP000096",2021-12-06,NA,4.810508501
"UKENNE_YW_TP000096",2021-12-13,4.246815889,4.528662195
"UKENNE_YW_TP000096",2021-12-20,NA,4.246815889
"UKENNE_YW_TP000096",2021-12-27,4.697234447,4.472025168
"UKENNE_YW_TP000096",2022-01-03,NA,4.697234447
"UKENNE_YW_TP000096",2022-01-10,4.899136743,4.798185595
"UKENNE_YW_TP000096",2022-01-17,NA,4.899136743
"UKENNE_YW_TP000096",2022-01-24,5.008097799,4.953617271
"UKENNE_YW_TP000096",2022-01-31,NA,5.008097799
"UKENNE_YW_TP000096",2022-02-07,5.792041952,5.4000698755
"UKENNE_YW_TP000096",2022-02-14,NA,5.792041952
"UKENNE_YW_TP000096",2022-02-21,4.617208349,5.2046251505
"UKENNE_YW_TP000096",2022-02-28,NA,4.617208349
"UKENNE_YW_TP000096",2022-03-07,5.28704466,4.9521265045
"UKENNE_YW_TP000096",2022-03-14,NA,5.28704466
"UKENNE_YW_TP000096",2022-03-21,4.580100659,4.9335726595
"UKENNE_YW_TP000096",2022-03-28,NA,4.580100659
"UKENNE_YW_TP000098",2021-05-24,2.462898439,2.462898439
"UKENNE_YW_TP000098",2021-05-31,NA,2.462898439
"UKENNE_YW_TP000098",2021-06-07,NA,2.462898439
"UKENNE_YW_TP000098",2021-06-14,2.945785667,2.945785667
"UKENNE_YW_TP000098",2021-06-21,NA,2.945785667
"UKENNE_YW_TP000098",2021-06-28,2.717565376,2.8316755215
"UKENNE_YW_TP000098",2021-07-05,NA,2.717565376
"UKENNE_YW_TP000098",2021-07-12,4.949211095,3.8333882355
"UKENNE_YW_TP000098",2021-07-19,NA,4.949211095
"UKENNE_YW_TP000098",2021-07-26,4.440866405,4.69503875
"UKENNE_YW_TP000098",2021-08-02,NA,4.440866405
"UKENNE_YW_TP000098",2021-08-09,4.01206831,4.2264673575
"UKENNE_YW_TP000098",2021-08-16,NA,4.01206831
"UKENNE_YW_TP000098",2021-08-23,4.340065144,4.176066727
"UKENNE_YW_TP000098",2021-08-30,NA,4.340065144
"UKENNE_YW_TP000098",2021-09-06,5.185790288,4.762927716
"UKENNE_YW_TP000098",2021-09-13,4.435157778,4.810474033
"UKENNE_YW_TP000098",2021-09-20,NA,4.810474033
"UKENNE_YW_TP000098",2021-09-27,4.045234505,4.2401961415
"UKENNE_YW_TP000098",2021-10-04,NA,4.045234505
"UKENNE_YW_TP000098",2021-10-11,4.061618431,4.053426468
"UKENNE_YW_TP000098",2021-10-18,NA,4.061618431
"UKENNE_YW_TP000098",2021-10-25,4.647172825,4.354395628
"UKENNE_YW_TP000098",2021-11-01,NA,4.647172825
"UKENNE_YW_TP000098",2021-11-08,4.944262015,4.79571742
"UKENNE_YW_TP000098",2021-11-15,NA,4.944262015
"UKENNE_YW_TP000098",2021-11-22,4.916461056,4.9303615355
"UKENNE_YW_TP000098",2021-11-29,NA,4.916461056
"UKENNE_YW_TP000098",2021-12-06,4.108645918,4.512553487
"UKENNE_YW_TP000098",2021-12-13,NA,4.108645918
"UKENNE_YW_TP000098",2021-12-20,NA,4.108645918
"UKENNE_YW_TP000098",2021-12-27,4.983310427,4.983310427
"UKENNE_YW_TP000098",2022-01-03,2.346099083,3.664704755
"UKENNE_YW_TP000098",2022-01-10,NA,3.664704755
"UKENNE_YW_TP000098",2022-01-17,4.616988962,3.4815440225
"UKENNE_YW_TP000098",2022-01-24,NA,4.616988962
"UKENNE_YW_TP000098",2022-01-31,3.363673694,3.990331328
"UKENNE_YW_TP000098",2022-02-07,NA,3.363673694
"UKENNE_YW_TP000098",2022-02-14,4.62955415,3.996613922
"UKENNE_YW_TP000098",2022-02-21,NA,4.62955415
"UKENNE_YW_TP000098",2022-02-28,4.449337503,4.5394458265
"UKENNE_YW_TP000098",2022-03-07,NA,4.449337503
"UKENNE_YW_TP000098",2022-03-14,5.279447185,4.864392344
"UKENNE_YW_TP000098",2022-03-21,NA,5.279447185
"UKENNE_YW_TP000098",2022-03-28,NA,5.279447185
"UKENNE_YW_TP000102",2021-05-24,NA,NA
"UKENNE_YW_TP000102",2021-05-31,5.14873374,5.14873374
"UKENNE_YW_TP000102",2021-06-07,NA,5.14873374
"UKENNE_YW_TP000102",2021-06-14,5.057519333,5.1031265365
"UKENNE_YW_TP000102",2021-06-21,NA,5.057519333
"UKENNE_YW_TP000102",2021-06-28,5.661750126,5.3596347295
"UKENNE_YW_TP000102",2021-07-05,NA,5.661750126
"UKENNE_YW_TP000102",2021-07-12,5.588575464,5.625162795
"UKENNE_YW_TP000102",2021-07-19,NA,5.588575464
"UKENNE_YW_TP000102",2021-07-26,5.564141072,5.576358268
"UKENNE_YW_TP000102",2021-08-02,NA,5.564141072
"UKENNE_YW_TP000102",2021-08-09,5.510399878,5.537270475
"UKENNE_YW_TP000102",2021-08-16,NA,5.510399878
"UKENNE_YW_TP000102",2021-08-23,6.16801252,5.839206199
"UKENNE_YW_TP000102",2021-08-30,NA,6.16801252
"UKENNE_YW_TP000102",2021-09-06,5.558141913,5.8630772165
"UKENNE_YW_TP000102",2021-09-13,NA,5.558141913
"UKENNE_YW_TP000102",2021-09-20,5.151098954,5.3546204335
"UKENNE_YW_TP000102",2021-09-27,NA,5.151098954
"UKENNE_YW_TP000102",2021-10-04,5.345978945,5.2485389495
"UKENNE_YW_TP000102",2021-10-11,NA,5.345978945
"UKENNE_YW_TP000102",2021-10-18,5.020304142,5.1831415435
"UKENNE_YW_TP000102",2021-10-25,NA,5.020304142
"UKENNE_YW_TP000102",2021-11-01,4.948887417,4.9845957795
"UKENNE_YW_TP000102",2021-11-08,NA,4.948887417
"UKENNE_YW_TP000102",2021-11-15,5.395723945,5.172305681
"UKENNE_YW_TP000102",2021-11-22,NA,5.395723945
"UKENNE_YW_TP000102",2021-11-29,4.989526097,5.192625021
"UKENNE_YW_TP000102",2021-12-06,NA,4.989526097
"UKENNE_YW_TP000102",2021-12-13,6.162195192,5.5758606445
"UKENNE_YW_TP000102",2021-12-20,NA,6.162195192
"UKENNE_YW_TP000102",2021-12-27,5.670834596,5.916514894
"UKENNE_YW_TP000102",2022-01-03,NA,5.670834596
"UKENNE_YW_TP000102",2022-01-10,4.321095751,4.9959651735
"UKENNE_YW_TP000102",2022-01-17,NA,4.321095751
"UKENNE_YW_TP000102",2022-01-24,4.252279877,4.286687814
"UKENNE_YW_TP000102",2022-01-31,NA,4.252279877
"UKENNE_YW_TP000102",2022-02-07,6.080100666,5.1661902715
"UKENNE_YW_TP000102",2022-02-14,NA,6.080100666
"UKENNE_YW_TP000102",2022-02-21,4.554142671,5.3171216685
"UKENNE_YW_TP000102",2022-02-28,NA,4.554142671
"UKENNE_YW_TP000102",2022-03-07,5.446575163,5.000358917
"UKENNE_YW_TP000102",2022-03-14,NA,5.446575163
"UKENNE_YW_TP000102",2022-03-21,5.65302477,5.5497999665
"UKENNE_YW_TP000102",2022-03-28,NA,5.65302477
"UKENNE_YW_TP000107",2021-05-24,3.151602837,3.151602837
"UKENNE_YW_TP000107",2021-05-31,NA,3.151602837
"UKENNE_YW_TP000107",2021-06-07,2.864522012,3.0080624245
"UKENNE_YW_TP000107",2021-06-14,NA,2.864522012
"UKENNE_YW_TP000107",2021-06-21,4.196275745,3.5303988785
"UKENNE_YW_TP000107",2021-06-28,NA,4.196275745
"UKENNE_YW_TP000107",2021-07-05,3.628697472,3.9124866085
"UKENNE_YW_TP000107",2021-07-12,NA,3.628697472
"UKENNE_YW_TP000107",2021-07-19,4.646883621,4.1377905465
"UKENNE_YW_TP000107",2021-07-26,NA,4.646883621
"UKENNE_YW_TP000107",2021-08-02,5.093136961,4.870010291
"UKENNE_YW_TP000107",2021-08-09,NA,5.093136961
"UKENNE_YW_TP000107",2021-08-16,4.219373272,4.6562551165
"UKENNE_YW_TP000107",2021-08-23,NA,4.219373272
"UKENNE_YW_TP000107",2021-08-30,3.469890863,3.8446320675
"UKENNE_YW_TP000107",2021-09-06,NA,3.469890863
"UKENNE_YW_TP000107",2021-09-13,5.079220277,4.27455557
"UKENNE_YW_TP000107",2021-09-20,NA,5.079220277
"UKENNE_YW_TP000107",2021-09-27,4.11522379,4.5972220335
"UKENNE_YW_TP000107",2021-10-04,NA,4.11522379
"UKENNE_YW_TP000107",2021-10-11,4.993432229,4.5543280095
"UKENNE_YW_TP000107",2021-10-18,NA,4.993432229
"UKENNE_YW_TP000107",2021-10-25,3.962467253,4.477949741
"UKENNE_YW_TP000107",2021-11-01,NA,3.962467253
"UKENNE_YW_TP000107",2021-11-08,4.212071917,4.087269585
"UKENNE_YW_TP000107",2021-11-15,NA,4.212071917
"UKENNE_YW_TP000107",2021-11-22,3.293783519,3.752927718
"UKENNE_YW_TP000107",2021-11-29,NA,3.293783519
"UKENNE_YW_TP000107",2021-12-06,3.104608162,3.1991958405
"UKENNE_YW_TP000107",2021-12-13,NA,3.104608162
"UKENNE_YW_TP000107",2021-12-20,NA,3.104608162
"UKENNE_YW_TP000107",2021-12-27,5.006478428,5.006478428
"UKENNE_YW_TP000107",2022-01-03,3.654196641,4.3303375345
"UKENNE_YW_TP000107",2022-01-10,NA,4.3303375345
"UKENNE_YW_TP000107",2022-01-17,4.710047959,4.1821223
"UKENNE_YW_TP000107",2022-01-24,NA,4.710047959
"UKENNE_YW_TP000107",2022-01-31,3.108071611,3.909059785
"UKENNE_YW_TP000107",2022-02-07,NA,3.108071611
"UKENNE_YW_TP000107",2022-02-14,5.363305665,4.235688638
"UKENNE_YW_TP000107",2022-02-21,NA,5.363305665
"UKENNE_YW_TP000107",2022-02-28,5.727606947,5.545456306
"UKENNE_YW_TP000107",2022-03-07,NA,5.727606947
"UKENNE_YW_TP000107",2022-03-14,5.294263682,5.5109353145
"UKENNE_YW_TP000107",2022-03-21,NA,5.294263682
"UKENNE_YW_TP000107",2022-03-28,NA,5.294263682
"UKENNE_YW_TP000112",2021-05-24,NA,NA
"UKENNE_YW_TP000112",2021-05-31,4.04181964,4.04181964
"UKENNE_YW_TP000112",2021-06-07,NA,4.04181964
"UKENNE_YW_TP000112",2021-06-14,4.232915857,4.1373677485
"UKENNE_YW_TP000112",2021-06-21,NA,4.232915857
"UKENNE_YW_TP000112",2021-06-28,5.180507289,4.706711573
"UKENNE_YW_TP000112",2021-07-05,NA,5.180507289
"UKENNE_YW_TP000112",2021-07-12,3.635503016,4.4080051525
"UKENNE_YW_TP000112",2021-07-19,NA,3.635503016
"UKENNE_YW_TP000112",2021-07-26,4.524014678,4.079758847
"UKENNE_YW_TP000112",2021-08-02,NA,4.524014678
"UKENNE_YW_TP000112",2021-08-09,6.405036415,5.4645255465
"UKENNE_YW_TP000112",2021-08-16,NA,6.405036415
"UKENNE_YW_TP000112",2021-08-23,5.01641415,5.7107252825
"UKENNE_YW_TP000112",2021-08-30,NA,5.01641415
"UKENNE_YW_TP000112",2021-09-06,4.818638338,4.917526244
"UKENNE_YW_TP000112",2021-09-13,NA,4.818638338
"UKENNE_YW_TP000112",2021-09-20,4.007582486,4.413110412
"UKENNE_YW_TP000112",2021-09-27,NA,4.007582486
"UKENNE_YW_TP000112",2021-10-04,5.527291165,4.7674368255
"UKENNE_YW_TP000112",2021-10-11,NA,5.527291165
"UKENNE_YW_TP000112",2021-10-18,4.808205949,5.167748557
"UKENNE_YW_TP000112",2021-10-25,NA,4.808205949
"UKENNE_YW_TP000112",2021-11-01,4.803002497,4.805604223
"UKENNE_YW_TP000112",2021-11-08,NA,4.803002497
"UKENNE_YW_TP000112",2021-11-15,4.654452084,4.7287272905
"UKENNE_YW_TP000112",2021-11-22,NA,4.654452084
"UKENNE_YW_TP000112",2021-11-29,4.899498647,4.7769753655
"UKENNE_YW_TP000112",2021-12-06,NA,4.899498647
"UKENNE_YW_TP000112",2021-12-13,6.124395428,5.5119470375
"UKENNE_YW_TP000112",2021-12-20,NA,6.124395428
"UKENNE_YW_TP000112",2021-12-27,5.138488646,5.631442037
"UKENNE_YW_TP000112",2022-01-03,4.338561669,4.7385251575
"UKENNE_YW_TP000112",2022-01-10,NA,4.7385251575
"UKENNE_YW_TP000112",2022-01-17,NA,4.338561669
"UKENNE_YW_TP000112",2022-01-24,5.769177584,5.769177584
"UKENNE_YW_TP000112",2022-01-31,NA,5.769177584
"UKENNE_YW_TP000112",2022-02-07,5.12892045,5.449049017
"UKENNE_YW_TP000112",2022-02-14,NA,5.12892045
"UKENNE_YW_TP000112",2022-02-21,4.749782988,4.939351719
"UKENNE_YW_TP000112",2022-02-28,NA,4.749782988
"UKENNE_YW_TP000112",2022-03-07,5.364180616,5.056981802
"UKENNE_YW_TP000112",2022-03-14,NA,5.364180616
"UKENNE_YW_TP000112",2022-03-21,5.303019445,5.3336000305
"UKENNE_YW_TP000112",2022-03-28,NA,5.303019445
"UKENNE_YW_TP000119",2021-05-24,NA,NA
"UKENNE_YW_TP000119",2021-05-31,4.643395943,4.643395943
"UKENNE_YW_TP000119",2021-06-07,NA,4.643395943
"UKENNE_YW_TP000119",2021-06-14,5.231218657,4.9373073
"UKENNE_YW_TP000119",2021-06-21,NA,5.231218657
"UKENNE_YW_TP000119",2021-06-28,5.681086755,5.456152706
"UKENNE_YW_TP000119",2021-07-05,NA,5.681086755
"UKENNE_YW_TP000119",2021-07-12,5.534299111,5.607692933
"UKENNE_YW_TP000119",2021-07-19,NA,5.534299111
"UKENNE_YW_TP000119",2021-07-26,5.673553444,5.6039262775
"UKENNE_YW_TP000119",2021-08-02,NA,5.673553444
"UKENNE_YW_TP000119",2021-08-09,5.619290539,5.6464219915
"UKENNE_YW_TP000119",2021-08-16,NA,5.619290539
"UKENNE_YW_TP000119",2021-08-23,6.209534826,5.9144126825
"UKENNE_YW_TP000119",2021-08-30,NA,6.209534826
"UKENNE_YW_TP000119",2021-09-06,5.658716158,5.934125492
"UKENNE_YW_TP000119",2021-09-13,NA,5.658716158
"UKENNE_YW_TP000119",2021-09-20,3.263552446,4.461134302
"UKENNE_YW_TP000119",2021-09-27,NA,3.263552446
"UKENNE_YW_TP000119",2021-10-04,5.552638204,4.408095325
"UKENNE_YW_TP000119",2021-10-11,NA,5.552638204
"UKENNE_YW_TP000119",2021-10-18,5.800714433,5.6766763185
"UKENNE_YW_TP000119",2021-10-25,NA,5.800714433
"UKENNE_YW_TP000119",2021-11-01,5.871163365,5.835938899
"UKENNE_YW_TP000119",2021-11-08,NA,5.871163365
"UKENNE_YW_TP000119",2021-11-15,6.361281049,6.116222207
"UKENNE_YW_TP000119",2021-11-22,NA,6.361281049
"UKENNE_YW_TP000119",2021-11-29,6.139848056,6.2505645525
"UKENNE_YW_TP000119",2021-12-06,NA,6.139848056
"UKENNE_YW_TP000119",2021-12-13,5.844048211,5.9919481335
"UKENNE_YW_TP000119",2021-12-20,NA,5.844048211
"UKENNE_YW_TP000119",2021-12-27,5.640594422,5.7423213165
"UKENNE_YW_TP000119",2022-01-03,NA,5.640594422
"UKENNE_YW_TP000119",2022-01-10,4.595083069,5.1178387455
"UKENNE_YW_TP000119",2022-01-17,NA,4.595083069
"UKENNE_YW_TP000119",2022-01-24,3.495651677,4.045367373
"UKENNE_YW_TP000119",2022-01-31,NA,3.495651677
"UKENNE_YW_TP000119",2022-02-07,5.649401782,4.5725267295
"UKENNE_YW_TP000119",2022-02-14,NA,5.649401782
"UKENNE_YW_TP000119",2022-02-21,5.574286222,5.611844002
"UKENNE_YW_TP000119",2022-02-28,NA,5.574286222
"UKENNE_YW_TP000119",2022-03-07,6.14968729,5.861986756
"UKENNE_YW_TP000119",2022-03-14,NA,6.14968729
"UKENNE_YW_TP000119",2022-03-21,5.111859357,5.6307733235
"UKENNE_YW_TP000119",2022-03-28,NA,5.111859357
"UKENNE_YW_TP000141",2021-05-24,NA,NA
"UKENNE_YW_TP000141",2021-05-31,4.888523228,4.888523228
"UKENNE_YW_TP000141",2021-06-07,NA,4.888523228
"UKENNE_YW_TP000141",2021-06-14,4.922790146,4.905656687
"UKENNE_YW_TP000141",2021-06-21,NA,4.922790146
"UKENNE_YW_TP000141",2021-06-28,4.994291379,4.9585407625
"UKENNE_YW_TP000141",2021-07-05,NA,4.994291379
"UKENNE_YW_TP000141",2021-07-12,2.99990461,3.9970979945
"UKENNE_YW_TP000141",2021-07-19,NA,2.99990461
"UKENNE_YW_TP000141",2021-07-26,5.145913222,4.072908916
"UKENNE_YW_TP000141",2021-08-02,NA,5.145913222
"UKENNE_YW_TP000141",2021-08-09,4.931312388,5.038612805
"UKENNE_YW_TP000141",2021-08-16,NA,4.931312388
"UKENNE_YW_TP000141",2021-08-23,6.085007043,5.5081597155
"UKENNE_YW_TP000141",2021-08-30,NA,6.085007043
"UKENNE_YW_TP000141",2021-09-06,5.066793381,5.575900212
"UKENNE_YW_TP000141",2021-09-13,NA,5.066793381
"UKENNE_YW_TP000141",2021-09-20,5.453805406,5.2602993935
"UKENNE_YW_TP000141",2021-09-27,NA,5.453805406
"UKENNE_YW_TP000141",2021-10-04,5.062914722,5.258360064
"UKENNE_YW_TP000141",2021-10-11,NA,5.062914722
"UKENNE_YW_TP000141",2021-10-18,4.039137099,4.5510259105
"UKENNE_YW_TP000141",2021-10-25,NA,4.039137099
"UKENNE_YW_TP000141",2021-11-01,4.495052103,4.267094601
"UKENNE_YW_TP000141",2021-11-08,NA,4.495052103
"UKENNE_YW_TP000141",2021-11-15,3.07906741,3.7870597565
"UKENNE_YW_TP000141",2021-11-22,NA,3.07906741
"UKENNE_YW_TP000141",2021-11-29,5.536364506,4.307715958
"UKENNE_YW_TP000141",2021-12-06,NA,5.536364506
"UKENNE_YW_TP000141",2021-12-13,5.346463093,5.4414137995
"UKENNE_YW_TP000141",2021-12-20,NA,5.346463093
"UKENNE_YW_TP000141",2021-12-27,4.007838024,4.6771505585
"UKENNE_YW_TP000141",2022-01-03,NA,4.007838024
"UKENNE_YW_TP000141",2022-01-10,5.143068137,4.5754530805
"UKENNE_YW_TP000141",2022-01-17,NA,5.143068137
"UKENNE_YW_TP000141",2022-01-24,2.999253691,4.071160914
"UKENNE_YW_TP000141",2022-01-31,NA,2.999253691
"UKENNE_YW_TP000141",2022-02-07,3.975954624,3.4876041575
"UKENNE_YW_TP000141",2022-02-14,NA,3.975954624
"UKENNE_YW_TP000141",2022-02-21,5.799763149,4.8878588865
"UKENNE_YW_TP000141",2022-02-28,NA,5.799763149
"UKENNE_YW_TP000141",2022-03-07,4.753918619,5.276840884
"UKENNE_YW_TP000141",2022-03-14,NA,4.753918619
"UKENNE_YW_TP000141",2022-03-21,5.426168785,5.090043702
"UKENNE_YW_TP000141",2022-03-28,NA,5.426168785
"UKENNW_UU_TP000012",2021-05-24,NA,NA
"UKENNW_UU_TP000012",2021-05-31,4.925826852,4.925826852
"UKENNW_UU_TP000012",2021-06-07,5.762935108,5.34438098
"UKENNW_UU_TP000012",2021-06-14,NA,5.34438098
"UKENNW_UU_TP000012",2021-06-21,NA,5.762935108
"UKENNW_UU_TP000012",2021-06-28,5.348575626,5.348575626
"UKENNW_UU_TP000012",2021-07-05,NA,5.348575626
"UKENNW_UU_TP000012",2021-07-12,5.441088055,5.3948318405
"UKENNW_UU_TP000012",2021-07-19,NA,5.441088055
"UKENNW_UU_TP000012",2021-07-26,5.220904333,5.330996194
"UKENNW_UU_TP000012",2021-08-02,NA,5.220904333
"UKENNW_UU_TP000012",2021-08-09,5.996235495,5.608569914
"UKENNW_UU_TP000012",2021-08-16,NA,5.996235495
"UKENNW_UU_TP000012",2021-08-23,4.77881928,5.3875273875
"UKENNW_UU_TP000012",2021-08-30,NA,4.77881928
"UKENNW_UU_TP000012",2021-09-06,4.521161089,4.6499901845
"UKENNW_UU_TP000012",2021-09-13,NA,4.521161089
"UKENNW_UU_TP000012",2021-09-20,4.95731477,4.7392379295
"UKENNW_UU_TP000012",2021-09-27,NA,4.95731477
"UKENNW_UU_TP000012",2021-10-04,5.30253511,5.12992494
"UKENNW_UU_TP000012",2021-10-11,NA,5.30253511
"UKENNW_UU_TP000012",2021-10-18,4.976812306,5.139673708
"UKENNW_UU_TP000012",2021-10-25,NA,4.976812306
"UKENNW_UU_TP000012",2021-11-01,4.502868959,4.7398406325
"UKENNW_UU_TP000012",2021-11-08,NA,4.502868959
"UKENNW_UU_TP000012",2021-11-15,6.306852716,5.4048608375
"UKENNW_UU_TP000012",2021-11-22,NA,6.306852716
"UKENNW_UU_TP000012",2021-11-29,6.046605492,6.176729104
"UKENNW_UU_TP000012",2021-12-06,NA,6.046605492
"UKENNW_UU_TP000012",2021-12-13,6.477029124,6.261817308
"UKENNW_UU_TP000012",2021-12-20,NA,6.477029124
"UKENNW_UU_TP000012",2021-12-27,5.623631707,6.0503304155
"UKENNW_UU_TP000012",2022-01-03,5.494497171,5.559064439
"UKENNW_UU_TP000012",2022-01-10,NA,5.559064439
"UKENNW_UU_TP000012",2022-01-17,NA,5.494497171
"UKENNW_UU_TP000012",2022-01-24,4.381968456,4.381968456
"UKENNW_UU_TP000012",2022-01-31,NA,4.381968456
"UKENNW_UU_TP000012",2022-02-07,5.029070277,4.7055193665
"UKENNW_UU_TP000012",2022-02-14,NA,5.029070277
"UKENNW_UU_TP000012",2022-02-21,5.617581322,5.3233257995
"UKENNW_UU_TP000012",2022-02-28,NA,5.617581322
"UKENNW_UU_TP000012",2022-03-07,6.261167329,5.9393743255
"UKENNW_UU_TP000012",2022-03-14,NA,6.261167329
"UKENNW_UU_TP000012",2022-03-21,5.87312256,6.0671449445
"UKENNW_UU_TP000012",2022-03-28,NA,5.87312256
"UKENNW_UU_TP000017",2021-05-24,NA,NA
"UKENNW_UU_TP000017",2021-05-31,NA,NA
"UKENNW_UU_TP000017",2021-06-07,NA,NA
"UKENNW_UU_TP000017",2021-06-14,NA,NA
"UKENNW_UU_TP000017",2021-06-21,NA,NA
"UKENNW_UU_TP000017",2021-06-28,NA,NA
"UKENNW_UU_TP000017",2021-07-05,NA,NA
"UKENNW_UU_TP000017",2021-07-12,NA,NA
"UKENNW_UU_TP000017",2021-07-19,NA,NA
"UKENNW_UU_TP000017",2021-07-26,NA,NA
"UKENNW_UU_TP000017",2021-08-02,NA,NA
"UKENNW_UU_TP000017",2021-08-09,NA,NA
"UKENNW_UU_TP000017",2021-08-16,NA,NA
"UKENNW_UU_TP000017",2021-08-23,NA,NA
"UKENNW_UU_TP000017",2021-08-30,NA,NA
"UKENNW_UU_TP000017",2021-09-06,NA,NA
"UKENNW_UU_TP000017",2021-09-13,NA,NA
"UKENNW_UU_TP000017",2021-09-20,NA,NA
"UKENNW_UU_TP000017",2021-09-27,NA,NA
"UKENNW_UU_TP000017",2021-10-04,NA,NA
"UKENNW_UU_TP000017",2021-10-11,NA,NA
"UKENNW_UU_TP000017",2021-10-18,NA,NA
"UKENNW_UU_TP000017",2021-10-25,NA,NA
"UKENNW_UU_TP000017",2021-11-01,NA,NA
"UKENNW_UU_TP000017",2021-11-08,NA,NA
"UKENNW_UU_TP000017",2021-11-15,NA,NA
"UKENNW_UU_TP000017",2021-11-22,NA,NA
"UKENNW_UU_TP000017",2021-11-29,NA,NA
"UKENNW_UU_TP000017",2021-12-06,NA,NA
"UKENNW_UU_TP000017",2021-12-13,NA,NA
