"site_code","one_week_date","Log10_NoV_norm","nov_3week","Easting","Northing"
"UKENAN_AW_TP000016",2021-05-24,NA,NA,508487,249332
"UKENAN_AW_TP000023",2021-05-24,NA,NA,535699,340996
"UKENAN_AW_TP000037",2021-05-24,NA,NA,493847,268578
"UKENAN_AW_TP000050",2021-05-24,NA,NA,547187,261751
"UKENAN_AW_TP000051",2021-05-24,NA,NA,502806,226864
"UKENAN_AW_TP000055",2021-05-24,NA,NA,573806,206725
"UKENAN_AW_TP000063",2021-05-24,NA,NA,602226,223615
"UKENAN_AW_TP000069",2021-05-24,NA,NA,488411,240500
"UKENAN_AW_TP000082",2021-05-24,NA,NA,560459,304206
"UKENAN_AW_TP000107",2021-05-24,NA,NA,481616,261993
"UKENAN_AW_TP000115",2021-05-24,NA,NA,651859,311135
"UKENAN_AW_TP000116",2021-05-24,NA,NA,526212,410959
"UKENAN_AW_TP000144",2021-05-24,NA,NA,617466,241968
"UKENAN_AW_TP000148",2021-05-24,NA,NA,614064,214273
"UKENAN_AW_TP000154",2021-05-24,NA,NA,560275,322372
"UKENAN_AW_TP000161",2021-05-24,NA,NA,499884,370410
"UKENAN_AW_TP000170",2021-05-24,NA,NA,653429,297861
"UKENAN_AW_TP000200",2021-05-24,NA,NA,627841,307418
"UKENAN_AW_TP000210",2021-05-24,NA,NA,521980,298342
"UKENAN_AW_TP000293",2021-05-24,NA,NA,545869,314163
"UKENAN_AW_TP000303",2021-05-24,NA,NA,573699,190651
"UKENAN_AW_TP000307",2021-05-24,NA,NA,587999,187601
"UKENAN_AW_TP000308",2021-05-24,NA,NA,565353,175767
"UKENMI_ST_TP000018",2021-05-24,NA,NA,389999,301651
"UKENMI_ST_TP000036",2021-05-24,NA,NA,395499,322271
"UKENMI_ST_TP000056",2021-05-24,NA,NA,426849,325511
"UKENMI_ST_TP000060",2021-05-24,NA,NA,370979,301401
"UKENMI_ST_TP000062",2021-05-24,NA,NA,419379,291391
"UKENMI_ST_TP000068",2021-05-24,NA,NA,433599,273701
"UKENMI_ST_TP000074",2021-05-24,NA,NA,439359,334491
"UKENMI_ST_TP000099",2021-05-24,NA,NA,380829,216121
"UKENMI_ST_TP000100",2021-05-24,NA,NA,402189,301921
"UKENMI_ST_TP000120",2021-05-24,NA,NA,382559,273751
"UKENMI_ST_TP000137",2021-05-24,NA,NA,453099,321301
"UKENMI_ST_TP000143",2021-05-24,NA,NA,454829,362421
"UKENMI_ST_TP000156",2021-05-24,3.116048427,3.116048427,416499,292356
"UKENMI_ST_TP000163",2021-05-24,NA,NA,464729,342221
"UKENMI_ST_TP000164",2021-05-24,NA,NA,433479,295881
"UKENMI_ST_TP000180",2021-05-24,3.791614865,3.791614865,387079,283821
"UKENMI_ST_TP000182",2021-05-24,NA,NA,449419,276351
"UKENMI_ST_TP000184",2021-05-24,NA,NA,361299,313701
"UKENMI_ST_TP000186",2021-05-24,NA,NA,487449,405991
"UKENMI_ST_TP000199",2021-05-24,NA,NA,408459,262631
"UKENMI_ST_TP000207",2021-05-24,NA,NA,387819,339051
"UKENMI_ST_TP000208",2021-05-24,NA,NA,378889,204891
"UKENMI_ST_TP000222",2021-05-24,NA,NA,459849,311851
"UKENMI_ST_TP000225",2021-05-24,NA,NA,427569,262891
"UKENMI_ST_TP000241",2021-05-24,4.270533488,4.270533488,384619,253411
"UKENMI_ST_TP000256",2021-05-24,NA,NA,389929,224861
"UKENNE_NU_TP000012",2021-05-24,NA,NA,456119,524091
"UKENNE_NU_TP000028",2021-05-24,NA,NA,441059,556121
"UKENNE_NU_TP000030",2021-05-24,NA,NA,444099,542631
"UKENNE_NU_TP000031",2021-05-24,NA,NA,433599,566401
"UKENNE_NU_TP000039",2021-05-24,NA,NA,462098,522827
"UKENNE_NU_TP000046",2021-05-24,NA,NA,451989,527651
"UKENNE_NU_TP000048",2021-05-24,NA,NA,432099,550801
"UKENNE_NU_TP000051",2021-05-24,NA,NA,428919,511531
"UKENNE_NU_TP000055",2021-05-24,NA,NA,432799,555701
"UKENNE_YW_TP000029",2021-05-24,NA,NA,460089,447151
"UKENNE_YW_TP000054",2021-05-24,NA,NA,444556,394415
"UKENNE_YW_TP000057",2021-05-24,NA,NA,439589,391567
"UKENNE_YW_TP000063",2021-05-24,NA,NA,435069,420411
"UKENNE_YW_TP000082",2021-05-24,2.987183824,2.987183824,418979,438751
"UKENNE_YW_TP000086",2021-05-24,NA,NA,409249,422391
"UKENNE_YW_TP000094",2021-05-24,NA,NA,418099,420701
"UKENNE_YW_TP000095",2021-05-24,3.547733582,3.547733582,516284,429068
"UKENNE_YW_TP000096",2021-05-24,NA,NA,408519,441231
"UKENNE_YW_TP000098",2021-05-24,2.462898439,2.462898439,434649,430711
"UKENNE_YW_TP000102",2021-05-24,NA,NA,437799,407001
"UKENNE_YW_TP000107",2021-05-24,3.151602837,3.151602837,426089,419971
"UKENNE_YW_TP000112",2021-05-24,NA,NA,439229,374651
"UKENNE_YW_TP000119",2021-05-24,NA,NA,460189,405981
"UKENNE_YW_TP000141",2021-05-24,NA,NA,443369,385781
"UKENNW_UU_TP000012",2021-05-24,NA,NA,321942,468543
"UKENNW_UU_TP000017",2021-05-24,NA,NA,332919,389491
"UKENNW_UU_TP000018",2021-05-24,NA,NA,360469,429411
"UKENNW_UU_TP000019",2021-05-24,NA,NA,376549,404691
"UKENNW_UU_TP000023",2021-05-24,NA,NA,334328,385183
"UKENNW_UU_TP000024",2021-05-24,NA,NA,382849,435121
"UKENNW_UU_TP000026",2021-05-24,NA,NA,380039,407811
"UKENNW_UU_TP000027",2021-05-24,NA,NA,338811,556534
"UKENNW_UU_TP000038",2021-05-24,3.517387493,3.517387493,366639,357111
"UKENNW_UU_TP000047",2021-05-24,NA,NA,342338,374328
"UKENNW_UU_TP000050",2021-05-24,4.096038701,4.096038701,333099,446501
"UKENNW_UU_TP000067",2021-05-24,NA,NA,393789,394841
"UKENNW_UU_TP000068",2021-05-24,NA,NA,375619,433371
"UKENNW_UU_TP000076",2021-05-24,NA,NA,345699,458711
"UKENNW_UU_TP000078",2021-05-24,NA,NA,365809,399001
"UKENNW_UU_TP000084",2021-05-24,NA,NA,389609,378201
"UKENNW_UU_TP000095",2021-05-24,NA,NA,324149,390251
"UKENNW_UU_TP000102",2021-05-24,NA,NA,345709,427931
"UKENNW_UU_TP000103",2021-05-24,NA,NA,388287,412525
"UKENNW_UU_TP000110",2021-05-24,3.761105446,3.761105446,333486,392845
"UKENNW_UU_TP000115",2021-05-24,NA,NA,353579,395921
"UKENNW_UU_TP000116",2021-05-24,4.539465403,4.539465403,386519,389821
"UKENNW_UU_TP000124",2021-05-24,NA,NA,358039,386891
"UKENNW_UU_TP000133",2021-05-24,NA,NA,348172,411615
"UKENSO_SW_TP000001",2021-05-24,NA,NA,438718,112480
"UKENSO_SW_TP000004",2021-05-24,NA,NA,470951,105443
"UKENSO_SW_TP000008",2021-05-24,NA,NA,456846,103242
"UKENSO_SW_TP000011",2021-05-24,NA,NA,438275,111125
"UKENSO_SW_TP000013",2021-05-24,NA,NA,446839,117931
"UKENSO_SW_TP000016",2021-05-24,4.555878257,4.555878257,460200,85191
"UKENSO_SW_TP000022",2021-05-24,NA,NA,633188,162889
"UKENSO_SW_TP000025",2021-05-24,NA,NA,582959,168491
"UKENSO_SW_TP000026",2021-05-24,NA,NA,601950,143308
"UKENSO_SW_TP000028",2021-05-24,NA,NA,628575,139968
"UKENSO_SW_TP000030",2021-05-24,NA,NA,571975,159382
"UKENSO_SW_TP000033",2021-05-24,NA,NA,616939,159720
"UKENSO_SW_TP000083",2021-05-24,3.520087358,3.520087358,517007,103642
"UKENSO_SW_TP000090",2021-05-24,NA,NA,499695,103145
"UKENSO_SW_TP000091",2021-05-24,5.076883779,5.076883779,576559,109381
"UKENSW_SWS_TP000002",2021-05-24,NA,NA,253327,134309
"UKENSW_SWS_TP000016",2021-05-24,NA,NA,242167,127655
"UKENSW_SWS_TP000024",2021-05-24,NA,NA,302457,80397
"UKENSW_SWS_TP000025",2021-05-24,NA,NA,182302,32206
"UKENSW_SWS_TP000051",2021-05-24,NA,NA,288249,72051
"UKENSW_SWS_TP000055",2021-05-24,NA,NA,206629,52671
"UKENSW_SWS_TP000058",2021-05-24,4.491545363,4.491545363,249776,54024
"UKENSW_SWS_TP000059",2021-05-24,NA,NA,252334,56403
"UKENSW_SWS_TP000064",2021-05-24,5.391310839,5.391310839,313655,90455
"UKENSW_SWS_TP000075",2021-05-24,NA,NA,289699,56301
"UKENSW_WXW_TP000004",2021-05-24,NA,NA,353294,179291
"UKENSW_WXW_TP000005",2021-05-24,NA,NA,369299,168221
"UKENSW_WXW_TP000038",2021-05-24,NA,NA,413049,95051
"UKENSW_WXW_TP000086",2021-05-24,NA,NA,328049,124551
"UKENSW_WXW_TP000100",2021-05-24,NA,NA,331469,156981
"UKENSW_WXW_TP000101",2021-05-24,NA,NA,366380,76721
"UKENTH_TWU_TP000010",2021-05-24,3.692810809,3.692810809,478989,214851
"UKENTH_TWU_TP000013",2021-05-24,NA,NA,467999,155201
"UKENTH_TWU_TP000014",2021-05-24,NA,NA,545469,181671
"UKENTH_TWU_TP000015",2021-05-24,NA,NA,529519,166319
"UKENTH_TWU_TP000021",2021-05-24,NA,NA,513709,201061
"UKENTH_TWU_TP000033",2021-05-24,NA,NA,485799,159501
"UKENTH_TWU_TP000050",2021-05-24,NA,NA,528799,140201
"UKENTH_TWU_TP000052",2021-05-24,2.97614197,2.97614197,549086,180831
"UKENTH_TWU_TP000054",2021-05-24,NA,NA,535659,193171
"UKENTH_TWU_TP000073",2021-05-24,4.29831765,4.29831765,500299,151601
"UKENTH_TWU_TP000084",2021-05-24,NA,NA,518999,168301
"UKENTH_TWU_TP000100",2021-05-24,NA,NA,487709,186961
"UKENTH_TWU_TP000102",2021-05-24,NA,NA,555599,176701
"UKENTH_TWU_TP000103",2021-05-24,NA,NA,512349,217841
"UKENTH_TWU_TP000106",2021-05-24,NA,NA,504199,191941
"UKENTH_TWU_TP000113",2021-05-24,NA,NA,515409,174721
"UKENTH_TWU_TP000116",2021-05-24,NA,NA,449859,166721
"UKENTH_TWU_TP000122",2021-05-24,NA,NA,471099,170701
"UKENTH_TWU_TP000125",2021-05-24,NA,NA,551499,181901
"UKENTH_TWU_TP000126",2021-05-24,NA,NA,539251,209766
"UKENTH_TWU_TP000133",2021-05-24,NA,NA,494299,179201
"UKENTH_TWU_TP000139",2021-05-24,NA,NA,412709,185801
"UKENTH_TWU_TP000155",2021-05-24,NA,NA,503199,157401
"UKENTH_TWU_TP000159",2021-05-24,NA,NA,454389,202231
"UKENAN_AW_TP000016",2021-05-31,3.166716595,3.166716595,508487,249332
"UKENAN_AW_TP000023",2021-05-31,5.88127531,5.88127531,535699,340996
"UKENAN_AW_TP000037",2021-05-31,3.903311068,3.903311068,493847,268578
"UKENAN_AW_TP000050",2021-05-31,4.897693102,4.897693102,547187,261751
"UKENAN_AW_TP000051",2021-05-31,4.796108887,4.796108887,502806,226864
"UKENAN_AW_TP000055",2021-05-31,5.540512309,5.540512309,573806,206725
"UKENAN_AW_TP000063",2021-05-31,4.732276406,4.732276406,602226,223615
"UKENAN_AW_TP000069",2021-05-31,2.780945214,2.780945214,488411,240500
"UKENAN_AW_TP000082",2021-05-31,5.269604345,5.269604345,560459,304206
"UKENAN_AW_TP000107",2021-05-31,3.551756597,3.551756597,481616,261993
"UKENAN_AW_TP000115",2021-05-31,5.567368304,5.567368304,651859,311135
"UKENAN_AW_TP000116",2021-05-31,3.552313549,3.552313549,526212,410959
"UKENAN_AW_TP000144",2021-05-31,3.894018201,3.894018201,617466,241968
"UKENAN_AW_TP000148",2021-05-31,5.180301605,5.180301605,614064,214273
"UKENAN_AW_TP000154",2021-05-31,4.752157927,4.752157927,560275,322372
"UKENAN_AW_TP000161",2021-05-31,4.680363573,4.680363573,499884,370410
"UKENAN_AW_TP000170",2021-05-31,5.390076894,5.390076894,653429,297861
"UKENAN_AW_TP000200",2021-05-31,3.919519976,3.919519976,627841,307418
"UKENAN_AW_TP000210",2021-05-31,3.005367047,3.005367047,521980,298342
"UKENAN_AW_TP000293",2021-05-31,3.609022286,3.609022286,545869,314163
"UKENAN_AW_TP000303",2021-05-31,5.812266377,5.812266377,573699,190651
"UKENAN_AW_TP000307",2021-05-31,4.281559694,4.281559694,587999,187601
"UKENAN_AW_TP000308",2021-05-31,4.407294191,4.407294191,565353,175767
"UKENMI_ST_TP000018",2021-05-31,NA,NA,389999,301651
"UKENMI_ST_TP000036",2021-05-31,5.60796606,5.60796606,395499,322271
"UKENMI_ST_TP000056",2021-05-31,3.446080523,3.446080523,426849,325511
"UKENMI_ST_TP000060",2021-05-31,3.669353962,3.669353962,370979,301401
"UKENMI_ST_TP000062",2021-05-31,4.856139441,4.856139441,419379,291391
"UKENMI_ST_TP000068",2021-05-31,3.331671957,3.331671957,433599,273701
"UKENMI_ST_TP000074",2021-05-31,4.511804133,4.511804133,439359,334491
"UKENMI_ST_TP000099",2021-05-31,4.720913345,4.720913345,380829,216121
"UKENMI_ST_TP000100",2021-05-31,4.992490941,4.992490941,402189,301921
"UKENMI_ST_TP000120",2021-05-31,4.727233616,4.727233616,382559,273751
"UKENMI_ST_TP000137",2021-05-31,5.106031025,5.106031025,453099,321301
"UKENMI_ST_TP000143",2021-05-31,NA,NA,454829,362421
"UKENMI_ST_TP000156",2021-05-31,NA,NA,416499,292356
"UKENMI_ST_TP000163",2021-05-31,4.1295050025,4.1295050025,464729,342221
"UKENMI_ST_TP000164",2021-05-31,NA,NA,433479,295881
"UKENMI_ST_TP000180",2021-05-31,NA,NA,387079,283821
"UKENMI_ST_TP000182",2021-05-31,4.344655137,4.344655137,449419,276351
"UKENMI_ST_TP000184",2021-05-31,5.563502456,5.563502456,361299,313701
"UKENMI_ST_TP000186",2021-05-31,3.9969467,3.9969467,487449,405991
"UKENMI_ST_TP000199",2021-05-31,4.827162894,4.827162894,408459,262631
"UKENMI_ST_TP000207",2021-05-31,3.67016313,3.67016313,387819,339051
"UKENMI_ST_TP000208",2021-05-31,4.9159112835,4.9159112835,378889,204891
"UKENMI_ST_TP000222",2021-05-31,3.759873952,3.759873952,459849,311851
"UKENMI_ST_TP000225",2021-05-31,4.062915794,4.062915794,427569,262891
"UKENMI_ST_TP000241",2021-05-31,NA,NA,384619,253411
"UKENMI_ST_TP000256",2021-05-31,5.022753245,5.022753245,389929,224861
"UKENNE_NU_TP000012",2021-05-31,3.504627784,3.504627784,456119,524091
"UKENNE_NU_TP000028",2021-05-31,NA,NA,441059,556121
"UKENNE_NU_TP000030",2021-05-31,3.50831687,3.50831687,444099,542631
"UKENNE_NU_TP000031",2021-05-31,3.65000043,3.65000043,433599,566401
"UKENNE_NU_TP000039",2021-05-31,NA,NA,462098,522827
"UKENNE_NU_TP000046",2021-05-31,5.097258986,5.097258986,451989,527651
"UKENNE_NU_TP000048",2021-05-31,NA,NA,432099,550801
"UKENNE_NU_TP000051",2021-05-31,4.912985273,4.912985273,428919,511531
"UKENNE_NU_TP000055",2021-05-31,4.509759811,4.509759811,432799,555701
"UKENNE_YW_TP000029",2021-05-31,NA,NA,460089,447151
"UKENNE_YW_TP000054",2021-05-31,NA,NA,444556,394415
"UKENNE_YW_TP000057",2021-05-31,3.340205111,3.340205111,439589,391567
"UKENNE_YW_TP000063",2021-05-31,3.427502064,3.427502064,435069,420411
"UKENNE_YW_TP000082",2021-05-31,NA,NA,418979,438751
"UKENNE_YW_TP000086",2021-05-31,NA,NA,409249,422391
"UKENNE_YW_TP000094",2021-05-31,3.31819103,3.31819103,418099,420701
"UKENNE_YW_TP000095",2021-05-31,NA,NA,516284,429068
"UKENNE_YW_TP000096",2021-05-31,5.326451148,5.326451148,408519,441231
"UKENNE_YW_TP000098",2021-05-31,NA,NA,434649,430711
"UKENNE_YW_TP000102",2021-05-31,5.14873374,5.14873374,437799,407001
"UKENNE_YW_TP000107",2021-05-31,NA,NA,426089,419971
"UKENNE_YW_TP000112",2021-05-31,4.04181964,4.04181964,439229,374651
"UKENNE_YW_TP000119",2021-05-31,4.643395943,4.643395943,460189,405981
"UKENNE_YW_TP000141",2021-05-31,4.888523228,4.888523228,443369,385781
"UKENNW_UU_TP000012",2021-05-31,4.925826852,4.925826852,321942,468543
"UKENNW_UU_TP000017",2021-05-31,NA,NA,332919,389491
"UKENNW_UU_TP000018",2021-05-31,4.312214638,4.312214638,360469,429411
"UKENNW_UU_TP000019",2021-05-31,4.321526907,4.321526907,376549,404691
"UKENNW_UU_TP000023",2021-05-31,NA,NA,334328,385183
"UKENNW_UU_TP000024",2021-05-31,4.925980906,4.925980906,382849,435121
"UKENNW_UU_TP000026",2021-05-31,4.316908332,4.316908332,380039,407811
"UKENNW_UU_TP000027",2021-05-31,3.247209071,3.247209071,338811,556534
"UKENNW_UU_TP000038",2021-05-31,NA,NA,366639,357111
"UKENNW_UU_TP000047",2021-05-31,NA,NA,342338,374328
"UKENNW_UU_TP000050",2021-05-31,NA,NA,333099,446501
"UKENNW_UU_TP000067",2021-05-31,4.778652748,4.778652748,393789,394841
"UKENNW_UU_TP000068",2021-05-31,NA,NA,375619,433371
"UKENNW_UU_TP000076",2021-05-31,4.800775006,4.800775006,345699,458711
"UKENNW_UU_TP000078",2021-05-31,4.4552416885,4.4552416885,365809,399001
"UKENNW_UU_TP000084",2021-05-31,3.599970392,3.599970392,389609,378201
"UKENNW_UU_TP000095",2021-05-31,4.575183615,4.575183615,324149,390251
"UKENNW_UU_TP000102",2021-05-31,4.884091133,4.884091133,345709,427931
"UKENNW_UU_TP000103",2021-05-31,4.10045696,4.10045696,388287,412525
"UKENNW_UU_TP000110",2021-05-31,NA,NA,333486,392845
"UKENNW_UU_TP000115",2021-05-31,NA,NA,353579,395921
"UKENNW_UU_TP000116",2021-05-31,NA,NA,386519,389821
"UKENNW_UU_TP000124",2021-05-31,5.233837286,5.233837286,358039,386891
"UKENNW_UU_TP000133",2021-05-31,3.478684826,3.478684826,348172,411615
"UKENSO_SW_TP000001",2021-05-31,NA,NA,438718,112480
"UKENSO_SW_TP000004",2021-05-31,3.600289418,3.600289418,470951,105443
"UKENSO_SW_TP000008",2021-05-31,4.308806434,4.308806434,456846,103242
"UKENSO_SW_TP000011",2021-05-31,3.53165267,3.53165267,438275,111125
"UKENSO_SW_TP000013",2021-05-31,4.422357225,4.422357225,446839,117931
"UKENSO_SW_TP000016",2021-05-31,NA,NA,460200,85191
"UKENSO_SW_TP000022",2021-05-31,4.041991261,4.041991261,633188,162889
"UKENSO_SW_TP000025",2021-05-31,4.318644228,4.318644228,582959,168491
"UKENSO_SW_TP000026",2021-05-31,5.379070519,5.379070519,601950,143308
"UKENSO_SW_TP000028",2021-05-31,3.825901346,3.825901346,628575,139968
"UKENSO_SW_TP000030",2021-05-31,5.229394425,5.229394425,571975,159382
"UKENSO_SW_TP000033",2021-05-31,3.951674737,3.951674737,616939,159720
"UKENSO_SW_TP000083",2021-05-31,NA,NA,517007,103642
"UKENSO_SW_TP000090",2021-05-31,3.385897225,3.385897225,499695,103145
"UKENSO_SW_TP000091",2021-05-31,NA,NA,576559,109381
"UKENSW_SWS_TP000002",2021-05-31,4.396748123,4.396748123,253327,134309
"UKENSW_SWS_TP000016",2021-05-31,NA,NA,242167,127655
"UKENSW_SWS_TP000024",2021-05-31,4.798677486,4.798677486,302457,80397
"UKENSW_SWS_TP000025",2021-05-31,4.92367286,4.92367286,182302,32206
"UKENSW_SWS_TP000051",2021-05-31,3.636127704,3.636127704,288249,72051
"UKENSW_SWS_TP000055",2021-05-31,6.302882441,6.302882441,206629,52671
"UKENSW_SWS_TP000058",2021-05-31,NA,NA,249776,54024
"UKENSW_SWS_TP000059",2021-05-31,3.379757398,3.379757398,252334,56403
"UKENSW_SWS_TP000064",2021-05-31,NA,NA,313655,90455
"UKENSW_SWS_TP000075",2021-05-31,4.753369133,4.753369133,289699,56301
"UKENSW_WXW_TP000004",2021-05-31,3.7413082,3.7413082,353294,179291
"UKENSW_WXW_TP000005",2021-05-31,4.729654876,4.729654876,369299,168221
"UKENSW_WXW_TP000038",2021-05-31,5.078979892,5.078979892,413049,95051
"UKENSW_WXW_TP000086",2021-05-31,4.369170902,4.369170902,328049,124551
"UKENSW_WXW_TP000100",2021-05-31,3.725560857,3.725560857,331469,156981
"UKENSW_WXW_TP000101",2021-05-31,4.929792937,4.929792937,366380,76721
"UKENTH_TWU_TP000010",2021-05-31,NA,NA,478989,214851
"UKENTH_TWU_TP000013",2021-05-31,4.114532034,4.114532034,467999,155201
"UKENTH_TWU_TP000014",2021-05-31,3.372705821,3.372705821,545469,181671
"UKENTH_TWU_TP000015",2021-05-31,4.533701796,4.533701796,529519,166319
"UKENTH_TWU_TP000021",2021-05-31,4.072517563,4.072517563,513709,201061
"UKENTH_TWU_TP000033",2021-05-31,3.377917795,3.377917795,485799,159501
"UKENTH_TWU_TP000050",2021-05-31,4.138199744,4.138199744,528799,140201
"UKENTH_TWU_TP000052",2021-05-31,NA,NA,549086,180831
"UKENTH_TWU_TP000054",2021-05-31,3.857142316,3.857142316,535659,193171
"UKENTH_TWU_TP000073",2021-05-31,3.610817236,3.954567443,500299,151601
"UKENTH_TWU_TP000084",2021-05-31,4.421613524,4.421613524,518999,168301
"UKENTH_TWU_TP000100",2021-05-31,4.11801768,4.11801768,487709,186961
"UKENTH_TWU_TP000102",2021-05-31,3.158053901,3.158053901,555599,176701
"UKENTH_TWU_TP000103",2021-05-31,4.325357756,4.325357756,512349,217841
"UKENTH_TWU_TP000106",2021-05-31,3.7075462845,3.7075462845,504199,191941
"UKENTH_TWU_TP000113",2021-05-31,3.326971186,3.326971186,515409,174721
"UKENTH_TWU_TP000116",2021-05-31,NA,NA,449859,166721
"UKENTH_TWU_TP000122",2021-05-31,3.758866213,3.758866213,471099,170701
"UKENTH_TWU_TP000125",2021-05-31,3.704249776,3.704249776,551499,181901
"UKENTH_TWU_TP000126",2021-05-31,2.798675769,2.798675769,539251,209766
"UKENTH_TWU_TP000133",2021-05-31,4.510783462,4.510783462,494299,179201
"UKENTH_TWU_TP000139",2021-05-31,4.960279318,4.960279318,412709,185801
"UKENTH_TWU_TP000155",2021-05-31,4.709406204,4.709406204,503199,157401
"UKENTH_TWU_TP000159",2021-05-31,2.996654663,2.996654663,454389,202231
"UKENAN_AW_TP000016",2021-06-07,NA,NA,508487,249332
"UKENAN_AW_TP000023",2021-06-07,NA,NA,535699,340996
"UKENAN_AW_TP000037",2021-06-07,NA,NA,493847,268578
"UKENAN_AW_TP000050",2021-06-07,NA,NA,547187,261751
"UKENAN_AW_TP000051",2021-06-07,NA,NA,502806,226864
"UKENAN_AW_TP000055",2021-06-07,NA,NA,573806,206725
"UKENAN_AW_TP000063",2021-06-07,NA,NA,602226,223615
"UKENAN_AW_TP000069",2021-06-07,NA,NA,488411,240500
"UKENAN_AW_TP000082",2021-06-07,NA,NA,560459,304206
"UKENAN_AW_TP000107",2021-06-07,NA,NA,481616,261993
"UKENAN_AW_TP000115",2021-06-07,NA,NA,651859,311135
"UKENAN_AW_TP000116",2021-06-07,NA,NA,526212,410959
"UKENAN_AW_TP000144",2021-06-07,NA,NA,617466,241968
"UKENAN_AW_TP000148",2021-06-07,NA,NA,614064,214273
"UKENAN_AW_TP000154",2021-06-07,NA,NA,560275,322372
"UKENAN_AW_TP000161",2021-06-07,NA,NA,499884,370410
"UKENAN_AW_TP000170",2021-06-07,NA,NA,653429,297861
"UKENAN_AW_TP000200",2021-06-07,NA,NA,627841,307418
"UKENAN_AW_TP000210",2021-06-07,NA,NA,521980,298342
"UKENAN_AW_TP000293",2021-06-07,NA,NA,545869,314163
"UKENAN_AW_TP000303",2021-06-07,NA,NA,573699,190651
"UKENAN_AW_TP000307",2021-06-07,NA,NA,587999,187601
"UKENAN_AW_TP000308",2021-06-07,NA,NA,565353,175767
"UKENMI_ST_TP000018",2021-06-07,NA,NA,389999,301651
"UKENMI_ST_TP000036",2021-06-07,NA,NA,395499,322271
"UKENMI_ST_TP000056",2021-06-07,NA,NA,426849,325511
"UKENMI_ST_TP000060",2021-06-07,NA,NA,370979,301401
"UKENMI_ST_TP000062",2021-06-07,NA,NA,419379,291391
"UKENMI_ST_TP000068",2021-06-07,NA,NA,433599,273701
"UKENMI_ST_TP000074",2021-06-07,NA,NA,439359,334491
"UKENMI_ST_TP000099",2021-06-07,NA,NA,380829,216121
"UKENMI_ST_TP000100",2021-06-07,NA,NA,402189,301921
"UKENMI_ST_TP000120",2021-06-07,NA,NA,382559,273751
"UKENMI_ST_TP000137",2021-06-07,NA,NA,453099,321301
"UKENMI_ST_TP000143",2021-06-07,4.806718357,4.806718357,454829,362421
"UKENMI_ST_TP000156",2021-06-07,2.737141927,2.926595177,416499,292356
"UKENMI_ST_TP000163",2021-06-07,NA,NA,464729,342221
"UKENMI_ST_TP000164",2021-06-07,5.42979877,5.42979877,433479,295881
"UKENMI_ST_TP000180",2021-06-07,4.988490604,4.3900527345,387079,283821
"UKENMI_ST_TP000182",2021-06-07,NA,NA,449419,276351
"UKENMI_ST_TP000184",2021-06-07,NA,NA,361299,313701
"UKENMI_ST_TP000186",2021-06-07,NA,NA,487449,405991
"UKENMI_ST_TP000199",2021-06-07,NA,NA,408459,262631
"UKENMI_ST_TP000207",2021-06-07,NA,NA,387819,339051
"UKENMI_ST_TP000208",2021-06-07,NA,NA,378889,204891
"UKENMI_ST_TP000222",2021-06-07,4.811519856,4.285696904,459849,311851
"UKENMI_ST_TP000225",2021-06-07,NA,NA,427569,262891
"UKENMI_ST_TP000241",2021-06-07,4.770375839,4.5204546635,384619,253411
"UKENMI_ST_TP000256",2021-06-07,NA,NA,389929,224861
"UKENNE_NU_TP000012",2021-06-07,4.384472018,3.944549901,456119,524091
"UKENNE_NU_TP000028",2021-06-07,NA,NA,441059,556121
"UKENNE_NU_TP000030",2021-06-07,4.205182086,3.856749478,444099,542631
"UKENNE_NU_TP000031",2021-06-07,4.178379186,3.914189808,433599,566401
"UKENNE_NU_TP000039",2021-06-07,NA,NA,462098,522827
"UKENNE_NU_TP000046",2021-06-07,NA,NA,451989,527651
"UKENNE_NU_TP000048",2021-06-07,NA,NA,432099,550801
"UKENNE_NU_TP000051",2021-06-07,4.705288235,4.809136754,428919,511531
"UKENNE_NU_TP000055",2021-06-07,4.202738614,4.3562492125,432799,555701
"UKENNE_YW_TP000029",2021-06-07,NA,NA,460089,447151
"UKENNE_YW_TP000054",2021-06-07,NA,NA,444556,394415
"UKENNE_YW_TP000057",2021-06-07,3.712219899,3.526212505,439589,391567
"UKENNE_YW_TP000063",2021-06-07,NA,NA,435069,420411
"UKENNE_YW_TP000082",2021-06-07,4.579476349,3.7833300865,418979,438751
"UKENNE_YW_TP000086",2021-06-07,NA,NA,409249,422391
"UKENNE_YW_TP000094",2021-06-07,NA,NA,418099,420701
"UKENNE_YW_TP000095",2021-06-07,3.859322886,3.703528234,516284,429068
"UKENNE_YW_TP000096",2021-06-07,NA,NA,408519,441231
"UKENNE_YW_TP000098",2021-06-07,NA,NA,434649,430711
"UKENNE_YW_TP000102",2021-06-07,NA,NA,437799,407001
"UKENNE_YW_TP000107",2021-06-07,2.864522012,3.0080624245,426089,419971
"UKENNE_YW_TP000112",2021-06-07,NA,NA,439229,374651
"UKENNE_YW_TP000119",2021-06-07,NA,NA,460189,405981
"UKENNE_YW_TP000141",2021-06-07,NA,NA,443369,385781
"UKENNW_UU_TP000012",2021-06-07,5.762935108,5.34438098,321942,468543
"UKENNW_UU_TP000017",2021-06-07,NA,NA,332919,389491
"UKENNW_UU_TP000018",2021-06-07,3.947006945,4.1296107915,360469,429411
