"site_code","one_week_date","Log10_NoV_norm","nov_3week","Easting","Northing"
"UKENTH_TWU_TP000050",2021-07-12,4.723244815,4.75496694266667,528799,140201
"UKENTH_TWU_TP000052",2021-07-12,NA,NA,549086,180831
"UKENTH_TWU_TP000054",2021-07-12,4.954555814,4.251856388,535659,193171
"UKENTH_TWU_TP000073",2021-07-12,5.047347249,4.73634843066667,500299,151601
"UKENTH_TWU_TP000084",2021-07-12,3.672312835,3.93428343866667,518999,168301
"UKENTH_TWU_TP000100",2021-07-12,4.993400704,4.803330144,487709,186961
"UKENTH_TWU_TP000102",2021-07-12,4.228199704,4.294240521,555599,176701
"UKENTH_TWU_TP000103",2021-07-12,5.255437581,5.39348003533333,512349,217841
"UKENTH_TWU_TP000106",2021-07-12,NA,NA,504199,191941
"UKENTH_TWU_TP000113",2021-07-12,3.899681029,3.92633541933333,515409,174721
"UKENTH_TWU_TP000116",2021-07-12,5.004803385,5.177418878,449859,166721
"UKENTH_TWU_TP000122",2021-07-12,4.785241565,3.95737320333333,471099,170701
"UKENTH_TWU_TP000125",2021-07-12,3.268786576,3.711906649,551499,181901
"UKENTH_TWU_TP000126",2021-07-12,4.50889228,3.82141946433333,539251,209766
"UKENTH_TWU_TP000133",2021-07-12,5.222741917,4.63624738466667,494299,179201
"UKENTH_TWU_TP000139",2021-07-12,4.183225059,4.56752129866667,412709,185801
"UKENTH_TWU_TP000155",2021-07-12,4.633804772,5.057717087,503199,157401
"UKENTH_TWU_TP000159",2021-07-12,4.262417848,4.05930998433333,454389,202231
"UKENAN_AW_TP000016",2021-07-19,NA,NA,508487,249332
"UKENAN_AW_TP000023",2021-07-19,NA,NA,535699,340996
"UKENAN_AW_TP000037",2021-07-19,NA,NA,493847,268578
"UKENAN_AW_TP000050",2021-07-19,NA,NA,547187,261751
"UKENAN_AW_TP000051",2021-07-19,NA,NA,502806,226864
"UKENAN_AW_TP000055",2021-07-19,NA,NA,573806,206725
"UKENAN_AW_TP000063",2021-07-19,NA,NA,602226,223615
"UKENAN_AW_TP000069",2021-07-19,NA,NA,488411,240500
"UKENAN_AW_TP000082",2021-07-19,NA,NA,560459,304206
"UKENAN_AW_TP000107",2021-07-19,NA,NA,481616,261993
"UKENAN_AW_TP000115",2021-07-19,NA,NA,651859,311135
"UKENAN_AW_TP000116",2021-07-19,NA,NA,526212,410959
"UKENAN_AW_TP000144",2021-07-19,NA,NA,617466,241968
"UKENAN_AW_TP000148",2021-07-19,NA,NA,614064,214273
"UKENAN_AW_TP000154",2021-07-19,NA,NA,560275,322372
"UKENAN_AW_TP000161",2021-07-19,NA,NA,499884,370410
"UKENAN_AW_TP000170",2021-07-19,NA,NA,653429,297861
"UKENAN_AW_TP000200",2021-07-19,NA,NA,627841,307418
"UKENAN_AW_TP000210",2021-07-19,NA,NA,521980,298342
"UKENAN_AW_TP000293",2021-07-19,NA,NA,545869,314163
"UKENAN_AW_TP000303",2021-07-19,NA,NA,573699,190651
"UKENAN_AW_TP000307",2021-07-19,NA,NA,587999,187601
"UKENAN_AW_TP000308",2021-07-19,NA,NA,565353,175767
"UKENMI_ST_TP000018",2021-07-19,NA,NA,389999,301651
"UKENMI_ST_TP000036",2021-07-19,NA,NA,395499,322271
"UKENMI_ST_TP000056",2021-07-19,NA,NA,426849,325511
"UKENMI_ST_TP000060",2021-07-19,NA,NA,370979,301401
"UKENMI_ST_TP000062",2021-07-19,NA,NA,419379,291391
"UKENMI_ST_TP000068",2021-07-19,NA,NA,433599,273701
"UKENMI_ST_TP000074",2021-07-19,NA,NA,439359,334491
"UKENMI_ST_TP000099",2021-07-19,NA,NA,380829,216121
"UKENMI_ST_TP000100",2021-07-19,NA,NA,402189,301921
"UKENMI_ST_TP000120",2021-07-19,NA,NA,382559,273751
"UKENMI_ST_TP000137",2021-07-19,NA,NA,453099,321301
"UKENMI_ST_TP000143",2021-07-19,6.083054162,5.63524539166667,454829,362421
"UKENMI_ST_TP000156",2021-07-19,3.311294188,3.72832094866667,416499,292356
"UKENMI_ST_TP000163",2021-07-19,NA,NA,464729,342221
"UKENMI_ST_TP000164",2021-07-19,NA,NA,433479,295881
"UKENMI_ST_TP000180",2021-07-19,5.430542942,5.049062346,387079,283821
"UKENMI_ST_TP000182",2021-07-19,NA,NA,449419,276351
"UKENMI_ST_TP000184",2021-07-19,NA,NA,361299,313701
"UKENMI_ST_TP000186",2021-07-19,NA,NA,487449,405991
"UKENMI_ST_TP000199",2021-07-19,NA,NA,408459,262631
"UKENMI_ST_TP000207",2021-07-19,NA,NA,387819,339051
"UKENMI_ST_TP000208",2021-07-19,NA,NA,378889,204891
"UKENMI_ST_TP000222",2021-07-19,NA,NA,459849,311851
"UKENMI_ST_TP000225",2021-07-19,NA,NA,427569,262891
"UKENMI_ST_TP000241",2021-07-19,NA,NA,384619,253411
"UKENMI_ST_TP000256",2021-07-19,NA,NA,389929,224861
"UKENNE_NU_TP000012",2021-07-19,NA,NA,456119,524091
"UKENNE_NU_TP000028",2021-07-19,3.766460705,4.40694661266667,441059,556121
"UKENNE_NU_TP000030",2021-07-19,NA,NA,444099,542631
"UKENNE_NU_TP000031",2021-07-19,NA,NA,433599,566401
"UKENNE_NU_TP000039",2021-07-19,NA,NA,462098,522827
"UKENNE_NU_TP000046",2021-07-19,NA,NA,451989,527651
"UKENNE_NU_TP000048",2021-07-19,NA,NA,432099,550801
"UKENNE_NU_TP000051",2021-07-19,NA,NA,428919,511531
"UKENNE_NU_TP000055",2021-07-19,NA,NA,432799,555701
"UKENNE_YW_TP000029",2021-07-19,NA,NA,460089,447151
"UKENNE_YW_TP000054",2021-07-19,NA,NA,444556,394415
"UKENNE_YW_TP000057",2021-07-19,NA,NA,439589,391567
"UKENNE_YW_TP000063",2021-07-19,3.453726754,4.39543081566667,435069,420411
"UKENNE_YW_TP000082",2021-07-19,NA,NA,418979,438751
"UKENNE_YW_TP000086",2021-07-19,NA,NA,409249,422391
"UKENNE_YW_TP000094",2021-07-19,NA,NA,418099,420701
"UKENNE_YW_TP000095",2021-07-19,4.568814982,4.25326202666667,516284,429068
"UKENNE_YW_TP000096",2021-07-19,NA,NA,408519,441231
"UKENNE_YW_TP000098",2021-07-19,NA,NA,434649,430711
"UKENNE_YW_TP000102",2021-07-19,NA,NA,437799,407001
"UKENNE_YW_TP000107",2021-07-19,4.646883621,4.15728561266667,426089,419971
"UKENNE_YW_TP000112",2021-07-19,NA,NA,439229,374651
"UKENNE_YW_TP000119",2021-07-19,NA,NA,460189,405981
"UKENNE_YW_TP000141",2021-07-19,NA,NA,443369,385781
"UKENNW_UU_TP000012",2021-07-19,NA,NA,321942,468543
"UKENNW_UU_TP000017",2021-07-19,NA,NA,332919,389491
"UKENNW_UU_TP000018",2021-07-19,NA,NA,360469,429411
"UKENNW_UU_TP000019",2021-07-19,NA,NA,376549,404691
"UKENNW_UU_TP000023",2021-07-19,NA,NA,334328,385183
"UKENNW_UU_TP000024",2021-07-19,NA,NA,382849,435121
"UKENNW_UU_TP000026",2021-07-19,NA,NA,380039,407811
"UKENNW_UU_TP000027",2021-07-19,NA,NA,338811,556534
"UKENNW_UU_TP000038",2021-07-19,5.496945077,5.170414662,366639,357111
"UKENNW_UU_TP000047",2021-07-19,5.0209361525,5.0209361525,342338,374328
"UKENNW_UU_TP000050",2021-07-19,4.704773561,5.13820642666667,333099,446501
"UKENNW_UU_TP000067",2021-07-19,NA,NA,393789,394841
"UKENNW_UU_TP000068",2021-07-19,NA,NA,375619,433371
"UKENNW_UU_TP000076",2021-07-19,NA,NA,345699,458711
"UKENNW_UU_TP000078",2021-07-19,4.250415432,4.767300936,365809,399001
"UKENNW_UU_TP000084",2021-07-19,NA,NA,389609,378201
"UKENNW_UU_TP000095",2021-07-19,NA,NA,324149,390251
"UKENNW_UU_TP000102",2021-07-19,NA,NA,345709,427931
"UKENNW_UU_TP000103",2021-07-19,NA,NA,388287,412525
"UKENNW_UU_TP000110",2021-07-19,4.940220886,4.40852159933333,333486,392845
"UKENNW_UU_TP000115",2021-07-19,NA,NA,353579,395921
"UKENNW_UU_TP000116",2021-07-19,NA,NA,386519,389821
"UKENNW_UU_TP000124",2021-07-19,NA,NA,358039,386891
"UKENNW_UU_TP000133",2021-07-19,NA,NA,348172,411615
"UKENSO_SW_TP000001",2021-07-19,5.499620355,5.07233539433333,438718,112480
"UKENSO_SW_TP000004",2021-07-19,NA,NA,470951,105443
"UKENSO_SW_TP000008",2021-07-19,NA,NA,456846,103242
"UKENSO_SW_TP000011",2021-07-19,NA,NA,438275,111125
"UKENSO_SW_TP000013",2021-07-19,NA,NA,446839,117931
"UKENSO_SW_TP000016",2021-07-19,5.236523701,4.87670214066667,460200,85191
"UKENSO_SW_TP000022",2021-07-19,NA,NA,633188,162889
"UKENSO_SW_TP000025",2021-07-19,NA,NA,582959,168491
"UKENSO_SW_TP000026",2021-07-19,NA,NA,601950,143308
"UKENSO_SW_TP000028",2021-07-19,NA,NA,628575,139968
"UKENSO_SW_TP000030",2021-07-19,NA,NA,571975,159382
"UKENSO_SW_TP000033",2021-07-19,NA,NA,616939,159720
"UKENSO_SW_TP000083",2021-07-19,5.816504472,5.087388785,517007,103642
"UKENSO_SW_TP000090",2021-07-19,NA,NA,499695,103145
"UKENSO_SW_TP000091",2021-07-19,5.193642309,5.16421009733333,576559,109381
"UKENSW_SWS_TP000002",2021-07-19,NA,NA,253327,134309
"UKENSW_SWS_TP000016",2021-07-19,NA,NA,242167,127655
"UKENSW_SWS_TP000024",2021-07-19,NA,NA,302457,80397
"UKENSW_SWS_TP000025",2021-07-19,NA,NA,182302,32206
"UKENSW_SWS_TP000051",2021-07-19,NA,NA,288249,72051
"UKENSW_SWS_TP000055",2021-07-19,NA,NA,206629,52671
"UKENSW_SWS_TP000058",2021-07-19,5.220751025,5.12026848133333,249776,54024
"UKENSW_SWS_TP000059",2021-07-19,NA,NA,252334,56403
"UKENSW_SWS_TP000064",2021-07-19,6.21643723,5.73327274333333,313655,90455
"UKENSW_SWS_TP000075",2021-07-19,NA,NA,289699,56301
"UKENSW_WXW_TP000004",2021-07-19,NA,NA,353294,179291
"UKENSW_WXW_TP000005",2021-07-19,NA,NA,369299,168221
"UKENSW_WXW_TP000038",2021-07-19,NA,NA,413049,95051
"UKENSW_WXW_TP000086",2021-07-19,NA,NA,328049,124551
"UKENSW_WXW_TP000100",2021-07-19,NA,NA,331469,156981
"UKENSW_WXW_TP000101",2021-07-19,NA,NA,366380,76721
"UKENTH_TWU_TP000010",2021-07-19,4.688065092,4.784343075,478989,214851
"UKENTH_TWU_TP000013",2021-07-19,NA,NA,467999,155201
"UKENTH_TWU_TP000014",2021-07-19,NA,NA,545469,181671
"UKENTH_TWU_TP000015",2021-07-19,NA,NA,529519,166319
"UKENTH_TWU_TP000021",2021-07-19,NA,NA,513709,201061
"UKENTH_TWU_TP000033",2021-07-19,NA,NA,485799,159501
"UKENTH_TWU_TP000050",2021-07-19,NA,NA,528799,140201
"UKENTH_TWU_TP000052",2021-07-19,NA,NA,549086,180831
"UKENTH_TWU_TP000054",2021-07-19,NA,NA,535659,193171
"UKENTH_TWU_TP000073",2021-07-19,NA,NA,500299,151601
"UKENTH_TWU_TP000084",2021-07-19,NA,NA,518999,168301
"UKENTH_TWU_TP000100",2021-07-19,NA,NA,487709,186961
"UKENTH_TWU_TP000102",2021-07-19,NA,NA,555599,176701
"UKENTH_TWU_TP000103",2021-07-19,NA,NA,512349,217841
"UKENTH_TWU_TP000106",2021-07-19,4.767724439,4.575524967,504199,191941
"UKENTH_TWU_TP000113",2021-07-19,NA,NA,515409,174721
"UKENTH_TWU_TP000116",2021-07-19,NA,NA,449859,166721
"UKENTH_TWU_TP000122",2021-07-19,NA,NA,471099,170701
"UKENTH_TWU_TP000125",2021-07-19,NA,NA,551499,181901
"UKENTH_TWU_TP000126",2021-07-19,NA,NA,539251,209766
"UKENTH_TWU_TP000133",2021-07-19,NA,NA,494299,179201
"UKENTH_TWU_TP000139",2021-07-19,NA,NA,412709,185801
"UKENTH_TWU_TP000155",2021-07-19,NA,NA,503199,157401
"UKENTH_TWU_TP000159",2021-07-19,NA,NA,454389,202231
"UKENAN_AW_TP000016",2021-07-26,4.194496483,4.74167914766667,508487,249332
"UKENAN_AW_TP000023",2021-07-26,5.844756531,5.821164878,535699,340996
"UKENAN_AW_TP000037",2021-07-26,5.384973196,4.88210328366667,493847,268578
"UKENAN_AW_TP000050",2021-07-26,4.155512852,4.723042228,547187,261751
"UKENAN_AW_TP000051",2021-07-26,5.430129731,5.522583177,502806,226864
"UKENAN_AW_TP000055",2021-07-26,5.753202799,5.75843554,573806,206725
"UKENAN_AW_TP000063",2021-07-26,4.864112628,5.067219365,602226,223615
"UKENAN_AW_TP000069",2021-07-26,3.784867635,4.014537162,488411,240500
"UKENAN_AW_TP000082",2021-07-26,5.033643758,5.793184172,560459,304206
"UKENAN_AW_TP000107",2021-07-26,5.643958124,5.176328022,481616,261993
"UKENAN_AW_TP000115",2021-07-26,5.384008702,5.49002136366667,651859,311135
"UKENAN_AW_TP000116",2021-07-26,4.339162983,4.27742697133333,526212,410959
"UKENAN_AW_TP000144",2021-07-26,5.612534619,4.961418689,617466,241968
"UKENAN_AW_TP000148",2021-07-26,5.398564786,5.461361027,614064,214273
"UKENAN_AW_TP000154",2021-07-26,5.310815147,5.739226058,560275,322372
"UKENAN_AW_TP000161",2021-07-26,3.964090461,3.91363143066667,499884,370410
"UKENAN_AW_TP000170",2021-07-26,3.901344237,5.191064743,653429,297861
"UKENAN_AW_TP000200",2021-07-26,4.900920721,4.74980247633333,627841,307418
"UKENAN_AW_TP000210",2021-07-26,4.998253445,4.89147003,521980,298342
"UKENAN_AW_TP000293",2021-07-26,6.302033676,4.916221799,545869,314163
"UKENAN_AW_TP000303",2021-07-26,5.343497967,5.22456969633333,573699,190651
"UKENAN_AW_TP000307",2021-07-26,4.07973722,4.63484028,587999,187601
"UKENAN_AW_TP000308",2021-07-26,4.818510834,5.15007328533333,565353,175767
"UKENMI_ST_TP000018",2021-07-26,5.023153487,5.04890370833333,389999,301651
"UKENMI_ST_TP000036",2021-07-26,5.97554878,5.613521304,395499,322271
"UKENMI_ST_TP000056",2021-07-26,3.422363857,3.87345111533333,426849,325511
"UKENMI_ST_TP000060",2021-07-26,6.317096447,5.900041431,370979,301401
"UKENMI_ST_TP000062",2021-07-26,6.147488494,5.52881978333333,419379,291391
"UKENMI_ST_TP000068",2021-07-26,5.336994622,5.072091266,433599,273701
"UKENMI_ST_TP000074",2021-07-26,5.07954174,4.74995772366667,439359,334491
"UKENMI_ST_TP000099",2021-07-26,5.406704958,4.76451958433333,380829,216121
"UKENMI_ST_TP000100",2021-07-26,5.347721289,4.90192576866667,402189,301921
"UKENMI_ST_TP000120",2021-07-26,5.716050438,5.79047538033333,382559,273751
"UKENMI_ST_TP000137",2021-07-26,6.036730052,6.159148002,453099,321301
"UKENMI_ST_TP000143",2021-07-26,NA,NA,454829,362421
"UKENMI_ST_TP000156",2021-07-26,NA,NA,416499,292356
"UKENMI_ST_TP000163",2021-07-26,5.700346113,4.75732798866667,464729,342221
"UKENMI_ST_TP000164",2021-07-26,6.08085993,5.685640488,433479,295881
"UKENMI_ST_TP000180",2021-07-26,NA,NA,387079,283821
"UKENMI_ST_TP000182",2021-07-26,6.085661936,5.80268294966667,449419,276351
"UKENMI_ST_TP000184",2021-07-26,6.256002548,5.00193657366667,361299,313701
"UKENMI_ST_TP000186",2021-07-26,5.755881397,5.10951345633333,487449,405991
"UKENMI_ST_TP000199",2021-07-26,NA,NA,408459,262631
"UKENMI_ST_TP000207",2021-07-26,4.255656494,4.31578165833333,387819,339051
"UKENMI_ST_TP000208",2021-07-26,5.147386908,5.42679957033333,378889,204891
"UKENMI_ST_TP000222",2021-07-26,5.045185477,4.35416112766667,459849,311851
"UKENMI_ST_TP000225",2021-07-26,6.032735871,5.45953090233333,427569,262891
"UKENMI_ST_TP000241",2021-07-26,5.167331999,5.13625464166667,384619,253411
"UKENMI_ST_TP000256",2021-07-26,5.567731019,5.22926360166667,389929,224861
"UKENNE_NU_TP000012",2021-07-26,5.048911064,5.052410322,456119,524091
"UKENNE_NU_TP000028",2021-07-26,NA,NA,441059,556121
"UKENNE_NU_TP000030",2021-07-26,5.118918801,4.81325836966667,444099,542631
"UKENNE_NU_TP000031",2021-07-26,4.76261932,4.011251962,433599,566401
"UKENNE_NU_TP000039",2021-07-26,NA,NA,462098,522827
"UKENNE_NU_TP000046",2021-07-26,3.346877663,4.18511472266667,451989,527651
"UKENNE_NU_TP000048",2021-07-26,NA,NA,432099,550801
"UKENNE_NU_TP000051",2021-07-26,4.813834236,5.026610947,428919,511531
"UKENNE_NU_TP000055",2021-07-26,5.7271343,5.408762259,432799,555701
"UKENNE_YW_TP000029",2021-07-26,5.239737955,4.61852283033333,460089,447151
"UKENNE_YW_TP000054",2021-07-26,NA,NA,444556,394415
"UKENNE_YW_TP000057",2021-07-26,4.557626451,4.36448510033333,439589,391567
"UKENNE_YW_TP000063",2021-07-26,5.152719417,4.55111130066667,435069,420411
"UKENNE_YW_TP000082",2021-07-26,3.849646237,4.12694976033333,418979,438751
"UKENNE_YW_TP000086",2021-07-26,NA,NA,409249,422391
"UKENNE_YW_TP000094",2021-07-26,5.473442863,5.01163753,418099,420701
"UKENNE_YW_TP000095",2021-07-26,NA,NA,516284,429068
"UKENNE_YW_TP000096",2021-07-26,5.753946778,5.53258915033333,408519,441231
"UKENNE_YW_TP000098",2021-07-26,4.440866405,4.03588095866667,434649,430711
"UKENNE_YW_TP000102",2021-07-26,5.564141072,5.60482222066667,437799,407001
"UKENNE_YW_TP000107",2021-07-26,NA,NA,426089,419971
"UKENNE_YW_TP000112",2021-07-26,4.524014678,4.44667499433333,439229,374651
"UKENNE_YW_TP000119",2021-07-26,5.673553444,5.62964643666667,460189,405981
"UKENNE_YW_TP000141",2021-07-26,5.145913222,4.38003640366667,443369,385781
"UKENNW_UU_TP000012",2021-07-26,5.220904333,5.33685600466667,321942,468543
"UKENNW_UU_TP000017",2021-07-26,NA,NA,332919,389491
"UKENNW_UU_TP000018",2021-07-26,4.505933599,4.56354371766667,360469,429411
"UKENNW_UU_TP000019",2021-07-26,4.284024,4.422818958,376549,404691
"UKENNW_UU_TP000023",2021-07-26,NA,NA,334328,385183
"UKENNW_UU_TP000024",2021-07-26,4.899737982,4.886999969,382849,435121
"UKENNW_UU_TP000026",2021-07-26,4.745675831,4.86239393066667,380039,407811
"UKENNW_UU_TP000027",2021-07-26,5.531914677,4.548001002,338811,556534
"UKENNW_UU_TP000038",2021-07-26,NA,NA,366639,357111
"UKENNW_UU_TP000047",2021-07-26,5.37041574,5.19567594625,342338,374328
"UKENNW_UU_TP000050",2021-07-26,NA,NA,333099,446501
"UKENNW_UU_TP000067",2021-07-26,5.23519345,4.87336787733333,393789,394841
"UKENNW_UU_TP000068",2021-07-26,NA,NA,375619,433371
"UKENNW_UU_TP000076",2021-07-26,5.380638556,5.19045472366667,345699,458711
"UKENNW_UU_TP000078",2021-07-26,5.561802966,4.929533197,365809,399001
"UKENNW_UU_TP000084",2021-07-26,5.279725609,4.71108601,389609,378201
"UKENNW_UU_TP000095",2021-07-26,5.621257634,5.2676028,324149,390251
"UKENNW_UU_TP000102",2021-07-26,2.998087838,3.54159779533333,345709,427931
"UKENNW_UU_TP000103",2021-07-26,3.706409432,4.14820878566667,388287,412525
"UKENNW_UU_TP000110",2021-07-26,NA,NA,333486,392845
"UKENNW_UU_TP000115",2021-07-26,NA,NA,353579,395921
"UKENNW_UU_TP000116",2021-07-26,5.207348335,5.01254306666667,386519,389821
"UKENNW_UU_TP000124",2021-07-26,4.570668751,4.898547175,358039,386891
"UKENNW_UU_TP000133",2021-07-26,4.814901172,4.735426054,348172,411615
"UKENSO_SW_TP000001",2021-07-26,NA,NA,438718,112480
"UKENSO_SW_TP000004",2021-07-26,5.217208996,4.72815637233333,470951,105443
"UKENSO_SW_TP000008",2021-07-26,5.468812343,5.118887945,456846,103242
"UKENSO_SW_TP000011",2021-07-26,5.93607877,5.43122103733333,438275,111125
"UKENSO_SW_TP000013",2021-07-26,4.887400722,5.17550298666667,446839,117931
"UKENSO_SW_TP000016",2021-07-26,NA,NA,460200,85191
"UKENSO_SW_TP000022",2021-07-26,5.388491543,5.305396068,633188,162889
"UKENSO_SW_TP000025",2021-07-26,5.029632869,5.214545143,582959,168491
"UKENSO_SW_TP000026",2021-07-26,6.039952177,5.34723755533333,601950,143308
"UKENSO_SW_TP000028",2021-07-26,5.364265109,5.03382128733333,628575,139968
"UKENSO_SW_TP000030",2021-07-26,5.879451596,5.62294465766667,571975,159382
"UKENSO_SW_TP000033",2021-07-26,4.659071649,4.91685960866667,616939,159720
"UKENSO_SW_TP000083",2021-07-26,NA,NA,517007,103642
"UKENSO_SW_TP000090",2021-07-26,5.016371462,4.93642404233333,499695,103145
"UKENSO_SW_TP000091",2021-07-26,NA,NA,576559,109381
"UKENSW_SWS_TP000002",2021-07-26,5.911282592,5.656668662,253327,134309
"UKENSW_SWS_TP000016",2021-07-26,NA,NA,242167,127655
"UKENSW_SWS_TP000024",2021-07-26,6.29932299,5.89793265233333,302457,80397
"UKENSW_SWS_TP000025",2021-07-26,6.553380114,5.993307601,182302,32206
"UKENSW_SWS_TP000051",2021-07-26,5.713080298,5.17720733933333,288249,72051
"UKENSW_SWS_TP000055",2021-07-26,6.036983024,4.98957571133333,206629,52671
"UKENSW_SWS_TP000058",2021-07-26,NA,NA,249776,54024
"UKENSW_SWS_TP000059",2021-07-26,5.512680761,5.000378104,252334,56403
"UKENSW_SWS_TP000064",2021-07-26,NA,NA,313655,90455
"UKENSW_SWS_TP000075",2021-07-26,5.369717979,5.030760905,289699,56301
"UKENSW_WXW_TP000004",2021-07-26,4.972731845,4.61691672933333,353294,179291
"UKENSW_WXW_TP000005",2021-07-26,6.417367418,5.60799144466667,369299,168221
"UKENSW_WXW_TP000038",2021-07-26,5.407781386,5.11236470933333,413049,95051
"UKENSW_WXW_TP000086",2021-07-26,5.145130185,5.12931473766667,328049,124551
"UKENSW_WXW_TP000100",2021-07-26,5.805198433,5.26894535233333,331469,156981
"UKENSW_WXW_TP000101",2021-07-26,5.828897656,5.421853596,366380,76721
"UKENTH_TWU_TP000010",2021-07-26,NA,NA,478989,214851
"UKENTH_TWU_TP000013",2021-07-26,5.567715746,5.11132068633333,467999,155201
"UKENTH_TWU_TP000014",2021-07-26,4.004731453,3.912887155,545469,181671
"UKENTH_TWU_TP000015",2021-07-26,5.207189816,5.014577303,529519,166319
"UKENTH_TWU_TP000021",2021-07-26,3.775208016,4.40238122366667,513709,201061
"UKENTH_TWU_TP000033",2021-07-26,5.13722822,4.75766723933333,485799,159501
"UKENTH_TWU_TP000050",2021-07-26,5.064254974,4.860687253,528799,140201
"UKENTH_TWU_TP000052",2021-07-26,4.435834235,4.039011375,549086,180831
"UKENTH_TWU_TP000054",2021-07-26,4.549804199,4.67629191333333,535659,193171
"UKENTH_TWU_TP000073",2021-07-26,5.061132436,4.78021948,500299,151601
"UKENTH_TWU_TP000084",2021-07-26,5.090004239,4.54400355433333,518999,168301
"UKENTH_TWU_TP000100",2021-07-26,5.457746045,5.20228450666667,487709,186961
"UKENTH_TWU_TP000102",2021-07-26,4.953883799,4.67121408633333,555599,176701
"UKENTH_TWU_TP000103",2021-07-26,5.690207667,5.50207075266667,512349,217841
"UKENTH_TWU_TP000106",2021-07-26,NA,NA,504199,191941
"UKENTH_TWU_TP000113",2021-07-26,4.51482626,4.19488629766667,515409,174721
"UKENTH_TWU_TP000116",2021-07-26,6.35563578,5.459883262,449859,166721
"UKENTH_TWU_TP000122",2021-07-26,5.557723523,4.42428575666667,471099,170701
"UKENTH_TWU_TP000125",2021-07-26,4.250119168,3.87733709466667,551499,181901
"UKENTH_TWU_TP000126",2021-07-26,4.807082461,4.55310375266667,539251,209766
"UKENTH_TWU_TP000133",2021-07-26,5.461022864,5.153262367,494299,179201
"UKENTH_TWU_TP000139",2021-07-26,5.291786809,4.84084323433333,412709,185801
"UKENTH_TWU_TP000155",2021-07-26,5.31829893,5.027472582,503199,157401
"UKENTH_TWU_TP000159",2021-07-26,5.39272607,4.62651349233333,454389,202231
"UKENAN_AW_TP000016",2021-08-02,NA,NA,508487,249332
"UKENAN_AW_TP000023",2021-08-02,NA,NA,535699,340996
"UKENAN_AW_TP000037",2021-08-02,NA,NA,493847,268578
"UKENAN_AW_TP000050",2021-08-02,NA,NA,547187,261751
"UKENAN_AW_TP000051",2021-08-02,NA,NA,502806,226864
"UKENAN_AW_TP000055",2021-08-02,NA,NA,573806,206725
"UKENAN_AW_TP000063",2021-08-02,NA,NA,602226,223615
"UKENAN_AW_TP000069",2021-08-02,NA,NA,488411,240500
"UKENAN_AW_TP000082",2021-08-02,NA,NA,560459,304206
"UKENAN_AW_TP000107",2021-08-02,NA,NA,481616,261993
"UKENAN_AW_TP000115",2021-08-02,NA,NA,651859,311135
"UKENAN_AW_TP000116",2021-08-02,NA,NA,526212,410959
"UKENAN_AW_TP000144",2021-08-02,NA,NA,617466,241968
"UKENAN_AW_TP000148",2021-08-02,NA,NA,614064,214273
"UKENAN_AW_TP000154",2021-08-02,NA,NA,560275,322372
"UKENAN_AW_TP000161",2021-08-02,NA,NA,499884,370410
"UKENAN_AW_TP000170",2021-08-02,NA,NA,653429,297861
"UKENAN_AW_TP000200",2021-08-02,NA,NA,627841,307418
"UKENAN_AW_TP000210",2021-08-02,NA,NA,521980,298342
"UKENAN_AW_TP000293",2021-08-02,NA,NA,545869,314163
"UKENAN_AW_TP000303",2021-08-02,NA,NA,573699,190651
"UKENAN_AW_TP000307",2021-08-02,NA,NA,587999,187601
"UKENAN_AW_TP000308",2021-08-02,NA,NA,565353,175767
"UKENMI_ST_TP000018",2021-08-02,NA,NA,389999,301651
"UKENMI_ST_TP000036",2021-08-02,NA,NA,395499,322271
"UKENMI_ST_TP000056",2021-08-02,NA,NA,426849,325511
"UKENMI_ST_TP000060",2021-08-02,NA,NA,370979,301401
"UKENMI_ST_TP000062",2021-08-02,NA,NA,419379,291391
"UKENMI_ST_TP000068",2021-08-02,NA,NA,433599,273701
"UKENMI_ST_TP000074",2021-08-02,NA,NA,439359,334491
"UKENMI_ST_TP000099",2021-08-02,NA,NA,380829,216121
"UKENMI_ST_TP000100",2021-08-02,NA,NA,402189,301921
"UKENMI_ST_TP000120",2021-08-02,NA,NA,382559,273751
"UKENMI_ST_TP000137",2021-08-02,NA,NA,453099,321301
"UKENMI_ST_TP000143",2021-08-02,5.750895178,5.62348425966667,454829,362421
"UKENMI_ST_TP000156",2021-08-02,4.312260316,3.86140278333333,416499,292356
"UKENMI_ST_TP000163",2021-08-02,NA,NA,464729,342221
"UKENMI_ST_TP000164",2021-08-02,NA,NA,433479,295881
"UKENMI_ST_TP000180",2021-08-02,5.167430604,5.210953319,387079,283821
"UKENMI_ST_TP000182",2021-08-02,NA,NA,449419,276351
"UKENMI_ST_TP000184",2021-08-02,NA,NA,361299,313701
"UKENMI_ST_TP000186",2021-08-02,NA,NA,487449,405991
"UKENMI_ST_TP000199",2021-08-02,6.967589664,6.117246362,408459,262631
"UKENMI_ST_TP000207",2021-08-02,NA,NA,387819,339051
"UKENMI_ST_TP000208",2021-08-02,NA,NA,378889,204891
"UKENMI_ST_TP000222",2021-08-02,NA,NA,459849,311851
"UKENMI_ST_TP000225",2021-08-02,NA,NA,427569,262891
"UKENMI_ST_TP000241",2021-08-02,6.04371795,5.483606041,384619,253411
"UKENMI_ST_TP000256",2021-08-02,NA,NA,389929,224861
"UKENNE_NU_TP000012",2021-08-02,NA,NA,456119,524091
