"","site_code","one_week_date","Log10_NoV_norm"
"69","UKENAN_AW_TP000050",2021-06-28,4.721391894
"70","UKENAN_AW_TP000050",2021-07-12,5.292221938
"71","UKENAN_AW_TP000050",2021-07-26,4.155512852
"72","UKENAN_AW_TP000050",2021-08-09,5.065095524
"73","UKENAN_AW_TP000050",2021-08-23,5.88115928
"74","UKENAN_AW_TP000050",2021-09-06,5.696996406
"75","UKENAN_AW_TP000050",2021-09-20,5.196838841
"76","UKENAN_AW_TP000050",2021-10-04,5.769608556
"77","UKENAN_AW_TP000050",2021-10-18,5.108007771
"78","UKENAN_AW_TP000050",2021-11-01,5.832983137
"79","UKENAN_AW_TP000050",2021-11-15,4.816893515
"80","UKENAN_AW_TP000050",2021-11-29,5.920946011
"81","UKENAN_AW_TP000050",2021-12-13,5.516945447
"82","UKENAN_AW_TP000050",2021-12-27,6.064806948
"83","UKENAN_AW_TP000050",2022-01-10,6.077370959
"84","UKENAN_AW_TP000050",2022-01-24,4.730940126
"85","UKENAN_AW_TP000050",2022-02-07,5.528363757
"86","UKENAN_AW_TP000050",2022-02-21,5.792439746
"87","UKENAN_AW_TP000050",2022-03-07,5.651528593
"88","UKENAN_AW_TP000050",2022-03-21,3.053906262
"89","UKENAN_AW_TP000051",2021-05-31,4.796108887
"90","UKENAN_AW_TP000051",2021-06-14,4.795404645
"91","UKENAN_AW_TP000051",2021-06-28,5.587934523
"92","UKENAN_AW_TP000051",2021-07-12,5.549685277
"93","UKENAN_AW_TP000051",2021-07-26,5.430129731
"94","UKENAN_AW_TP000051",2021-08-09,5.862402829
"95","UKENAN_AW_TP000051",2021-08-23,5.779262099
"96","UKENAN_AW_TP000051",2021-09-06,4.864241185
"97","UKENAN_AW_TP000051",2021-09-20,4.906298551
"98","UKENAN_AW_TP000051",2021-10-04,5.426653515
"99","UKENAN_AW_TP000051",2021-10-18,5.41641016
"100","UKENAN_AW_TP000051",2021-11-01,5.518475377
"101","UKENAN_AW_TP000051",2021-11-15,5.795185548
"102","UKENAN_AW_TP000051",2021-11-29,5.279331829
"103","UKENAN_AW_TP000051",2021-12-13,5.369455119
"104","UKENAN_AW_TP000051",2021-12-27,4.869042736
"105","UKENAN_AW_TP000051",2022-01-10,5.868759311
"106","UKENAN_AW_TP000051",2022-01-24,5.760341207
"107","UKENAN_AW_TP000051",2022-02-07,6.655031988
"108","UKENAN_AW_TP000051",2022-02-21,6.47401441
"109","UKENAN_AW_TP000051",2022-03-07,5.798553401
"110","UKENAN_AW_TP000051",2022-03-21,3.358993107
"111","UKENAN_AW_TP000055",2021-05-31,5.540512309
"112","UKENAN_AW_TP000055",2021-06-14,4.985310684
"113","UKENAN_AW_TP000055",2021-06-28,5.619124489
"114","UKENAN_AW_TP000055",2021-07-12,5.902979332
"115","UKENAN_AW_TP000055",2021-07-26,5.753202799
"116","UKENAN_AW_TP000055",2021-08-09,6.138007862
"117","UKENAN_AW_TP000055",2021-08-23,6.105286922
"118","UKENAN_AW_TP000055",2021-09-06,5.927706237
"119","UKENAN_AW_TP000055",2021-09-20,5.595401442
"120","UKENAN_AW_TP000055",2021-10-04,5.24006301
"121","UKENAN_AW_TP000055",2021-10-18,4.840594142
"122","UKENAN_AW_TP000055",2021-11-01,4.191441981
"123","UKENAN_AW_TP000055",2021-11-15,5.400553665
"124","UKENAN_AW_TP000055",2021-11-29,5.53131295
"125","UKENAN_AW_TP000055",2021-12-13,5.337972361
"126","UKENAN_AW_TP000055",2021-12-27,5.504637152
"127","UKENAN_AW_TP000055",2022-01-10,4.301491864
"128","UKENAN_AW_TP000055",2022-01-24,5.481517276
"129","UKENAN_AW_TP000055",2022-02-07,5.996806222
"130","UKENAN_AW_TP000055",2022-02-21,5.70725031
"131","UKENAN_AW_TP000055",2022-03-07,5.749413122
"132","UKENAN_AW_TP000055",2022-03-21,5.962374237
"133","UKENAN_AW_TP000063",2021-05-31,4.732276406
"134","UKENAN_AW_TP000063",2021-06-14,4.351264677
"135","UKENAN_AW_TP000063",2021-06-28,5.884596895
"136","UKENAN_AW_TP000063",2021-07-12,4.452948572
"137","UKENAN_AW_TP000063",2021-07-26,4.864112628
"138","UKENAN_AW_TP000063",2021-08-09,5.396537063
"139","UKENAN_AW_TP000063",2021-08-23,5.320283
"140","UKENAN_AW_TP000063",2021-09-06,5.623831682
"141","UKENAN_AW_TP000063",2021-09-20,5.343431727
"142","UKENAN_AW_TP000063",2021-10-04,4.509596201
"143","UKENAN_AW_TP000063",2021-10-18,5.71706844
"144","UKENAN_AW_TP000063",2021-11-01,3.815986809
"145","UKENAN_AW_TP000063",2021-11-15,6.08338466
"146","UKENAN_AW_TP000063",2021-11-29,5.614009396
"147","UKENAN_AW_TP000063",2021-12-13,5.764542265
"148","UKENAN_AW_TP000063",2021-12-27,3.349461938
"149","UKENAN_AW_TP000063",2022-01-10,4.757292417
"150","UKENAN_AW_TP000063",2022-01-24,4.663980974
"151","UKENAN_AW_TP000063",2022-02-07,4.313849885
"152","UKENAN_AW_TP000063",2022-02-21,6.07427022
"153","UKENAN_AW_TP000063",2022-03-07,5.801063577
"154","UKENAN_AW_TP000063",2022-03-21,5.10965731
"155","UKENAN_AW_TP000069",2021-05-31,2.780945214
"156","UKENAN_AW_TP000069",2021-06-14,2.875723854
"157","UKENAN_AW_TP000069",2021-06-28,5.208349592
"158","UKENAN_AW_TP000069",2021-07-12,3.050394259
"159","UKENAN_AW_TP000069",2021-07-26,3.784867635
"160","UKENAN_AW_TP000069",2021-08-09,4.57376694
"161","UKENAN_AW_TP000069",2021-08-23,4.713552074
"162","UKENAN_AW_TP000069",2021-09-06,4.587114908
"163","UKENAN_AW_TP000069",2021-09-20,3.475336839
"164","UKENAN_AW_TP000069",2021-10-04,3.136761124
"165","UKENAN_AW_TP000069",2021-10-18,2.897817283
"166","UKENAN_AW_TP000069",2021-11-01,4.685477241
"167","UKENAN_AW_TP000069",2021-11-15,3.521932868
"168","UKENAN_AW_TP000069",2021-11-29,5.083967893
"169","UKENAN_AW_TP000069",2021-12-13,3.464791183
"170","UKENAN_AW_TP000069",2021-12-27,3.304894256
"171","UKENAN_AW_TP000069",2022-01-10,3.024636607
"172","UKENAN_AW_TP000069",2022-01-24,3.423211066
"173","UKENAN_AW_TP000069",2022-02-07,5.06197873
"174","UKENAN_AW_TP000069",2022-02-21,4.384190703
"175","UKENAN_AW_TP000069",2022-03-07,4.524430418
"176","UKENAN_AW_TP000069",2022-03-21,4.47439468
"177","UKENAN_AW_TP000082",2021-05-31,5.269604345
"178","UKENAN_AW_TP000082",2021-06-14,4.162644162
"179","UKENAN_AW_TP000082",2021-06-28,7.065255184
"180","UKENAN_AW_TP000082",2021-07-12,5.280653574
"181","UKENAN_AW_TP000082",2021-07-26,5.033643758
"182","UKENAN_AW_TP000082",2021-08-09,5.681749886
"183","UKENAN_AW_TP000082",2021-08-23,5.86529696
"184","UKENAN_AW_TP000082",2021-09-06,6.070635481
"185","UKENAN_AW_TP000082",2021-09-20,5.797547638
"186","UKENAN_AW_TP000082",2021-10-04,5.417633936
"187","UKENAN_AW_TP000082",2021-10-18,4.958892049
"188","UKENAN_AW_TP000082",2021-11-01,5.539170377
"189","UKENAN_AW_TP000082",2021-11-15,6.451178134
"190","UKENAN_AW_TP000082",2021-11-29,6.369792406
"191","UKENAN_AW_TP000082",2021-12-13,6.031130644
"192","UKENAN_AW_TP000082",2021-12-27,5.407539707
"193","UKENAN_AW_TP000082",2022-01-10,4.921528286
"194","UKENAN_AW_TP000082",2022-01-24,4.968330215
"195","UKENAN_AW_TP000082",2022-02-07,5.937610744
"196","UKENAN_AW_TP000082",2022-02-21,4.764448172
"197","UKENAN_AW_TP000082",2022-03-07,5.536677672
"198","UKENAN_AW_TP000082",2022-03-21,5.175784272
"199","UKENAN_AW_TP000107",2021-05-31,3.551756597
"200","UKENAN_AW_TP000107",2021-06-14,4.566287062
"201","UKENAN_AW_TP000107",2021-06-28,5.068436406
"202","UKENAN_AW_TP000107",2021-07-12,4.816589536
"203","UKENAN_AW_TP000107",2021-07-26,5.643958124
"204","UKENAN_AW_TP000107",2021-08-09,5.309839904
"205","UKENAN_AW_TP000107",2021-08-23,5.111161561
"206","UKENAN_AW_TP000107",2021-09-06,6.213365056
"207","UKENAN_AW_TP000107",2021-09-20,4.816618554
"208","UKENAN_AW_TP000107",2021-10-04,4.306249197
"209","UKENAN_AW_TP000107",2021-10-18,4.999254955
"210","UKENAN_AW_TP000107",2021-11-01,4.831114235
"211","UKENAN_AW_TP000107",2021-11-15,5.016731889
"212","UKENAN_AW_TP000107",2021-11-29,4.580941849
"213","UKENAN_AW_TP000107",2021-12-13,4.750088964
"214","UKENAN_AW_TP000107",2021-12-27,4.483302645
"215","UKENAN_AW_TP000107",2022-01-10,3.726779543
"216","UKENAN_AW_TP000107",2022-01-24,4.274516404
"217","UKENAN_AW_TP000107",2022-02-07,5.634900504
"218","UKENAN_AW_TP000107",2022-02-21,4.84136247
"219","UKENAN_AW_TP000107",2022-03-07,4.664392204
"220","UKENAN_AW_TP000107",2022-03-21,5.410674671
"221","UKENAN_AW_TP000115",2021-05-31,5.567368304
"222","UKENAN_AW_TP000115",2021-06-14,5.523851949
"223","UKENAN_AW_TP000115",2021-06-28,5.334188612
"224","UKENAN_AW_TP000115",2021-07-12,5.751866777
"225","UKENAN_AW_TP000115",2021-07-26,5.384008702
"226","UKENAN_AW_TP000115",2021-08-09,5.799345205
"227","UKENAN_AW_TP000115",2021-08-23,5.258356764
"228","UKENAN_AW_TP000115",2021-09-06,4.997816928
"229","UKENAN_AW_TP000115",2021-09-20,5.356647485
"230","UKENAN_AW_TP000115",2021-10-04,5.715279953
"231","UKENAN_AW_TP000115",2021-10-18,5.118840612
"232","UKENAN_AW_TP000115",2021-11-01,5.223328272
"233","UKENAN_AW_TP000115",2021-11-15,5.350511446
"234","UKENAN_AW_TP000115",2021-11-29,5.515474073
"235","UKENAN_AW_TP000115",2021-12-13,4.489673925
"236","UKENAN_AW_TP000115",2021-12-27,5.741374994
"237","UKENAN_AW_TP000115",2022-01-10,5.249146308
"238","UKENAN_AW_TP000115",2022-01-24,5.342386146
"239","UKENAN_AW_TP000115",2022-02-07,5.674939898
"240","UKENAN_AW_TP000115",2022-02-21,6.042790269
"241","UKENAN_AW_TP000115",2022-03-07,5.51752426
"242","UKENAN_AW_TP000115",2022-03-21,5.380117869
"243","UKENAN_AW_TP000116",2021-05-31,3.552313549
"244","UKENAN_AW_TP000116",2021-06-14,3.41733231
"245","UKENAN_AW_TP000116",2021-06-28,3.705437485
"246","UKENAN_AW_TP000116",2021-07-12,4.787680446
"247","UKENAN_AW_TP000116",2021-07-26,4.339162983
"248","UKENAN_AW_TP000116",2021-08-09,5.135441614
"249","UKENAN_AW_TP000116",2021-08-23,5.853857174
"250","UKENAN_AW_TP000116",2021-09-06,5.646475789
"251","UKENAN_AW_TP000116",2021-09-20,5.862878395
"252","UKENAN_AW_TP000116",2021-10-04,5.461699034
"253","UKENAN_AW_TP000116",2021-10-18,5.639845061
"254","UKENAN_AW_TP000116",2021-11-01,4.950907653
"255","UKENAN_AW_TP000116",2021-11-15,5.280285157
"256","UKENAN_AW_TP000116",2021-11-29,4.641503595
"257","UKENAN_AW_TP000116",2021-12-13,5.294936955
"258","UKENAN_AW_TP000116",2021-12-27,4.876036951
"259","UKENAN_AW_TP000116",2022-01-10,4.340625681
"260","UKENAN_AW_TP000116",2022-01-24,4.544427807
"261","UKENAN_AW_TP000116",2022-02-07,4.780158755
"262","UKENAN_AW_TP000116",2022-02-21,4.719419935
"263","UKENAN_AW_TP000116",2022-03-07,5.169603084
"264","UKENAN_AW_TP000116",2022-03-21,5.865143458
"265","UKENAN_AW_TP000144",2021-05-31,3.894018201
"266","UKENAN_AW_TP000144",2021-06-14,4.565652353
"267","UKENAN_AW_TP000144",2021-06-28,3.976508289
"268","UKENAN_AW_TP000144",2021-07-12,5.295213159
"269","UKENAN_AW_TP000144",2021-07-26,5.612534619
"270","UKENAN_AW_TP000144",2021-08-09,5.155523051
"271","UKENAN_AW_TP000144",2021-08-23,5.798863048
"272","UKENAN_AW_TP000144",2021-09-06,4.809772982
"273","UKENAN_AW_TP000144",2021-09-20,5.312256804
"274","UKENAN_AW_TP000144",2021-10-04,5.013127507
"275","UKENAN_AW_TP000144",2021-10-18,5.079906383
"276","UKENAN_AW_TP000144",2021-11-01,5.28947715
"277","UKENAN_AW_TP000144",2021-11-08,5.05955423
"278","UKENAN_AW_TP000144",2021-11-29,4.796538581
"279","UKENAN_AW_TP000144",2021-12-13,4.683304413
"280","UKENAN_AW_TP000144",2021-12-27,4.232048694
"281","UKENAN_AW_TP000144",2022-01-10,4.440888748
"282","UKENAN_AW_TP000144",2022-01-24,5.068310527
"283","UKENAN_AW_TP000144",2022-02-07,5.387087409
"284","UKENAN_AW_TP000144",2022-02-21,4.839288028
"285","UKENAN_AW_TP000144",2022-03-07,4.960596012
"286","UKENAN_AW_TP000144",2022-03-21,5.710266297
"287","UKENAN_AW_TP000148",2021-05-31,5.180301605
"288","UKENAN_AW_TP000148",2021-06-14,5.8186772
"289","UKENAN_AW_TP000148",2021-06-28,5.3353372
"290","UKENAN_AW_TP000148",2021-07-12,5.650181095
"291","UKENAN_AW_TP000148",2021-07-26,5.398564786
"292","UKENAN_AW_TP000148",2021-08-09,6.492433844
"293","UKENAN_AW_TP000148",2021-08-23,6.566738285
"294","UKENAN_AW_TP000148",2021-09-06,5.980446697
"295","UKENAN_AW_TP000148",2021-09-20,5.782893311
"296","UKENAN_AW_TP000148",2021-10-04,5.592834044
"297","UKENAN_AW_TP000148",2021-10-18,5.462188182
"298","UKENAN_AW_TP000148",2021-11-01,5.844976799
"299","UKENAN_AW_TP000148",2021-11-15,6.584593487
"300","UKENAN_AW_TP000148",2021-11-29,6.305743678
"301","UKENAN_AW_TP000148",2021-12-13,6.123546146
"302","UKENAN_AW_TP000148",2021-12-27,5.239455735
"303","UKENAN_AW_TP000148",2022-01-10,6.330146717
"304","UKENAN_AW_TP000148",2022-01-24,6.009705256
"305","UKENAN_AW_TP000148",2022-02-07,5.972001797
"306","UKENAN_AW_TP000148",2022-02-21,5.95819655
"307","UKENAN_AW_TP000148",2022-03-07,5.464590736
"308","UKENAN_AW_TP000148",2022-03-21,5.599685083
"309","UKENAN_AW_TP000154",2021-05-31,4.752157927
"310","UKENAN_AW_TP000154",2021-06-14,5.141024555
"311","UKENAN_AW_TP000154",2021-06-28,5.715715619
"312","UKENAN_AW_TP000154",2021-07-12,6.191147408
"313","UKENAN_AW_TP000154",2021-07-26,5.310815147
"314","UKENAN_AW_TP000154",2021-08-09,4.235337016
"315","UKENAN_AW_TP000154",2021-08-23,6.663339287
"316","UKENAN_AW_TP000154",2021-09-06,5.49252328
"317","UKENAN_AW_TP000154",2021-09-20,5.808316431
"318","UKENAN_AW_TP000154",2021-10-04,5.289373214
"319","UKENAN_AW_TP000154",2021-10-18,5.263507926
"320","UKENAN_AW_TP000154",2021-11-01,5.214036631
"321","UKENAN_AW_TP000154",2021-11-15,5.755675243
"322","UKENAN_AW_TP000154",2021-11-29,5.326386877
"323","UKENAN_AW_TP000154",2021-12-13,6.069726609
"324","UKENAN_AW_TP000154",2021-12-27,4.841009819
"325","UKENAN_AW_TP000154",2022-01-10,5.734189865
"326","UKENAN_AW_TP000154",2022-01-24,6.484460331
"327","UKENAN_AW_TP000154",2022-02-07,6.069521716
"328","UKENAN_AW_TP000154",2022-02-21,5.924584352
"329","UKENAN_AW_TP000154",2022-03-07,5.56550038
"330","UKENAN_AW_TP000154",2022-03-21,5.891278605
"331","UKENAN_AW_TP000161",2021-05-31,4.680363573
"332","UKENAN_AW_TP000161",2021-06-14,3.389697376
"333","UKENAN_AW_TP000161",2021-06-28,3.222336298
"334","UKENAN_AW_TP000161",2021-07-12,4.554467533
"335","UKENAN_AW_TP000161",2021-07-26,3.964090461
"336","UKENAN_AW_TP000161",2021-08-09,4.666241682
"337","UKENAN_AW_TP000161",2021-08-23,4.95131098
"338","UKENAN_AW_TP000161",2021-09-06,5.029293769
"339","UKENAN_AW_TP000161",2021-09-20,5.332500903
"340","UKENAN_AW_TP000161",2021-10-04,5.242349543
"341","UKENAN_AW_TP000161",2021-10-18,5.139634927
"342","UKENAN_AW_TP000161",2021-11-01,4.501481657
"343","UKENAN_AW_TP000161",2021-11-15,5.671181423
"344","UKENAN_AW_TP000161",2021-11-29,4.765726736
"345","UKENAN_AW_TP000161",2021-12-13,4.835020443
"346","UKENAN_AW_TP000161",2021-12-27,4.67999374
"347","UKENAN_AW_TP000161",2022-01-03,4.761299096
"348","UKENAN_AW_TP000161",2022-01-24,4.757112006
"349","UKENAN_AW_TP000161",2022-02-07,5.416199022
"350","UKENAN_AW_TP000161",2022-02-21,5.586538892
"351","UKENAN_AW_TP000161",2022-03-07,5.299244861
"352","UKENAN_AW_TP000161",2022-03-21,5.624762044
"353","UKENAN_AW_TP000170",2021-05-31,5.390076894
"354","UKENAN_AW_TP000170",2021-06-14,5.47712791
"355","UKENAN_AW_TP000170",2021-06-28,6.105613815
"356","UKENAN_AW_TP000170",2021-07-12,5.566236177
"357","UKENAN_AW_TP000170",2021-07-26,3.901344237
"358","UKENAN_AW_TP000170",2021-08-09,5.987528793
"359","UKENAN_AW_TP000170",2021-08-23,5.628079069
"360","UKENAN_AW_TP000170",2021-09-06,5.251451418
"361","UKENAN_AW_TP000170",2021-09-20,5.425552399
"362","UKENAN_AW_TP000170",2021-10-04,5.537665644
"363","UKENAN_AW_TP000170",2021-10-18,5.397911628
"364","UKENAN_AW_TP000170",2021-11-01,5.020471184
"365","UKENAN_AW_TP000170",2021-11-15,5.947523616
"366","UKENAN_AW_TP000170",2021-11-29,5.739076475
"367","UKENAN_AW_TP000170",2021-12-13,5.154960444
"368","UKENAN_AW_TP000170",2021-12-27,6.034919536
"369","UKENAN_AW_TP000170",2022-01-10,5.185877714
"370","UKENAN_AW_TP000170",2022-01-24,6.290440071
"371","UKENAN_AW_TP000170",2022-02-07,6.435970107
"372","UKENAN_AW_TP000170",2022-02-21,5.993112368
"373","UKENAN_AW_TP000170",2022-03-07,5.542926346
"374","UKENAN_AW_TP000170",2022-03-21,6.189224512
"375","UKENAN_AW_TP000200",2021-05-31,3.919519976
"376","UKENAN_AW_TP000200",2021-06-14,4.269539177
"377","UKENAN_AW_TP000200",2021-06-28,4.805747454
"378","UKENAN_AW_TP000200",2021-07-12,4.542739254
"379","UKENAN_AW_TP000200",2021-07-26,4.900920721
"380","UKENAN_AW_TP000200",2021-08-09,5.349402531
"381","UKENAN_AW_TP000200",2021-08-23,4.739364091
"382","UKENAN_AW_TP000200",2021-09-06,5.700019416
"383","UKENAN_AW_TP000200",2021-09-20,5.152933828
"384","UKENAN_AW_TP000200",2021-10-04,4.009880877
"385","UKENAN_AW_TP000200",2021-10-18,4.566344272
"386","UKENAN_AW_TP000200",2021-11-01,4.717463616
"387","UKENAN_AW_TP000200",2021-11-15,2.953951049
"388","UKENAN_AW_TP000200",2021-11-29,4.851463057
"389","UKENAN_AW_TP000200",2021-12-13,5.033818049
"390","UKENAN_AW_TP000200",2021-12-27,4.942337697
"391","UKENAN_AW_TP000200",2022-01-10,5.019181188
"392","UKENAN_AW_TP000200",2022-01-24,3.785755351
"393","UKENAN_AW_TP000200",2022-02-07,4.957020001
"394","UKENAN_AW_TP000200",2022-02-21,5.236847993
"395","UKENAN_AW_TP000200",2022-03-07,4.954407753
"396","UKENAN_AW_TP000200",2022-03-21,5.12579676
"397","UKENAN_AW_TP000210",2021-05-31,3.005367047
"398","UKENAN_AW_TP000210",2021-06-14,3.920771742
"399","UKENAN_AW_TP000210",2021-06-28,5.069886616
"400","UKENAN_AW_TP000210",2021-07-12,4.606270029
"401","UKENAN_AW_TP000210",2021-07-26,4.998253445
"402","UKENAN_AW_TP000210",2021-08-09,4.253769477
"403","UKENAN_AW_TP000210",2021-08-23,5.552313735
"404","UKENAN_AW_TP000210",2021-09-06,4.908008485
"405","UKENAN_AW_TP000210",2021-09-20,5.120481308
"406","UKENAN_AW_TP000210",2021-10-04,4.096096643
"407","UKENAN_AW_TP000210",2021-10-18,3.72487719
"408","UKENAN_AW_TP000210",2021-11-01,3.815978477
"409","UKENAN_AW_TP000210",2021-11-15,3.463261862
"410","UKENAN_AW_TP000210",2021-11-29,4.806664444
"411","UKENAN_AW_TP000210",2021-12-13,3.948030693
"412","UKENAN_AW_TP000210",2021-12-27,3.185499296
"413","UKENAN_AW_TP000210",2022-01-03,3.619624133
"414","UKENAN_AW_TP000210",2022-01-24,3.46216354
"415","UKENAN_AW_TP000210",2022-02-07,3.16787207
"416","UKENAN_AW_TP000210",2022-02-21,5.077726306
"417","UKENAN_AW_TP000210",2022-03-07,4.284984551
"418","UKENAN_AW_TP000210",2022-03-21,4.620586611
"419","UKENAN_AW_TP000293",2021-05-31,3.609022286
"420","UKENAN_AW_TP000293",2021-06-14,5.118938908
"421","UKENAN_AW_TP000293",2021-06-28,4.757660005
"422","UKENAN_AW_TP000293",2021-07-12,3.688971716
"423","UKENAN_AW_TP000293",2021-07-26,6.302033676
"424","UKENAN_AW_TP000293",2021-08-09,4.337591647
"425","UKENAN_AW_TP000293",2021-08-23,4.380722236
"426","UKENAN_AW_TP000293",2021-09-06,5.396249102
"427","UKENAN_AW_TP000293",2021-09-20,4.483426233
"428","UKENAN_AW_TP000293",2021-10-04,5.964936302
"429","UKENAN_AW_TP000293",2021-10-18,5.143044436
"430","UKENAN_AW_TP000293",2021-11-01,5.618672583
"431","UKENAN_AW_TP000293",2021-11-15,5.051130913
"432","UKENAN_AW_TP000293",2021-11-29,4.997086407
"433","UKENAN_AW_TP000293",2021-12-13,5.730557293
"434","UKENAN_AW_TP000293",2021-12-27,3.625659774
"435","UKENAN_AW_TP000293",2022-01-10,4.155994011
"436","UKENAN_AW_TP000293",2022-01-24,4.359327965
"437","UKENAN_AW_TP000293",2022-02-07,5.173375723
"438","UKENAN_AW_TP000293",2022-02-21,4.474597107
"439","UKENAN_AW_TP000293",2022-03-07,4.346491158
"440","UKENAN_AW_TP000293",2022-03-21,3.608553527
"441","UKENAN_AW_TP000303",2021-05-31,5.812266377
"442","UKENAN_AW_TP000303",2021-06-14,4.440931475
"443","UKENAN_AW_TP000303",2021-06-28,5.130376299
"444","UKENAN_AW_TP000303",2021-07-12,5.199834823
"445","UKENAN_AW_TP000303",2021-07-26,5.343497967
"446","UKENAN_AW_TP000303",2021-08-09,5.625978256
"447","UKENAN_AW_TP000303",2021-08-23,5.632566769
"448","UKENAN_AW_TP000303",2021-09-06,6.021630255
"449","UKENAN_AW_TP000303",2021-09-20,5.452838223
"450","UKENAN_AW_TP000303",2021-10-04,5.544692427
"451","UKENAN_AW_TP000303",2021-10-18,5.125400728
"452","UKENAN_AW_TP000303",2021-11-01,4.625124595
"453","UKENAN_AW_TP000303",2021-11-15,4.876719113
"454","UKENAN_AW_TP000303",2021-11-29,5.565296283
"455","UKENAN_AW_TP000303",2021-12-13,5.545472352
"456","UKENAN_AW_TP000303",2021-12-27,5.232906908
"457","UKENAN_AW_TP000303",2022-01-10,4.770060012
"458","UKENAN_AW_TP000303",2022-01-24,6.060337374
"459","UKENAN_AW_TP000303",2022-02-07,5.174020856
"460","UKENAN_AW_TP000303",2022-02-21,5.723262332
"461","UKENAN_AW_TP000303",2022-03-07,6.434190051
"462","UKENAN_AW_TP000303",2022-03-21,6.405937603
"463","UKENAN_AW_TP000307",2021-05-31,4.281559694
"464","UKENAN_AW_TP000307",2021-06-14,3.835059895
"465","UKENAN_AW_TP000307",2021-06-28,4.652592936
"466","UKENAN_AW_TP000307",2021-07-12,5.172190684
"467","UKENAN_AW_TP000307",2021-07-26,4.07973722
"468","UKENAN_AW_TP000307",2021-08-09,5.642774134
"469","UKENAN_AW_TP000307",2021-08-23,4.974525631
"470","UKENAN_AW_TP000307",2021-09-06,5.52662724
"471","UKENAN_AW_TP000307",2021-09-20,5.394069028
"472","UKENAN_AW_TP000307",2021-10-04,5.245796686
"473","UKENAN_AW_TP000307",2021-10-18,4.429330599
"474","UKENAN_AW_TP000307",2021-11-01,5.079309534
"475","UKENAN_AW_TP000307",2021-11-15,5.159023032
"476","UKENAN_AW_TP000307",2021-11-29,5.063319717
"477","UKENAN_AW_TP000307",2021-12-13,5.312357592
"478","UKENAN_AW_TP000307",2021-12-27,4.477155709
"479","UKENAN_AW_TP000307",2022-01-10,4.772987739
"480","UKENAN_AW_TP000307",2022-01-24,4.522078411
"481","UKENAN_AW_TP000307",2022-02-07,3.989561588
"482","UKENAN_AW_TP000307",2022-02-21,5.199317207
"483","UKENAN_AW_TP000307",2022-03-07,5.412165335
"484","UKENAN_AW_TP000307",2022-03-21,5.205152084
"485","UKENAN_AW_TP000308",2021-05-31,4.407294191
"486","UKENAN_AW_TP000308",2021-06-14,4.106128217
"487","UKENAN_AW_TP000308",2021-06-28,5.01052449
"488","UKENAN_AW_TP000308",2021-07-12,5.621184532
"489","UKENAN_AW_TP000308",2021-07-26,4.818510834
"490","UKENAN_AW_TP000308",2021-08-09,5.260653026
"491","UKENAN_AW_TP000308",2021-08-23,5.583964744
"492","UKENAN_AW_TP000308",2021-09-06,6.012233013
"493","UKENAN_AW_TP000308",2021-09-20,4.841688864
"494","UKENAN_AW_TP000308",2021-10-04,4.539094202
"495","UKENAN_AW_TP000308",2021-10-18,3.661698183
"496","UKENAN_AW_TP000308",2021-11-01,5.00593502
"497","UKENAN_AW_TP000308",2021-11-15,5.029463776
"498","UKENAN_AW_TP000308",2021-11-29,4.974193923
"499","UKENAN_AW_TP000308",2021-12-13,4.243044771
"500","UKENAN_AW_TP000308",2021-12-27,3.772547139
"501","UKENAN_AW_TP000308",2022-01-10,4.586040029
"502","UKENAN_AW_TP000308",2022-01-24,4.550260043
"503","UKENAN_AW_TP000308",2022-02-07,5.932570411
"504","UKENAN_AW_TP000308",2022-02-21,5.759910233
"505","UKENAN_AW_TP000308",2022-03-07,5.107133323
"506","UKENAN_AW_TP000308",2022-03-21,5.093228574
"507","UKENMI_ST_TP000018",2021-06-14,4.57832679
"508","UKENMI_ST_TP000018",2021-06-28,4.908290844
"509","UKENMI_ST_TP000018",2021-07-12,5.215266794
"510","UKENMI_ST_TP000018",2021-07-26,5.023153487
"511","UKENMI_ST_TP000018",2021-08-09,5.461305879
"512","UKENMI_ST_TP000018",2021-08-23,5.182321535
"513","UKENMI_ST_TP000018",2021-09-06,5.751232033
"514","UKENMI_ST_TP000018",2021-09-20,5.643248262
"515","UKENMI_ST_TP000018",2021-10-04,5.912919851
"516","UKENMI_ST_TP000018",2021-10-18,5.432700132
"517","UKENMI_ST_TP000018",2021-11-01,5.753566875
"518","UKENMI_ST_TP000018",2021-11-15,5.696408465
"519","UKENMI_ST_TP000018",2021-11-29,5.721264811
"520","UKENMI_ST_TP000018",2021-12-13,5.620468937
"521","UKENMI_ST_TP000018",2021-12-27,5.967047265
"522","UKENMI_ST_TP000018",2022-01-10,4.512497964
"523","UKENMI_ST_TP000018",2022-01-24,5.176289786
"524","UKENMI_ST_TP000018",2022-02-07,5.10199741
"525","UKENMI_ST_TP000018",2022-02-21,6.552474199
"526","UKENMI_ST_TP000018",2022-03-07,5.814969377
"527","UKENMI_ST_TP000018",2022-03-21,5.922320887
"528","UKENMI_ST_TP000036",2021-05-31,5.60796606
"529","UKENMI_ST_TP000036",2021-06-14,6.009245757
"530","UKENMI_ST_TP000036",2021-06-21,5.261092646
"531","UKENMI_ST_TP000036",2021-07-12,5.603922486
"532","UKENMI_ST_TP000036",2021-07-26,5.97554878
"533","UKENMI_ST_TP000036",2021-08-09,4.697175954
